ticker,CNAF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.4054
2000-01-04,-4.2857
2000-01-06,-1.4925
2000-01-12,6.0606
2000-01-14,-5.7143
2000-01-20,5.303
2000-01-24,2.1583
2000-01-25,0.0
2000-01-26,1.4085
2000-01-27,0.6944
2000-01-28,-0.6897
2000-01-31,0.6944
2000-02-01,0.6897
2000-02-02,0.0
2000-02-03,0.0
2000-02-07,-2.0548
2000-02-08,3.4965
2000-02-09,-0.6757
2000-02-10,-0.6803
2000-02-11,-0.6849
2000-02-22,-6.2069
2000-02-23,4.4118
2000-02-29,-8.9875
2000-03-02,-1.1719
2000-03-07,-5.1383
2000-03-08,-7.9167
2000-03-09,0.4525
2000-03-10,-0.9009
2000-03-13,0.9091
2000-03-16,0.9009
2000-03-20,-1.3393
2000-03-24,-0.4525
2000-03-27,-0.4545
2000-03-28,0.2283
2000-03-30,0.0
2000-04-07,0.2278
2000-04-10,1.8182
2000-04-11,0.8929
2000-04-12,1.7699
2000-04-14,-3.4783
2000-04-18,-1.8018
2000-05-01,3.6696999999999997
2000-05-02,4.4248
2000-05-03,0.0
2000-05-04,1.6949
2000-05-09,2.5
2000-05-11,3.252
2000-05-15,-1.5748
2000-05-16,-1.6
2000-05-17,-8.9431
2000-05-22,11.607099999999999
2000-05-23,0.4
2000-05-24,0.0
2000-05-25,3.8725
2000-05-26,-2.3256
2000-05-30,3.9683
2000-06-02,2.4809
2000-06-05,0.5587
2000-06-06,0.0
2000-06-07,2.2222
2000-06-08,0.0
2000-06-09,5.7971
2000-06-19,5.4795
2000-06-22,-3.8961
2000-06-26,-5.4054
2000-06-27,0.0
2000-06-28,0.0
2000-06-29,-4.2857
2000-07-06,-11.9403
2000-07-14,4.2373
2000-07-17,-5.6911000000000005
2000-07-20,1.7241
2000-07-31,-5.0847
2000-08-02,0.0
2000-08-03,0.0
2000-08-08,-1.7856999999999998
2000-08-11,-1.8182
2000-08-14,-1.8519
2000-08-16,6.6038
2000-08-17,0.885
2000-08-18,-1.7544
2000-08-21,5.3571
2000-08-22,0.8475
2000-08-23,0.8403
2000-08-24,1.6667
2000-08-25,2.459
2000-08-29,1.088
2000-08-30,0.8
2000-08-31,1.5873
2000-09-01,0.0
2000-09-05,0.0
2000-09-06,2.3438
2000-09-07,-5.3435
2000-09-08,9.6774
2000-09-12,1.4706000000000001
2000-09-13,3.9855
2000-09-14,1.7422
2000-09-15,-1.3699
2000-09-18,-5.5556
2000-09-20,-2.9412000000000003
