ticker,MAKE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-09,-90.2041
2000-03-31,1.6667
2000-04-14,-9.8361
2000-04-19,0.0
2000-04-25,945.4545
2000-05-11,-21.7391
2000-06-08,-11.1111
2000-06-09,12.5
2000-07-07,-5.5556
2000-07-19,17.647100000000002
2000-08-10,10.0
2000-12-15,-35.4545
2000-12-20,-8.4507
2000-12-29,-23.0769
2008-10-28,133.5135
2008-11-11,-1.4352
2008-12-11,-45.984
2008-12-12,21.7391
2008-12-16,7.1429
2008-12-30,-5.3333
2008-12-31,0.0
2009-01-02,0.0
2009-01-09,2.1127
2009-03-02,-2.1277
2009-03-03,0.0
2009-05-19,2.8986
2009-10-05,1.4085
2009-11-03,-8.3333
2010-03-11,-1.8333
2010-06-07,-3.0615
2010-07-02,0.2946
2010-09-21,-2.1047
2012-01-26,21.5517
2012-06-21,1.4706000000000001
2012-06-29,-12.0435
2012-08-07,-1.2523
2012-09-24,1.7854
2012-12-19,14.7541
2013-04-02,8.5714
2013-06-26,-5.2632
2013-06-27,4.1667
2013-07-02,0.0
2013-07-15,0.0
2013-07-18,-1.3333
2013-07-30,0.6757
2013-07-31,-0.6711
2013-08-06,-2.7027
2013-08-14,-2.7778
2013-08-15,0.0
2013-09-03,-2.1429
2013-09-04,0.0
2013-09-24,-21.1679
2013-09-27,3.7037
2013-09-30,5.3571
2013-10-14,-5.0847
2013-12-09,7.1429
2014-01-21,-6.6667
2014-04-02,5.3571
2014-04-15,1.6949
2014-04-21,3.3333
2014-05-07,3.2258
2014-05-08,0.7813
2014-05-12,3.876
2014-06-27,8.9552
2014-07-08,0.0
2014-07-31,0.0
2014-08-01,0.0
2014-08-18,-2.7397
2014-09-22,0.0
2014-09-24,0.0
2014-09-25,-5.9859
2014-10-15,0.0
2014-11-07,-8.6142
2014-11-11,0.0
2014-11-17,-1.6393
2015-02-03,3.3333
2015-02-05,12.9032
2015-04-09,-7.1429
2015-04-20,-13.8462
2015-08-31,7.1429
2015-10-13,-5.0
2015-10-26,-3.5088
2015-10-30,-9.818200000000001
2015-11-18,6.8548
2015-12-07,-0.9434
2016-04-08,-7.619
2016-04-20,13.4021
2016-10-07,1.8182
2016-10-10,0.8929
2017-06-15,-11.5044
2017-09-14,2.0
2017-09-26,0.0196
2017-10-03,1.9407999999999999
2018-01-09,-3.8462
2018-01-12,0.0
2018-05-16,4.0
2018-05-17,-3.8462
2018-05-23,0.0
2018-07-30,0.0
2018-11-30,6.0
2018-12-13,0.0
2019-09-16,0.0
2019-09-27,-11.3208
2019-10-01,12.766
