ticker,VAPO US Equity
2019-04-09,0.0
2019-04-10,-1.05
2019-04-11,-4.0424
2019-04-12,1.5271
2019-04-15,-1.4523
2019-04-16,-7.0526
2019-04-17,-2.0385
2019-04-18,2.1965
2019-04-22,-4.9208
2019-04-23,1.9630999999999998
2019-04-24,-1.1669
2019-04-25,-0.2361
2019-04-26,5.6213
2019-04-29,-0.2241
2019-04-30,-4.941
2019-05-01,-1.1813
2019-05-02,9.5039
2019-05-03,-2.5655
2019-05-06,-0.5602
2019-05-07,4.338
2019-05-08,-3.6177
2019-05-09,8.5714
2019-05-10,-3.1992
2019-05-13,-3.5714
2019-05-14,-3.2615
2019-05-15,-7.6571
2019-05-16,-2.5371
2019-05-17,3.0476
2019-05-20,2.5262000000000002
2019-05-21,-1.7428
2019-05-22,0.4281
2019-05-23,-2.5579
2019-05-24,2.1875
2019-05-28,-0.6116
2019-05-29,2.7692
2019-05-30,4.6707
2019-05-31,-3.7757
2019-06-03,1.5457999999999998
2019-06-04,3.0445
2019-06-05,7.8977
2019-06-06,-5.3186
2019-06-07,2.614
2019-06-10,0.0
2019-06-11,5.9079
2019-06-12,-1.3306
2019-06-13,1.6078999999999999
2019-06-14,-0.4594
2019-06-17,7.0769
2019-06-18,-1.6762000000000001
2019-06-19,1.6561
2019-06-20,2.8749000000000002
2019-06-21,-2.5151
2019-06-24,2.3411
2019-06-25,-1.0738
2019-06-26,-0.6607
2019-06-27,2.1378
2019-06-28,6.9767
2019-07-01,2.0
2019-07-02,-6.2234
2019-07-03,-0.8636
2019-07-05,-3.9431000000000003
2019-07-08,-1.1456
2019-07-09,-2.5109
2019-07-10,4.6062
2019-07-11,-1.7992
2019-07-12,-1.8322
2019-07-15,-2.5540000000000003
2019-07-16,-2.3689999999999998
2019-07-17,0.1549
2019-07-18,-3.1959
2019-07-19,-2.1299
2019-07-22,-2.2851
2019-07-23,0.8909
2019-07-24,3.4768
2019-07-25,3.36
2019-07-26,1.7544
2019-07-29,-2.6369
2019-07-30,-5.4688
2019-07-31,-11.3499
2019-08-01,-5.6556999999999995
2019-08-02,-4.1502
2019-08-05,-1.0309
2019-08-06,-3.9583
2019-08-07,-3.0369
2019-08-08,0.6711
2019-08-09,2.0
2019-08-12,6.0276
2019-08-13,0.3425
2019-08-14,-1.3652
2019-08-15,-0.692
2019-08-16,-2.6481
2019-08-19,0.2147
2019-08-20,-3.4286
2019-08-21,-3.0325
2019-08-22,-1.9832
2019-08-23,-0.1556
2019-08-26,4.053
2019-08-27,2.3221
2019-08-28,-5.7101
2019-08-29,-2.9503
2019-08-30,-7.2
2019-09-03,-18.1034
2019-09-04,7.1579
2019-09-05,9.2338
2019-09-06,1.3489
2019-09-09,-15.705400000000001
2019-09-10,-5.0526
2019-09-11,-3.5477
2019-09-12,8.3908
2019-09-13,-3.9236
2019-09-16,3.8631
2019-09-17,5.3135
2019-09-18,-1.11
2019-09-19,1.7347000000000001
2019-09-20,3.3099
2019-09-23,-6.8932
2019-09-24,-0.1043
2019-09-25,-1.0438
2019-09-26,-3.27
2019-09-27,4.3621
2019-09-30,-1.0449
2019-10-01,-3.9071
2019-10-02,0.989
2019-10-03,4.7878
2019-10-04,6.0228
2019-10-07,-2.1548
2019-10-08,1.1011
2019-10-09,-0.8911
2019-10-10,-4.6953
2019-10-11,4.9266
2019-10-14,-0.1998
2019-10-15,2.5025
2019-10-16,-1.7578
2019-10-17,0.5964
2019-10-18,1.7787
2019-10-21,0.0971
2019-10-22,-0.582
2019-10-23,0.4878
2019-10-24,-0.8738
2019-10-25,-5.8766
2019-10-28,5.6190999999999995
2019-10-29,3.0542
2019-10-30,-1.3384
2019-10-31,-0.1938
2019-11-01,11.8447
2019-11-04,7.2049
2019-11-05,1.0526
2019-11-06,-34.5353
2019-11-07,3.4272
2019-11-08,2.4852
2019-11-11,-7.5058
2019-11-12,18.3521
2019-11-13,0.7384
2019-11-14,-2.5131
2019-11-15,16.971
2019-11-18,6.4279
2019-11-19,-5.6946
2019-11-20,-3.8426
2019-11-21,-0.5709
2019-11-22,1.244
2019-11-25,0.0
2019-11-26,2.0794
2019-11-27,0.7407
2019-11-29,1.6543999999999999
2019-12-02,-2.6221
2019-12-03,-1.1142
2019-12-04,-0.5634
2019-12-05,-0.8499
2019-12-06,2.6667
2019-12-09,-0.5566
2019-12-10,1.7724
2019-12-11,6.0495
2019-12-12,0.5186
2019-12-13,-0.5159
2019-12-16,-3.1979
2019-12-17,1.1607
2019-12-18,0.7061
2019-12-19,2.6292999999999997
2019-12-20,-0.2562
2019-12-23,0.4281
2019-12-24,0.682
2019-12-26,3.9797000000000002
2019-12-27,-2.0358
2019-12-30,-3.5744
2019-12-31,4.8276
2020-01-02,-4.4408
2020-01-03,-3.2702
2020-01-06,-0.5338
2020-01-07,-1.6099999999999999
2020-01-08,-3.0
2020-01-09,-1.687
2020-01-10,0.0953
2020-01-13,4.4762
2020-01-14,3.1905
2020-01-15,2.2968
2020-01-16,3.0225
2020-01-17,2.9337999999999997
2020-01-21,-4.2345
2020-01-22,-0.7653
2020-01-23,-1.0283
2020-01-24,-0.9524
2020-01-27,-4.5455
2020-01-28,-0.4579
2020-01-29,-2.4839
2020-01-30,-0.9434
2020-01-31,-0.4762
2020-02-03,-6.3158
2020-02-04,1.0215
2020-02-05,1.0111
2020-02-06,1.6016
2020-02-07,-5.5172
2020-02-10,-4.6924
2020-02-11,3.8293
2020-02-12,-0.3161
2020-02-13,1.9026999999999998
2020-02-14,7.6763
2020-02-18,0.1927
2020-02-19,-3.2692
2020-02-20,-6.5606
2020-02-21,-0.7447
2020-02-24,2.7866999999999997
2020-02-25,-3.3368
2020-02-26,3.6677
2020-02-27,-4.6826
2020-02-28,-5.4585
2020-03-02,3.6952
2020-03-03,-1.7816999999999998
2020-03-04,1.7006999999999999
2020-03-05,13.155
2020-03-06,0.8867
2020-03-09,-9.8633
2020-03-10,-6.9338999999999995
2020-03-11,-9.3132
2020-03-12,23.4917
2020-03-13,30.3534
2020-03-16,41.7065
2020-03-17,-13.3371
2020-03-18,-13.6364
2020-03-19,-10.0752
2020-03-20,-5.6856
2020-03-23,23.4043
2020-03-24,15.6609
2020-03-25,-4.5342
2020-03-26,5.7254000000000005
2020-03-27,6.1538
2020-03-30,15.4203
2020-03-31,-5.4244
2020-04-01,-1.8587
2020-04-02,-2.1645
2020-04-03,0.0553
2020-04-06,-3.7037
2020-04-07,-8.1515
2020-04-08,1.5
2020-04-09,4.8645
2020-04-13,-2.2314
2020-04-14,6.8468
2020-04-15,1.4053
2020-04-16,2.5499
2020-04-17,-0.5405
2020-04-20,-2.7174
2020-04-21,0.5028
2020-04-22,-0.3335
2020-04-23,10.7083
2020-04-24,2.4685
2020-04-27,-1.0816
2020-04-28,0.5964
2020-04-29,0.0
2020-04-30,0.1976
2020-05-01,1.0848
2020-05-04,1.9512
2020-05-05,6.6986
2020-05-06,34.5291
2020-05-07,-11.6667
2020-05-08,1.9245
2020-05-11,6.9234
2020-05-12,-2.2507
2020-05-13,-1.6295
2020-05-14,-6.7339
2020-05-15,-2.8571
2020-05-18,-0.3975
2020-05-19,-4.5092
2020-05-20,3.5102
2020-05-21,4.8446
2020-05-22,0.6931
2020-05-26,2.065
2020-05-27,-6.819
2020-05-28,2.0507
2020-05-29,4.9251000000000005
2020-06-01,-2.7037
2020-06-02,0.8105
2020-06-03,3.6753
2020-06-04,7.0901
2020-06-05,4.2414
2020-06-08,2.911
2020-06-09,5.0145
2020-06-10,6.5504
2020-06-11,-4.2804
2020-06-12,4.1116
2020-06-15,0.663
2020-06-16,-1.9186999999999999
2020-06-17,4.7299
2020-06-18,6.0775
2020-06-19,-2.7595
2020-06-22,5.1350999999999996
2020-06-23,0.7198
2020-06-24,-0.3063
2020-06-25,1.7665
2020-06-26,1.2075
2020-06-29,-3.0326
2020-06-30,5.0756
2020-07-01,-0.5611
2020-07-02,1.4475
2020-07-06,2.4426
2020-07-07,-0.2125
2020-07-08,7.8306000000000004
2020-07-09,4.4318
2020-07-10,-3.0252
2020-07-13,0.26
2020-07-14,5.8989
2020-07-15,2.2036
2020-07-16,-0.7387
2020-07-17,-1.1464
2020-07-20,-0.3255
2020-07-21,-2.2658
2020-07-22,0.5639
2020-07-23,1.8692
2020-07-24,-1.3456000000000001
2020-07-27,3.3064999999999998
2020-07-28,1.3203
2020-07-29,6.2192
2020-07-30,-1.1338
2020-07-31,-1.7861
