ticker,CANL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-13,0.0
2014-06-13,368.932
2014-06-16,5.0725
2014-06-17,3.4483
2014-06-18,-0.6667
2014-06-19,-2.6846
2014-06-20,0.0
2014-06-23,-3.4483
2014-06-24,5.0
2014-06-25,6.8027
2014-06-26,2.5478
2014-06-27,6.2112
2014-06-30,2.3392
2014-07-01,12.5714
2014-07-02,9.1371
2014-07-03,3.2558
2014-07-07,7.2072
2014-07-08,-9.6639
2014-07-09,0.4651
2014-07-10,-2.3148
2014-07-11,-0.9479
2014-07-14,-4.3062000000000005
2014-07-15,0.0
2014-07-16,-10.0
2014-07-17,7.2222
2014-07-18,8.2902
2014-07-21,2.8708
2014-07-22,-4.186
2014-07-23,-0.4854
2014-07-24,-4.878
2014-07-25,1.0256
2014-07-28,-3.5533
2014-07-29,-7.8947
2014-07-30,1.7143000000000002
2014-07-31,-1.1236
2014-08-01,-3.4091
2014-08-04,2.9412000000000003
2014-08-05,-7.4286
2014-08-06,-12.963
2014-08-07,17.0213
2014-08-08,1.8182
2014-08-11,2.9762
2014-08-12,-7.5145
2014-08-13,-6.875
2014-08-14,12.0805
2014-08-15,-10.1796
2014-08-18,5.3333
2014-08-19,-3.7975
2014-08-20,1.3158
2014-08-21,0.6494
2014-08-22,-3.871
2014-08-25,0.0
2014-08-26,-8.0537
2014-08-27,-2.9196999999999997
2014-08-28,-6.015
2014-08-29,-3.2
2014-09-02,-14.876
2014-09-03,0.0
2014-09-04,13.5922
2014-09-05,0.8547
2014-09-08,1.6949
2014-09-09,-6.6667
2014-09-10,16.0714
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,2.3077
2014-09-16,-3.7594
2014-09-17,-9.375
2014-09-18,-0.8621
2014-09-19,2.6087
2014-09-22,0.8475
2014-09-23,-4.2017
2014-09-24,-9.6491
2014-09-25,15.534
2014-09-26,0.8403
2014-09-29,-5.8333
2014-09-30,6.1836
2014-10-01,-8.3238
2014-10-02,-8.1818
2014-10-03,3.9604
2014-10-06,-0.9524
2014-10-07,4.8077
2014-10-08,0.0
2014-10-09,3.6696999999999997
2014-10-10,-3.5398
2014-10-13,-8.2569
2014-10-14,0.0
2014-10-15,5.0
2014-10-16,-3.8095
2014-10-17,0.9901
2014-10-20,-1.9607999999999999
2014-10-21,7.0
2014-10-22,-1.8692
2014-10-23,-4.7619
2014-10-24,0.0
2014-10-27,5.0
2014-10-28,-4.7619
2014-10-29,-1.0
2014-10-30,1.0101
