ticker,STSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-05,0.0
2007-07-06,104.0
2007-07-24,-70.5882
2007-07-27,0.0
2007-08-02,0.0
2007-08-10,-63.3333
2007-09-13,9.0909
2007-09-14,0.0
2007-09-19,0.0
2007-09-20,0.0
2007-09-21,0.0
2007-09-28,0.0
2007-10-01,0.0
2007-10-05,0.0
2007-10-24,16.6667
2007-10-25,0.0
2007-11-26,-7.1429
2007-11-30,7.6923
2007-12-10,0.0
2007-12-12,0.0
2007-12-14,0.0
2007-12-20,4.2857
2007-12-27,0.0
2008-01-24,0.0
2008-01-30,0.0
2008-02-04,0.0
2008-02-15,0.0
2008-02-20,0.0
2008-02-27,0.0
2008-04-29,0.0
2008-05-08,0.0
2008-05-30,0.0
2008-06-12,0.0
2008-06-26,0.0
2008-07-31,-1.3699
2008-08-01,0.0
2008-08-19,-16.6667
2008-09-17,750.0
2008-09-18,-88.2353
2008-09-29,0.0
2008-11-14,0.0
2008-11-17,0.0
2008-12-08,0.0
2008-12-09,0.0
2009-01-09,0.0
2009-02-04,0.0
2009-02-11,0.0
2009-02-18,-16.6667
2009-02-19,-40.0
2009-02-24,0.0
2009-03-12,-63.3333
2009-04-01,1172.7273
2009-04-09,-92.1429
2009-09-21,109.0909
2009-10-06,334.7826
2009-11-16,-49.0
2009-12-23,-76.4706
2010-05-19,-16.6667
2010-06-03,0.0
2010-07-29,0.0
2010-09-20,0.0
2010-10-20,0.0
2010-12-14,0.0
2011-03-07,2400.0
2011-03-11,24.0
2011-03-17,-19.3548
2011-03-18,0.0
2011-03-22,0.0
2011-03-25,0.0
2011-04-05,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-18,0.0
2011-05-03,0.0
2011-05-06,0.0
2011-05-10,0.0
2011-06-10,0.0
2011-06-24,0.0
2011-07-01,8.0
2011-07-11,-7.4074
2011-07-21,-16.0
2011-07-26,-4.7619
2011-08-17,-25.0
2011-09-30,33.3333
2011-10-07,0.0
2011-10-19,-85.0
2011-11-15,400.0
2011-11-23,266.6667
2011-11-25,-54.5455
2011-12-09,0.0
2011-12-13,0.0
2011-12-22,0.0
2011-12-29,0.0
2012-01-03,0.0
2012-01-06,0.0
2012-01-11,0.0
2012-01-13,0.0
2012-01-23,0.0
2012-02-17,14.0
2012-02-21,0.0
2012-02-23,78.9474
2012-03-02,17.647100000000002
2012-03-05,0.0
2012-03-16,0.0
2012-03-21,0.0
2012-03-30,0.0
2012-04-10,0.0
2012-04-23,68.3333
