ticker,HMNU US Equity
2007-12-04,33.3333
2007-12-17,25.0
2008-01-04,0.0
2008-02-08,0.0
2008-02-19,-40.0
2008-02-20,0.0
2008-03-12,0.0
2008-04-08,-66.6667
2008-04-28,200.0
2008-05-08,33.3333
2008-05-30,0.0
2008-06-18,0.0
2008-06-24,0.0
2008-07-08,-25.0
2008-10-01,-66.6667
2008-10-13,100.0
2008-10-16,0.0
2008-11-12,50.0
2008-12-04,733.3333
2008-12-05,0.0
2008-12-08,20.0
2008-12-09,566.6667
2008-12-11,-70.0
2008-12-12,66.6667
2008-12-15,10.0
2008-12-26,-90.9091
2009-01-08,0.0
2009-01-14,0.0
2009-02-10,20.0
2009-02-20,-83.3333
2010-04-27,-74.0625
2011-03-16,-42.1687
2011-04-13,0.0
2012-02-24,66.6667
2012-11-13,-56.25
2013-02-07,2185.7143
2013-02-13,-20.0
2013-04-01,375.0
2013-04-09,-97.3684
2013-04-26,20.0
2013-06-03,0.0
2013-06-17,1566.6667
2013-07-11,-60.0
2013-07-15,-50.0
2013-08-14,0.0
2013-10-10,-25.0
2013-11-19,0.0
2013-12-20,33.3333
2014-02-05,-25.0
2014-12-12,-66.6667
2015-04-30,0.0
2015-05-04,240.0
2015-05-06,-70.5882
2016-02-09,-40.0
2016-02-10,233.3333
2016-03-03,100.0
2016-03-08,-7.8125
2016-04-13,62.7119
2016-04-14,-17.9167
2016-04-20,-10.6599
2016-04-21,13.6364
2016-05-02,-21.25
2016-05-03,348.254
2016-05-04,-69.5467
2016-05-10,-6.9767
2016-05-12,-20.0
2016-05-16,11.5625
2016-05-26,55.1821
2016-06-09,-13.3574
2016-06-13,16.6667
2016-06-14,128.5714
2016-06-15,25.0
2016-06-17,145.0
2016-06-20,10.2041
2016-06-21,11.1111
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,-33.3333
2016-06-27,25.0
2016-06-28,0.0
2016-06-29,8.0
2016-06-30,-25.9259
2016-07-01,45.0
2016-07-05,0.0
2016-07-07,3.4483
2016-07-08,0.0
2016-07-12,0.0
2016-07-13,-3.3333
2016-07-14,0.0
2016-07-15,-3.4483
2016-07-27,-10.7143
2016-08-01,0.0
2016-08-03,0.0
2016-08-05,0.0
2016-08-11,-4.0
2016-08-12,32.5
2016-08-15,-0.6289
2016-08-29,-20.8861
2016-09-07,-36.0
2016-09-08,0.0
2016-09-15,-37.5
2016-09-16,60.0
2016-10-04,0.0
2016-10-10,0.0
2016-10-18,-23.125
2016-10-26,-34.9593
2016-10-27,-37.5
2016-11-16,-14.0
2017-01-19,-20.9302
2017-02-08,-51.4706
2017-02-10,-39.3939
2017-02-13,0.0
2017-05-18,600.0
2017-05-19,0.0
2017-05-22,257.1429
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-31,0.0
2017-06-07,0.0
2017-06-08,-52.0
2017-06-09,108.3333
2017-06-19,-52.4
2017-06-20,68.0672
2017-06-21,0.0
2017-06-22,-45.0
2017-06-23,81.8182
2017-08-16,-45.0
2017-08-23,0.0
2017-08-28,0.0
2017-09-01,0.0
2017-09-05,0.0
2017-09-06,0.0
2017-09-08,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-15,0.0
2017-09-19,0.0
2017-09-21,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-28,0.0
2017-10-04,36.3636
2017-11-10,-26.6667
2018-04-17,-9.0909
2018-05-29,0.0
2018-08-01,0.0
2018-09-14,0.0
2018-11-29,30.0
2018-12-21,-23.0769
2019-02-08,12.5
2019-02-22,6.6667
2019-03-12,0.0
2019-03-26,-16.6667
2019-05-23,-10.0
2019-05-24,44.4444
2019-05-28,0.0
2019-05-31,23.0769
2019-06-03,50.0
2019-06-04,8.3333
2019-06-05,11.538499999999999
2019-06-06,0.0
2019-06-07,0.0
2019-06-17,-31.0345
2019-06-18,25.0
2019-06-24,104.0
2019-06-26,7.8431
2019-07-01,-68.1818
2019-07-02,-8.5714
2019-07-05,0.0
2019-07-17,0.0
2019-08-02,-12.5
2019-08-05,-7.1429
2019-08-08,0.0
2019-09-24,-15.3846
2019-09-25,13.6364
2019-10-02,-12.0
2019-10-16,-36.3636
2019-10-17,42.8571
2019-11-05,-60.0
2019-11-08,75.0
2019-12-24,-42.8571
2020-01-09,0.0
2020-01-13,-25.0
2020-01-15,100.0
2020-01-29,0.0
2020-02-14,0.0
2020-02-20,-58.3333
2020-04-07,20.0
2020-04-08,33.3333
2020-04-09,0.0
2020-04-13,-12.5
2020-04-14,114.2857
2020-04-15,-6.6667
2020-04-16,7.1429
2020-04-20,-28.6667
2020-04-21,68.2243
2020-04-22,-27.7778
2020-04-23,-46.1538
2020-04-24,42.8571
2020-04-28,40.0
2020-04-30,-28.5714
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,5.0
2020-05-12,-4.7619
2020-05-14,-40.0
2020-05-15,0.0
2020-05-19,-66.6667
2020-05-20,300.0
2020-05-21,-77.5
2020-05-22,122.2222
2020-05-26,50.0
2020-05-27,-33.3333
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,-35.0
2020-06-02,-23.0769
2020-06-03,20.0
2020-06-04,58.3333
2020-06-05,47.3684
2020-06-08,10.7143
2020-06-09,12.9032
2020-06-10,2.8571
2020-06-11,-5.2778
2020-06-12,-17.8886
2020-06-15,-14.2857
2020-06-16,10.4167
2020-06-17,-1.8868
2020-06-18,13.0769
2020-06-19,25.8503
2020-06-22,22.6757
2020-06-23,-22.8905
2020-06-24,0.0
2020-06-25,-7.1429
2020-06-26,0.0
2020-06-29,20.0
2020-06-30,-10.641
2020-07-01,-15.3515
2020-07-02,-12.2034
2020-07-06,27.4131
2020-07-07,-9.0909
2020-07-08,-4.3333
2020-07-09,-5.2265
2020-07-10,-5.1471
2020-07-13,-3.4884
2020-07-14,-5.6225000000000005
2020-07-15,2.1277
2020-07-16,-0.8333
2020-07-17,-7.563
2020-07-20,7.7273
2020-07-21,-16.0338
2020-07-22,-28.0905
2020-07-23,32.0755
2020-07-24,-5.291
2020-07-27,-13.4078
2020-07-28,-18.0645
2020-07-29,-9.0551
2020-07-30,14.2857
2020-07-31,-14.3939
