ticker,HMNU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-08,20.0
2005-06-16,8.3333
2005-06-28,-15.3846
2005-07-22,0.0
2005-08-05,0.0
2005-08-31,1.8182
2005-09-16,0.0
2005-09-21,0.0
2005-09-27,0.0
2005-12-06,-55.3571
2005-12-15,160.0
2005-12-21,0.0
2006-02-10,21.5385
2006-02-13,13.9241
2006-02-17,-22.2222
2006-02-22,0.0
2006-02-23,0.0
2006-02-27,0.0
2006-03-01,0.0
2006-03-09,-1.4285999999999999
2006-03-10,0.0
2006-03-14,-4.3478
2006-03-24,-22.7273
2006-03-27,-11.7647
2006-04-03,-31.1111
2006-04-19,0.0
2006-04-24,0.0
2006-04-25,-19.3548
2006-04-26,-20.0
2006-04-27,25.0
2006-04-28,0.0
2006-05-01,60.0
2006-05-02,0.0
2006-05-24,-50.0
2006-05-26,0.0
2006-06-01,0.0
2006-06-07,0.0
2006-06-09,0.0
2006-06-14,0.0
2006-06-15,0.0
2006-06-19,0.0
2006-06-22,25.0
2006-07-06,0.0
2006-07-10,60.0
2006-07-18,-50.0
2006-08-09,115.0
2006-08-10,-53.4884
2006-08-24,0.0
2006-09-08,-15.0
2006-09-28,17.647100000000002
2006-10-11,0.0
2006-10-19,20.0
2006-10-25,-37.5
2006-11-28,0.0
2007-02-15,0.0
2007-04-23,-33.3333
2007-06-04,10.0
2007-06-05,0.0
2007-06-07,-9.0909
2007-06-08,-10.0
2007-06-11,0.0
2007-06-19,-11.1111
2007-07-11,0.0
2007-07-12,0.0
2007-07-16,0.0
2007-07-19,0.0
2007-07-26,0.0
2007-07-27,0.0
2007-07-30,-37.5
2007-08-01,0.0
2007-08-02,-20.0
2007-08-06,-25.0
2007-08-08,0.0
2007-08-09,-33.3333
2007-08-14,0.0
2007-08-22,50.0
2007-08-23,0.0
2007-08-27,83.3333
2007-08-29,9.0909
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,-16.6667
2007-09-06,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-13,0.0
2007-09-14,0.0
2007-09-18,10.0
2007-09-19,9.0909
2007-09-24,-16.6667
2007-09-25,0.0
2007-10-01,0.0
2007-10-02,0.0
2007-10-03,0.0
2007-10-04,20.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-15,0.0
2007-10-16,8.3333
2007-10-17,-23.0769
2007-10-18,0.0
2007-10-22,-20.0
2007-10-24,0.0
2007-10-25,25.0
2007-10-30,-20.0
2007-11-26,0.0
2007-11-30,-25.0
