ticker,EGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.0135
2000-01-04,-2.7304
2000-01-05,-1.4035
2000-01-06,3.9146
2000-01-07,2.3973
2000-01-10,2.3411
2000-01-11,0.0
2000-01-12,1.634
2000-01-13,0.3215
2000-01-14,-3.8462
2000-01-18,2.6667
2000-01-19,-0.6494
2000-01-20,1.3072
2000-01-21,0.0
2000-01-24,0.9677
2000-01-25,-1.5974
2000-01-26,0.6494
2000-01-27,-1.6129
2000-01-28,0.3279
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,1.3072
2000-02-03,-0.3226
2000-02-04,2.2654
2000-02-07,-1.8987
2000-02-08,-0.6452
2000-02-09,-3.5714
2000-02-10,6.0606
2000-02-11,-0.3175
2000-02-14,-0.3185
2000-02-15,0.3195
2000-02-16,-2.8662
2000-02-17,0.3279
2000-02-18,-0.6536
2000-02-22,-2.6316
2000-02-23,1.6892
2000-02-24,-0.3322
2000-02-25,5.3333
2000-02-28,-1.5823
2000-02-29,1.2862
2000-03-01,1.5873
2000-03-02,-0.625
2000-03-03,0.9434
2000-03-06,1.2461
2000-03-07,-2.1538
2000-03-08,2.2013
2000-03-09,-2.1538
2000-03-10,0.0
2000-03-13,0.3145
2000-03-14,2.8213
2000-03-15,-0.6098
2000-03-16,0.6135
2000-03-17,0.3049
2000-03-20,1.2401
2000-03-21,0.9174
2000-03-22,3.0303
2000-03-23,-0.2941
2000-03-24,0.0
2000-03-27,0.295
2000-03-28,0.0
2000-03-29,0.5882
2000-03-30,-0.2924
2000-03-31,0.8798
2000-04-03,-1.1628
2000-04-04,-0.5882
2000-04-05,-0.8876
2000-04-06,-1.4925
2000-04-07,-0.303
2000-04-10,-0.9119
2000-04-11,-0.3067
2000-04-12,0.9231
2000-04-13,0.9146
2000-04-14,3.9275
2000-04-17,-3.7791
2000-04-18,-1.5106000000000002
2000-04-19,-0.3067
2000-04-20,1.5385
2000-04-24,-0.6061
2000-04-25,1.2195
2000-04-26,0.9036
2000-04-27,-1.194
2000-04-28,0.6042
2000-05-01,1.5015
2000-05-02,-0.5917
2000-05-03,-0.8929
2000-05-04,1.8018
2000-05-05,0.59
2000-05-08,-2.346
2000-05-09,1.5015
2000-05-10,-1.7751000000000001
2000-05-11,0.0
2000-05-12,-1.2048
2000-05-15,1.2195
2000-05-16,-0.6024
2000-05-17,1.2121
2000-05-18,-1.7964
2000-05-19,-1.8293
2000-05-22,0.9317
2000-05-23,1.5385
2000-05-24,-2.4242
