ticker,WMPN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-17,2.1277
2008-04-21,2.0833
2008-04-22,2.0408
2008-04-23,6.0
2008-04-24,-1.8868
2008-04-28,3.8462
2008-04-29,0.0
2008-04-30,0.0
2008-05-06,1.8519
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,0.0
2008-05-12,0.0
2008-05-15,0.0
2008-05-16,0.0
2008-05-19,0.0
2008-05-20,0.3636
2008-05-21,-0.3623
2008-05-23,1.4545
2008-05-29,2.1505
2008-06-02,0.3509
2008-06-06,-0.3497
2008-06-09,0.0
2008-06-13,0.0
2008-06-23,-1.7544
2008-06-25,0.0
2008-07-01,0.0
2008-07-03,0.0
2008-07-10,0.0
2008-07-11,0.0
2008-07-15,0.0
2008-07-23,0.0
2008-08-18,0.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-04,0.0
2008-09-16,0.0
2008-09-18,0.0
2008-09-25,-0.7143
2008-09-26,0.0
2008-09-29,0.0
2008-09-30,-1.0791
2008-10-01,-1.8182
2008-10-13,0.0
2008-10-20,0.0
2008-10-23,0.0
2008-10-31,0.0
2008-11-07,0.0
2008-11-11,0.0
2008-11-17,0.0
2008-11-24,0.0
2008-12-03,0.0
2008-12-08,0.0
2008-12-11,0.0
2008-12-12,0.0
2008-12-18,0.0
2008-12-23,0.0
2008-12-26,0.7407
2009-01-07,-0.7353
2009-01-14,0.0
2009-01-21,0.0
2009-01-28,0.0
2009-02-02,0.0
2009-02-04,0.0
2009-03-13,-3.7037
2009-04-07,-3.8462
2009-04-16,4.0
2009-04-21,-3.8462
2009-04-27,-4.0
2009-05-08,8.3333
2009-06-10,3.8462
2009-06-11,0.0
2009-06-12,0.0
2009-07-10,0.0
2009-07-21,0.0
2009-07-23,0.0
2009-09-15,0.0
2009-09-30,0.0
2009-10-16,0.0
2009-10-19,0.0
2009-10-30,0.0
2009-11-02,0.0
2009-11-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2010-02-04,0.0
2010-02-08,0.0
2010-02-11,0.0
2010-02-16,3.7037
2010-02-18,-3.5714
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-03-01,0.0
2010-03-03,0.0
2010-03-11,0.0
2010-03-12,1.8519
2010-03-15,-1.8182
2010-03-19,0.0
2010-03-22,0.0
2010-03-30,0.1481
2010-03-31,-0.1479
2010-04-19,0.0
2010-04-28,0.7407
2010-05-11,0.0
2010-06-15,-0.7353
