ticker,WMPN US Equity
2010-06-21,0.0
2010-06-30,0.0
2010-07-22,0.3704
2010-08-16,-0.369
2010-08-26,0.0
2010-09-01,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-14,1.1111
2010-10-18,-2.9304
2010-10-19,0.0
2010-11-11,1.8868
2010-11-15,0.0
2010-11-19,-1.8519
2010-12-10,0.0
2010-12-15,0.0
2010-12-27,0.0
2011-01-11,3.7736
2011-01-13,-0.0727
2011-01-18,0.0728
2011-01-19,0.0
2011-01-24,0.0
2011-01-28,0.0
2011-02-04,0.0
2011-02-14,3.6364
2011-02-15,0.0
2011-04-11,1.7544
2011-04-28,0.0
2011-06-01,0.0
2011-06-02,6.8966
2011-06-22,-7.0323
2011-06-24,-6.3151
2011-06-27,0.0
2011-06-28,-6.2963000000000005
2011-06-29,0.7905
2011-06-30,-0.7843
2011-07-01,0.7905
2011-07-27,0.0
2011-08-05,1.1905000000000001
2011-10-24,-10.5882
2011-10-25,3.3333
2011-10-31,7.8098
2011-11-30,-7.2441
2011-12-06,0.0
2011-12-13,0.0
2011-12-21,3.9898
2011-12-23,6.1224
2011-12-27,0.0
2012-01-05,-5.7692
2012-01-24,6.1224
2012-03-15,0.0
2012-03-16,7.6923
2012-03-26,0.0
2012-03-29,0.0
2012-03-30,0.0
2012-05-01,0.0
2012-05-02,0.0
2012-05-08,0.0
2012-05-09,0.0
2012-05-11,0.0
2012-05-17,0.0
2012-06-20,0.0
2012-06-26,7.1429
2012-09-04,-2.027
2012-11-02,3.4483
2012-11-07,0.0
2012-12-04,6.6667
2012-12-27,6.25
2013-02-06,-5.8824
2013-02-08,3.75
2013-03-06,0.0
2013-04-01,-2.1084
2013-04-04,0.0
2013-04-23,0.0
2013-05-31,0.4308
2013-06-26,0.1838
2013-08-01,2.4465
2013-08-02,0.0
2013-08-30,2.1212
2013-09-09,0.0593
2013-09-30,6.7616
2013-10-03,0.0
2013-11-01,0.0
2013-11-14,0.0
2013-11-19,0.0
2013-11-22,6.9444
2013-11-25,2.5455
2013-11-26,-5.0152
2013-11-29,2.56
2013-12-09,-0.156
2013-12-12,-6.1979
2014-01-03,0.2776
2014-01-07,-0.3322
2014-01-24,-2.5
2014-01-31,1.1396
2014-02-18,0.1127
2014-03-06,1.2943
2014-03-17,0.0
2014-04-09,0.0
2014-04-15,0.0
2014-05-06,0.0
2014-05-19,1.3889
2014-07-10,-1.3699
2014-12-03,18.6441
2014-12-04,0.0
2014-12-10,0.0
2014-12-31,-1.9048
2015-01-02,1.9417
2015-03-27,-3.3333
2015-03-30,0.0
2015-03-31,0.0
2015-04-30,0.9852
2015-05-27,0.0976
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,-1.0721
2015-06-02,-1.4778
2015-06-04,1.45
2015-06-10,-1.4293
2015-06-24,9.75
2015-08-24,-3.1365
2015-09-16,0.0
2015-09-25,-2.3810000000000002
2015-10-07,4.878
2015-11-23,-2.3256
2015-12-08,1.3333
2015-12-18,0.0
2015-12-29,-1.3158
2015-12-30,0.0
2016-01-15,0.4762
2016-01-28,0.237
2016-02-09,0.2364
2016-02-12,-0.2358
2016-02-17,0.0
2016-02-22,0.4728
2016-03-01,2.3529
2016-03-04,0.0
2016-03-11,2.069
2016-03-21,0.0
2016-03-23,0.0
2016-03-28,0.0
2016-03-30,0.0
2016-04-01,-4.5045
2016-04-06,0.9434
2016-04-13,2.8037
2016-04-20,0.0
2016-04-29,0.0
2016-05-12,0.0
2016-05-13,4.5455
2016-05-16,-4.3478
2016-05-31,1.1364
2016-06-10,-4.4944
2016-06-20,4.7059
2016-06-21,0.0
2016-06-22,-3.3708
2016-06-23,0.0
2016-08-22,0.0
2016-08-23,1.7908
2016-08-24,-0.463
2016-08-25,0.5116
2016-08-29,0.8792
2016-08-30,-2.5229
2016-09-01,1.1764999999999999
2016-09-09,-1.2093
2016-09-15,0.0
2016-09-22,1.6949
2016-09-27,0.0
2016-09-28,-1.3889
2016-10-14,0.939
2016-10-31,-1.6279
2016-11-04,0.4728
2016-11-10,1.1764999999999999
2016-11-11,0.0
2016-11-14,-6.7442
2016-11-15,0.7481
2016-11-16,-0.2475
2016-11-17,-0.7444
2016-11-23,1.0
2016-11-28,-0.9901
2016-12-01,0.0
2016-12-06,-0.4
2016-12-08,2.6606
2016-12-09,-0.2445
2016-12-12,0.4902
2016-12-14,0.0
2016-12-16,0.4878
2016-12-22,16.4563
2017-01-09,-6.2109
2017-01-24,-2.2222
2017-02-01,9.0909
2017-02-06,3.6667
2017-02-13,-3.537
2017-03-14,4.1667
2017-03-20,2.0
2017-03-23,-5.4902
2017-03-30,0.0
2017-03-31,-0.4149
2017-04-07,15.7917
2017-04-17,-10.0396
2017-04-27,-4.0
2017-06-01,0.2083
2017-06-28,0.0
2017-07-26,-0.2079
2017-08-08,5.5298
2017-08-28,-5.24
2017-08-30,2.3639
2017-08-31,-2.3093
2017-11-28,0.0
2018-01-03,18.1933
2018-01-08,0.0
2018-01-10,14.2857
2018-01-11,0.0
2018-01-16,3.125
2018-01-25,3.0303
2018-01-26,3.6765
2018-01-31,7.8014
2018-02-01,0.0
2018-02-08,-5.2632
2018-03-07,-3.0556
2018-03-08,5.8739
2018-03-12,-3.7889
2018-03-13,-1.5471
2018-03-20,0.0
2018-03-22,0.0
2018-04-02,-2.8571
2018-04-03,-2.9412000000000003
2018-04-25,-12.8788
2018-04-26,14.7826
2018-05-08,-10.6061
2018-05-14,1.6949
2018-05-16,0.0
2018-05-21,0.0
2018-06-11,0.5
2018-06-28,1.1609
2018-07-06,0.0
2018-07-12,0.0
2018-07-20,0.8197
2018-07-23,0.813
2018-08-10,7.5619
2018-08-27,0.0
2018-08-30,3.0303
2018-09-05,0.0
2018-09-13,0.0
2018-09-14,5.2353
2018-09-17,17.384
2018-09-19,-18.4524
2018-09-24,0.0
2018-09-28,0.0
2018-10-23,-2.9196999999999997
2018-10-24,0.0
2018-10-25,0.0
2018-10-31,0.0
2018-12-06,0.0
2018-12-12,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2019-01-15,2.2556
2019-01-31,-2.2059
2019-02-26,0.7519
2019-03-20,2.9851
2019-03-25,0.0
2019-04-02,0.2899
2019-04-08,0.0
2019-04-09,0.0
2019-04-15,9.8266
2019-05-03,-11.8421
2019-05-14,2.9851
2019-05-15,0.0
2019-05-16,1.4493
2019-05-20,9.2857
2019-05-29,-3.7908
2019-07-29,-6.25
2019-11-13,0.7353
2019-11-19,0.146
2019-12-05,-0.5831
2019-12-06,5.2786
2019-12-12,18.3844
2019-12-13,3.5294
2019-12-19,-11.5909
2020-02-07,2.8278
2020-02-21,10.0
2020-02-26,-12.5
2020-02-28,-5.1948
2020-03-09,-5.0685
2020-03-12,-4.7619
2020-03-18,-22.7273
2020-03-19,-10.7843
2020-03-20,1.3187
2020-03-23,-13.2321
2020-03-24,2.5
2020-03-25,12.1951
2020-03-26,8.6957
2020-03-27,-10.0
2020-04-03,9.1111
2020-04-08,4.277
2020-04-13,-2.3438
2020-04-14,0.0
2020-04-17,2.0
2020-04-23,0.0
2020-04-24,1.9607999999999999
2020-04-29,0.0
2020-05-04,-1.9231
2020-05-05,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-19,3.9215999999999998
2020-05-26,-1.8868
2020-07-09,8.961500000000001
2020-07-13,-8.2245
