ticker,LILA US Equity
2018-05-23,2.2580999999999998
2018-05-24,-0.7661
2018-05-25,-1.0899
2018-05-29,0.551
2018-05-30,-0.6849
2018-05-31,-0.3678
2018-06-01,-2.7688
2018-06-04,2.0883
2018-06-05,0.4649
2018-06-06,1.7584
2018-06-07,0.5002
2018-06-08,-0.6787
2018-06-11,-1.0023
2018-06-12,0.1841
2018-06-13,-1.0565
2018-06-14,0.9285
2018-06-15,-1.4719
2018-06-18,-0.7937
2018-06-19,-1.4588
2018-06-20,-3.3906
2018-06-21,-3.0648
2018-06-22,0.9179
2018-06-25,-1.2633
2018-06-26,1.8936
2018-06-27,1.9085999999999999
2018-06-28,-3.8935
2018-06-29,-1.9487
2018-07-02,1.3598
2018-07-03,0.4128
2018-07-05,0.6166
2018-07-06,3.8815
2018-07-09,0.1967
2018-07-10,0.4907
2018-07-11,-0.0977
2018-07-12,-0.391
2018-07-13,0.4907
2018-07-16,0.8789
2018-07-17,-1.6941000000000002
2018-07-18,-3.8897
2018-07-19,-1.5369000000000002
2018-07-20,1.4048
2018-07-23,-0.8722
2018-07-24,-3.6749
2018-07-25,1.4508
2018-07-26,-0.053
2018-07-27,-0.9009
2018-07-30,-0.4278
2018-07-31,2.4705
2018-08-01,-1.8344
2018-08-02,-0.8009
2018-08-03,0.5382
2018-08-06,0.803
2018-08-07,1.3277
2018-08-08,1.153
2018-08-09,-2.2798
2018-08-10,-1.6966999999999999
2018-08-13,-0.2697
2018-08-14,0.7572
2018-08-15,-1.3418999999999999
2018-08-16,0.9793
2018-08-17,-3.2328
2018-08-20,-2.5612
2018-08-21,2.9714
2018-08-22,-0.444
2018-08-23,0.3902
2018-08-24,1.5547
2018-08-27,1.2028
2018-08-28,4.0519
2018-08-29,3.6345
2018-08-30,-1.002
2018-08-31,-0.253
2018-09-04,0.5074
2018-09-05,1.6658
2018-09-06,0.4469
2018-09-07,-0.1483
2018-09-10,0.3465
2018-09-11,-0.9867
2018-09-12,2.0429
2018-09-13,1.4647999999999999
2018-09-14,-2.5023999999999997
2018-09-17,0.7404
2018-09-18,1.8128
2018-09-19,3.2243
2018-09-20,0.7925
2018-09-21,0.6013
2018-09-24,0.092
2018-09-25,-1.0565
2018-09-26,-0.7892
2018-09-27,-0.8891
2018-09-28,-1.6053
2018-10-01,1.3436
2018-10-02,3.5511
2018-10-03,0.0914
2018-10-04,-1.2791000000000001
2018-10-05,-0.4165
2018-10-08,1.5798999999999999
2018-10-09,-1.1894
2018-10-10,-6.1111
2018-10-11,-2.9093
2018-10-12,1.6760000000000002
2018-10-15,-1.3487
2018-10-16,0.1013
2018-10-17,-1.9221
2018-10-18,-2.5786
2018-10-19,-0.7941
2018-10-22,-1.9744000000000002
2018-10-23,-1.6331
2018-10-24,-4.3165
2018-10-25,0.7519
2018-10-26,-1.3777
2018-10-29,0.6403
2018-10-30,1.6194
2018-10-31,2.3335
2018-11-01,0.9455
2018-11-02,1.1019
2018-11-05,1.4714
2018-11-06,-0.1611
2018-11-07,3.0662
2018-11-08,3.0793
2018-11-09,-1.8228
2018-11-12,-4.3321
2018-11-13,-3.1267
2018-11-14,-0.1669
2018-11-15,0.6132
2018-11-16,0.554
2018-11-19,-1.4325
2018-11-20,-1.7328000000000001
2018-11-21,0.5119
2018-11-23,-0.6225
2018-11-26,2.8474
2018-11-27,-0.443
2018-11-28,0.2781
2018-11-29,1.3866
2018-11-30,-0.1641
2018-12-03,0.274
2018-12-04,-3.7978
2018-12-06,-3.5501
2018-12-07,-0.4711
2018-12-10,1.5976
2018-12-11,-1.9220000000000002
2018-12-12,1.6627
2018-12-13,-4.7897
2018-12-14,0.184
2018-12-17,-2.0821
2018-12-18,1.8136
2018-12-19,-4.2998
2018-12-20,-3.5302
2018-12-21,-2.3287
2018-12-24,-3.7466
2018-12-26,2.6893000000000002
2018-12-27,0.0689
2018-12-28,-1.1019
2018-12-31,0.8357
2019-01-02,4.4199
2019-01-03,-0.1323
2019-01-04,4.6358
2019-01-07,2.9747
2019-01-08,1.5366
2019-01-09,1.7553999999999998
2019-01-10,-0.7139
2019-01-11,-0.3595
2019-01-14,1.6236000000000002
2019-01-15,-6.3314
2019-01-16,2.7795
2019-01-17,0.4302
2019-01-18,0.5508
2019-01-22,-7.1211
2019-01-23,7.0118
2019-01-24,-1.1635
2019-01-25,0.1859
2019-01-28,-0.4329
2019-01-29,0.3106
2019-01-30,-1.0526
2019-01-31,9.1051
2019-02-01,0.7743
2019-02-04,3.5286999999999997
2019-02-05,1.2095
2019-02-06,-0.1086
2019-02-07,-0.3806
2019-02-08,-0.9279
2019-02-11,0.6612
2019-02-12,1.2589000000000001
2019-02-13,0.0541
2019-02-14,-0.4322
2019-02-15,2.2789
2019-02-19,-1.9098000000000002
2019-02-20,1.0276
2019-02-21,1.2848
2019-02-22,0.7928
2019-02-25,-0.3146
2019-02-26,0.5786
2019-02-27,-0.7322
2019-02-28,3.372
2019-03-01,3.0581
2019-03-04,-0.9397
2019-03-05,-0.9985
2019-03-06,0.4539
2019-03-07,-1.0542
2019-03-08,-0.6088
2019-03-11,1.8887
2019-03-12,-0.7014
2019-03-13,-0.1009
2019-03-14,-0.2525
2019-03-15,1.2658
2019-03-18,2.4
2019-03-19,-1.0742
2019-03-20,-1.1846
2019-03-21,1.7982
2019-03-22,-3.4347
2019-03-25,-0.5081
2019-03-26,-1.2257
2019-03-27,-0.9307
2019-03-28,0.0522
2019-03-29,0.8868
2019-04-01,2.9473000000000003
2019-04-02,0.8036
2019-04-03,0.5979
2019-04-04,5.2006
2019-04-05,0.0471
2019-04-08,-1.8353000000000002
2019-04-09,-1.0547
2019-04-10,2.7616
2019-04-11,-2.3574
2019-04-12,0.7726
2019-04-15,0.5271
2019-04-16,-1.7159
2019-04-17,-0.9214
2019-04-18,1.2237
2019-04-22,-1.2089
2019-04-23,1.1258
2019-04-24,-0.0484
2019-04-25,-1.7433
2019-04-26,1.3307
2019-04-29,1.5078
2019-04-30,0.2875
2019-05-01,-0.8122
2019-05-02,0.1927
2019-05-03,3.5577
2019-05-06,-0.1857
2019-05-07,-1.0698
2019-05-08,-7.4753
2019-05-09,-2.9472
2019-05-10,0.2094
2019-05-13,-5.3292
2019-05-14,-1.4901
2019-05-15,3.5854
2019-05-16,-1.5684
2019-05-17,-0.989
2019-05-20,-0.2775
2019-05-21,0.1669
2019-05-22,-1.2778
2019-05-23,-2.1384
2019-05-24,0.0575
2019-05-28,1.3793
2019-05-29,-2.1542
2019-05-30,-1.2746
2019-05-31,0.0587
2019-06-03,-0.4106
2019-06-04,1.2955999999999999
2019-06-05,0.5233
2019-06-06,2.6027
2019-06-07,-1.1838
2019-06-10,1.3691
2019-06-11,0.0563
2019-06-12,0.7874
2019-06-13,2.0647
2019-06-14,-1.1482
2019-06-17,1.8252000000000002
2019-06-18,-0.2173
2019-06-19,0.8165
2019-06-20,1.8898000000000001
2019-06-21,-0.424
2019-06-24,-1.0644
2019-06-25,-2.7434
2019-06-26,-4.8673
2019-06-27,0.4651
2019-06-28,-0.2894
2019-07-01,0.5223
2019-07-02,-1.097
2019-07-03,1.8096999999999999
2019-07-05,0.0573
2019-07-08,-3.3811
2019-07-09,0.1186
2019-07-10,-0.0592
2019-07-11,0.1778
2019-07-12,0.8876
2019-07-15,-0.2933
2019-07-16,-0.1176
2019-07-17,-0.1178
2019-07-18,-0.8844
2019-07-19,-1.7252
2019-07-22,-0.3027
2019-07-23,-0.9715
2019-07-24,0.4292
2019-07-25,0.6716
2019-07-26,1.1522000000000001
2019-07-29,-1.3789
2019-07-30,1.3374
2019-07-31,-1.6797
2019-08-01,-3.3557
2019-08-02,-1.7677
2019-08-05,-2.1851
2019-08-06,2.3653
2019-08-07,5.905
2019-08-08,2.9697
2019-08-09,-2.6486
2019-08-12,-2.6602
2019-08-13,1.677
2019-08-14,-4.7648
2019-08-15,-0.7056
2019-08-16,2.7778
2019-08-19,2.3256
2019-08-20,-0.2457
2019-08-21,-0.1847
2019-08-22,2.8378
2019-08-23,-8.1584
2019-08-26,4.6375
2019-08-27,-3.1835
2019-08-28,1.2894999999999999
2019-08-29,3.2463
2019-08-30,1.233
2019-09-03,-0.1827
2019-09-04,0.2441
2019-09-05,0.2435
2019-09-06,0.6679
2019-09-09,4.8251
2019-09-10,1.1507
2019-09-11,5.2901
2019-09-12,-0.108
2019-09-13,0.2163
2019-09-16,0.9174
2019-09-17,-1.2833999999999999
2019-09-18,0.2709
2019-09-19,-0.1621
2019-09-20,-2.6515
2019-09-23,0.6115
2019-09-24,-2.8177
2019-09-25,-0.8528
2019-09-26,-1.6055000000000001
2019-09-27,0.0
2019-09-30,-0.5245
2019-10-01,-2.4019
2019-10-02,0.6002
2019-10-03,0.0597
2019-10-04,1.1926
2019-10-07,-0.2357
2019-10-08,-1.6539000000000001
2019-10-09,3.0631
2019-10-10,0.5828
2019-10-11,3.0127
2019-10-14,0.1406
2019-10-15,1.0671
2019-10-16,0.6946
2019-10-17,1.8763999999999998
2019-10-18,0.3792
2019-10-21,2.1047
2019-10-22,0.2114
2019-10-23,0.2637
2019-10-24,-1.2099
2019-10-25,-0.9052
2019-10-28,0.9672
2019-10-29,0.8515
2019-10-30,-1.3193
2019-10-31,-0.0535
2019-11-01,3.1568
2019-11-04,0.8817
2019-11-05,0.3599
2019-11-06,-0.7172
2019-11-07,-4.5924
2019-11-08,-1.5143
2019-11-11,3.7342
2019-11-12,-1.7469999999999999
2019-11-13,0.4041
2019-11-14,-0.8854
2019-11-15,-2.0032
2019-11-18,-1.768
2019-11-19,-0.5062
2019-11-20,-0.3392
2019-11-21,0.6239
2019-11-22,0.9019
2019-11-25,0.2793
2019-11-26,-0.1114
2019-11-27,-3.0117
2019-11-29,2.3577
2019-12-02,-3.4831
2019-12-03,-2.7357
2019-12-04,0.8977
2019-12-05,1.3049
2019-12-06,0.4098
2019-12-09,-0.1166
2019-12-10,0.2919
2019-12-11,0.3492
2019-12-12,1.9142000000000001
2019-12-13,0.4553
2019-12-16,2.5496
2019-12-17,0.221
2019-12-18,1.7088999999999999
2019-12-19,2.0054
2019-12-20,3.135
2019-12-23,0.9274
2019-12-24,0.1531
2019-12-26,0.4077
2019-12-27,-1.0152
2019-12-30,-1.3333
2019-12-31,0.3119
2020-01-02,1.2953000000000001
2020-01-03,-0.3581
2020-01-06,0.6674
2020-01-07,-1.0709
2020-01-08,-2.1134
2020-01-09,0.3686
2020-01-10,-1.4689999999999999
2020-01-13,0.1065
2020-01-14,-1.0106
2020-01-15,2.3643
2020-01-16,0.4199
2020-01-17,-1.8819
2020-01-21,-0.959
2020-01-22,-1.1834
2020-01-23,-1.3609
2020-01-24,-1.4349
2020-01-27,-1.5118
2020-01-28,-1.7624
2020-01-29,0.0
2020-01-30,0.9259
2020-01-31,-4.3578
2020-02-03,1.6787
2020-02-04,-1.0613
2020-02-05,1.0727
2020-02-06,2.0637
2020-02-07,-0.8088
2020-02-10,-0.0582
2020-02-11,0.2914
2020-02-12,0.9297
2020-02-13,-1.4968
2020-02-14,-0.1753
2020-02-18,0.7611
2020-02-19,1.3074
2020-02-20,8.8615
2020-02-21,-1.3435000000000001
2020-02-24,-3.498
2020-02-25,-3.2096999999999998
2020-02-26,-3.1447
2020-02-27,-4.9587
2020-02-28,-5.9006
2020-03-02,1.6502
2020-03-03,-2.987
2020-03-04,0.0
2020-03-05,-3.6814
2020-03-06,2.9187
2020-03-09,-11.0061
2020-03-10,-1.6692
2020-03-11,-8.4105
2020-03-12,-17.2704
2020-03-13,6.11
2020-03-16,-16.7946
2020-03-17,28.3737
2020-03-18,-18.8679
2020-03-19,8.5271
2020-03-20,-3.9796
2020-03-23,8.6079
2020-03-24,10.1761
2020-03-25,-1.1545
2020-03-26,9.7934
2020-03-27,-9.2471
2020-03-30,-4.0577
2020-03-31,-1.1278
2020-04-01,-7.5095
2020-04-02,3.4943
2020-04-03,-5.1639
2020-04-06,8.0628
2020-04-07,2.1318
2020-04-08,3.6052999999999997
2020-04-09,6.5934
2020-04-13,-1.7182
2020-04-14,0.5245
2020-04-15,-6.9565
2020-04-16,-1.5888
2020-04-17,6.5527
2020-04-20,-3.2977
2020-04-21,-4.2396
2020-04-22,-2.4062
2020-04-23,2.4655
2020-04-24,1.155
2020-04-27,1.9029
2020-04-28,-0.1867
2020-04-29,6.9224
2020-04-30,-6.3867
2020-05-01,-1.5888
2020-05-04,-0.9497
2020-05-05,-4.1227
2020-05-06,-4.9
2020-05-07,0.4206
2020-05-08,4.1885
2020-05-11,-3.2161
2020-05-12,-3.4268
2020-05-13,-6.7742
2020-05-14,5.075
2020-05-15,-0.3293
2020-05-18,6.9383
2020-05-19,-6.2822
2020-05-20,5.2198
2020-05-21,-3.0809
2020-05-22,2.694
2020-05-26,6.086
2020-05-27,1.6815
2020-05-28,-2.2374
2020-05-29,-0.796
2020-06-01,2.7081
2020-06-02,-1.2695
2020-06-03,1.6815
2020-06-04,0.8755
2020-06-05,9.3539
2020-06-08,7.3192
2020-06-09,-5.341
2020-06-10,-2.7778
2020-06-11,-9.642900000000001
2020-06-12,6.1265
2020-06-15,-0.1862
2020-06-16,0.0
2020-06-17,-5.0373
2020-06-18,1.6699000000000002
2020-06-19,-1.4493
2020-06-22,-0.9804
2020-06-23,0.9901
2020-06-24,-5.4902
2020-06-25,1.2448
2020-06-26,-5.0205
2020-06-29,3.2362
2020-06-30,1.5674000000000001
2020-07-01,1.1317
2020-07-02,-4.0692
2020-07-06,10.6045
2020-07-07,-9.3001
2020-07-08,3.6997999999999998
2020-07-09,-2.5484
2020-07-10,3.7657
2020-07-13,-3.2258
2020-07-14,-1.6667
2020-07-15,2.6483
2020-07-16,-1.1352
2020-07-17,2.9228
2020-07-20,-1.8256000000000001
2020-07-21,-0.9298
2020-07-22,1.5641
2020-07-23,-1.232
2020-07-24,-2.5987999999999998
2020-07-27,-0.6403
2020-07-28,0.0
2020-07-29,2.2556
2020-07-30,5.4622
2020-07-31,2.3904
