ticker,SOUPQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-14,41.1765
2011-01-18,8.3333
2011-01-19,23.0769
2011-01-20,-3.125
2011-01-21,32.2581
2011-01-24,-2.439
2011-01-25,0.0
2011-01-26,5.0
2011-01-27,1.9048
2011-01-28,0.4673
2011-01-31,4.6512
2011-02-01,0.0
2011-02-04,-0.4444
2011-02-07,2.2321
2011-02-08,4.8035
2011-02-09,-0.4167
2011-02-10,4.6025
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,2.0
2011-02-18,1.9607999999999999
2011-02-22,-3.8462
2011-02-23,2.0
2011-02-24,-5.8824
2011-02-25,0.0
2011-02-28,-4.1667
2011-03-01,6.5217
2011-03-02,2.0408
2011-03-03,-0.4
2011-03-04,2.4096
2011-03-07,-3.5294
2011-03-08,2.439
2011-03-09,1.1905000000000001
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,-3.9215999999999998
2011-03-16,-4.0816
2011-03-17,4.2553
2011-03-18,0.0
2011-03-21,-4.0816
2011-03-22,4.2553
2011-03-23,0.0
2011-03-25,2.0408
2011-03-28,0.0
2011-03-29,-4.0
2011-03-30,0.0
2011-03-31,4.1667
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,2.0
2011-04-06,1.9607999999999999
2011-04-07,0.0
2011-04-08,-3.8462
2011-04-12,2.0
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,-2.7451
2011-04-19,-2.0161
2011-04-20,2.4691
2011-04-21,-1.6064
2011-04-25,-8.5714
2011-04-26,4.9107
2011-04-27,-2.1277
2011-04-29,8.6957
2011-05-02,-8.4
2011-05-03,0.0
2011-05-04,0.4367
2011-05-12,-6.5217
2011-05-13,0.0
2011-05-16,0.0
2011-05-20,0.0
2011-05-23,0.0
2011-05-24,-4.6512
2011-05-25,0.0
2011-05-26,7.3171
2011-05-27,0.0
2011-05-31,-6.8182
2011-06-02,2.439
2011-06-03,-2.3810000000000002
2011-06-06,0.0
2011-06-08,1.4634
2011-06-09,0.0
2011-06-10,0.9615
2011-06-13,-2.3810000000000002
2011-06-15,0.0
2011-06-16,-2.439
2011-06-17,0.0
2011-06-20,2.5
2011-06-21,-2.439
2011-06-23,2.5
2011-06-27,0.0
2011-06-28,-2.439
2011-06-30,0.0
2011-07-01,0.0
2011-07-05,2.5
2011-07-06,0.0
2011-07-08,-2.439
2011-07-11,0.0
2011-07-12,0.0
2011-07-14,-5.0
