ticker,AMBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-11,9.7826
2000-08-21,-0.9901
2000-08-28,3.0
2000-08-29,16.5049
2000-08-31,0.0
2000-09-01,0.0
2000-09-07,0.0
2000-09-08,-6.6667
2000-09-12,0.8929
2000-09-19,0.0
2000-09-20,2.6549
2000-09-28,-3.4483
2000-09-29,2.6786
2000-10-02,0.0
2000-10-09,-2.1739
2000-10-10,-7.5556
2000-10-13,3.8462
2000-10-16,0.0
2000-10-19,0.0
2000-10-20,0.0
2000-10-23,2.7778
2000-10-24,-0.9009
2000-10-30,-0.9091
2000-11-01,0.9174
2000-11-02,0.9091
2000-11-06,-1.8018
2000-11-08,0.9174
2000-11-10,-0.9091
2000-11-14,0.9174
2000-11-15,0.0
2000-11-21,-0.9091
2000-11-27,0.9174
2000-11-29,0.0
2000-12-04,-14.5455
2000-12-06,12.766
2000-12-14,-9.434
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,0.0
2001-01-03,0.0
2001-01-08,0.0
2001-01-11,-1.0417
2001-01-16,1.0526
2001-01-19,0.0
2001-01-23,2.0833
2001-01-25,8.1633
2001-01-31,-9.434
2001-02-05,0.0
2001-02-09,2.0833
2001-02-13,-3.0612
2001-02-14,-0.5263
2001-02-15,-0.5291
2001-02-16,0.766
2001-03-13,1.3514
2001-03-14,0.0
2001-03-19,8.3333
2001-03-20,-7.6923
2001-04-04,-2.0833
2001-04-09,2.1277
2001-04-10,6.25
2001-04-17,-3.5294
2001-04-19,-5.2846
2001-05-02,0.0
2001-05-04,7.2961
2001-05-22,0.0
2001-05-29,-4.0
2001-05-31,0.0
2001-06-01,0.0
2001-06-12,0.0
2001-06-14,0.0
2001-06-19,-0.8333
2001-06-26,1.6806999999999999
2001-06-27,3.3058
2001-07-03,-4.0
2001-07-10,-0.4167
2001-07-17,-0.4184
2001-07-18,5.042
2001-07-23,-4.0
2001-08-03,0.0
2001-08-06,-1.4167
2001-08-13,0.0
2001-08-14,1.437
2001-08-15,0.0
2001-08-17,-1.6667
2001-08-20,1.6949
2001-08-21,-1.8333
2001-08-22,0.0
2001-08-27,1.4431
2001-08-28,-1.4226
2001-08-29,1.4431
2001-08-30,-5.6067
2001-09-06,0.6206
2001-09-07,-0.8811
2001-09-10,-0.4444
2001-09-19,1.3393
2001-09-20,-3.9648
2001-09-21,0.0
2001-10-04,2.7523
2001-10-11,-2.6786
2001-10-18,2.2936
2001-10-22,0.0
2001-10-30,-1.3453
2001-10-31,0.9091
