ticker,ARLP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,10.7143
2000-01-04,0.0
2000-01-05,-0.4608
2000-01-06,-2.7778
2000-01-07,-1.9048
2000-01-10,-1.9417
2000-01-11,1.9802
2000-01-12,-0.9709
2000-01-13,1.9607999999999999
2000-01-14,2.4038
2000-01-18,0.4695
2000-01-19,0.0
2000-01-20,0.4673
2000-01-21,1.3953
2000-01-24,1.8349
2000-01-25,-0.4505
2000-01-26,-0.4525
2000-01-27,1.8182
2000-01-28,0.0
2000-01-31,-0.4464
2000-02-01,1.3453
2000-02-02,-2.6549
2000-02-03,0.0
2000-02-04,1.8868
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,0.9259
2000-02-10,-1.8349
2000-02-11,2.8037
2000-02-14,-3.1818
2000-02-15,1.4085
2000-02-16,-1.8519
2000-02-17,-0.4717
2000-02-18,0.4739
2000-02-22,-2.8302
2000-02-23,-0.9709
2000-02-24,3.9215999999999998
2000-02-25,-4.717
2000-02-28,0.0
2000-02-29,-0.9901
2000-03-01,-0.5
2000-03-02,3.0151
2000-03-03,1.4634
2000-03-06,-1.9231
2000-03-07,-0.4902
2000-03-08,-0.4926
2000-03-09,-0.495
2000-03-10,1.4925
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,-0.4902
2000-03-16,0.4926
2000-03-17,1.4706000000000001
2000-03-20,-1.4493
2000-03-21,-0.9804
2000-03-22,2.9703
2000-03-23,-0.9615
2000-03-24,0.9709
2000-03-27,0.0
2000-03-28,-1.9231
2000-03-29,-0.9804
2000-03-30,0.495
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,1.9704000000000002
2000-04-05,1.4493
2000-04-06,0.9524
2000-04-07,0.4717
2000-04-10,0.939
2000-04-11,1.3953
2000-04-12,0.0
2000-04-13,0.4587
2000-04-14,-3.1963
2000-04-17,-1.8868
2000-04-18,0.0
2000-04-19,-0.9615
2000-04-20,0.4854
2000-04-24,4.3478
2000-04-25,0.0
2000-04-26,1.8519
2000-04-27,0.0
2000-04-28,-1.4151
2000-05-01,3.3493
2000-05-02,-2.3148
2000-05-03,1.4218
2000-05-04,0.0
2000-05-05,2.3364
2000-05-08,-0.9132
2000-05-09,-0.4608
2000-05-10,0.0
2000-05-11,1.8519
2000-05-12,1.8182
2000-05-15,-1.7856999999999998
2000-05-16,2.2727
2000-05-17,0.4444
2000-05-18,-2.6549
2000-05-19,-0.4545
2000-05-22,-0.4566
2000-05-23,-1.8349
2000-05-24,1.8692
