ticker,DMS US Equity
2019-04-25,0.0973
2019-04-26,0.2915
2019-04-29,-0.1938
2019-04-30,-0.1942
2019-05-01,0.6809
2019-05-02,-0.3865
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,-0.291
2019-05-08,0.0973
2019-05-09,-0.6803
2019-05-10,0.0978
2019-05-13,0.1955
2019-05-14,0.0
2019-05-15,-0.1951
2019-05-16,0.4888
2019-05-17,0.0973
2019-05-20,-0.3887
2019-05-21,0.0488
2019-05-22,0.4388
2019-05-23,-0.4854
2019-05-24,0.4878
2019-05-28,-0.133
2019-05-29,-0.3529
2019-05-30,0.0976
2019-05-31,0.3899
2019-06-03,-0.4854
2019-06-04,0.4878
2019-06-05,-0.4854
2019-06-06,0.2927
2019-06-07,0.1946
2019-06-10,0.0
2019-06-11,0.2913
2019-06-12,-0.1936
2019-06-13,-0.679
2019-06-14,0.0977
2019-06-17,0.7805
2019-06-18,-0.8712
2019-06-19,0.0977
2019-06-20,0.0976
2019-06-21,0.0936
2019-06-24,-0.1909
2019-06-25,0.0
2019-06-26,-0.1951
2019-06-27,0.3666
2019-06-28,0.0243
2019-07-01,-0.3895
2019-07-02,-0.1955
2019-07-03,-0.0979
2019-07-05,0.0
2019-07-08,0.2941
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0978
2019-07-12,0.1953
2019-07-15,0.0975
2019-07-16,-0.1947
2019-07-17,-0.1951
2019-07-18,0.0
2019-07-19,0.1955
2019-07-22,-0.2927
2019-07-23,-0.3914
2019-07-24,0.3929
2019-07-25,-2.1526
2019-07-26,-7.8
2019-07-29,10.6291
2019-07-30,-0.098
2019-07-31,-0.0981
2019-08-01,0.0
2019-08-02,0.2947
2019-08-05,-0.0979
2019-08-06,-0.098
2019-08-07,0.0
2019-08-08,-0.0981
2019-08-09,0.0982
2019-08-12,-0.0981
2019-08-13,0.1965
2019-08-14,-0.1961
2019-08-15,0.0
2019-08-16,0.1965
2019-08-19,0.0
2019-08-20,-0.098
2019-08-21,0.0981
2019-08-22,-0.098
2019-08-23,0.0981
2019-08-26,-0.098
2019-08-27,0.3925
2019-08-28,0.0
2019-08-29,-0.391
2019-08-30,0.0981
2019-09-03,0.0
2019-09-04,0.098
2019-09-05,0.3918
2019-09-06,-0.4878
2019-09-09,0.0
2019-09-10,0.1961
2019-09-11,-0.1957
2019-09-12,0.4902
2019-09-13,-0.2927
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-20,-0.1957
2019-09-23,0.1961
2019-09-24,0.2935
2019-09-25,-0.2439
2019-09-26,0.2445
2019-09-27,-0.0976
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0293
2019-10-03,-0.0293
2019-10-07,0.0977
2019-10-08,0.0976
2019-10-09,-0.1949
2019-10-10,0.0
2019-10-11,0.1953
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.1949
2019-10-17,-0.2918
2019-10-18,-0.0976
2019-10-21,0.293
2019-10-22,-0.2921
2019-10-23,0.1953
2019-10-25,-0.1949
2019-10-28,0.0
2019-10-29,0.1953
2019-10-30,-0.0975
2019-10-31,-0.0976
2019-11-01,0.0977
2019-11-05,0.0
2019-11-06,0.0976
2019-11-07,-0.0975
2019-11-11,0.1951
2019-11-12,-0.0487
2019-11-13,-0.1461
2019-11-14,0.3268
2019-11-15,-0.034
2019-11-18,0.0973
2019-11-19,-0.0972
2019-11-20,0.3891
2019-11-21,-0.1938
2019-11-25,-0.0971
2019-11-26,0.0972
2019-11-27,0.3883
2019-11-29,0.0
2019-12-02,-0.4836
2019-12-03,0.2138
2019-12-05,0.0776
2019-12-06,0.0
2019-12-10,-0.0998
2019-12-12,0.0029
2019-12-13,0.1552
2019-12-16,0.1356
2019-12-18,0.0967
2019-12-23,0.0
2019-12-26,0.0966
2019-12-30,-0.1931
2020-01-02,0.0967
2020-01-03,0.0
2020-01-06,-0.2899
2020-01-07,0.1938
2020-01-08,0.0
2020-01-09,0.0967
2020-01-13,0.0773
2020-01-14,0.0193
2020-01-15,-0.0965
2020-01-16,0.0
2020-01-17,-0.0145
2020-01-21,0.0628
2020-01-22,-0.0483
2020-01-23,0.0966
2020-01-24,0.0
2020-01-27,0.5792
2020-01-28,0.096
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,-0.0959
2020-02-03,0.096
2020-02-04,-0.0959
2020-02-05,0.1919
2020-02-06,1.2452
2020-02-07,-0.2838
2020-02-10,0.0949
2020-02-11,0.0
2020-02-12,-0.0948
2020-02-13,0.0949
2020-02-14,-0.1896
2020-02-18,-0.1899
2020-02-19,0.0951
2020-02-20,-0.1901
2020-02-21,-0.0952
2020-02-24,-0.1907
2020-02-25,-0.2865
2020-02-26,-0.1916
2020-02-27,0.096
2020-02-28,-0.5753
2020-03-02,0.1929
2020-03-03,0.0
2020-03-04,0.0962
2020-03-05,-0.5769
2020-03-06,-0.0967
2020-03-09,-0.6776
2020-03-10,0.2924
2020-03-11,0.6803
2020-03-12,-1.5444
2020-03-13,0.0
2020-03-16,-0.3922
2020-03-17,0.0984
2020-03-18,0.59
2020-03-19,-1.7595
2020-03-20,0.4975
2020-03-23,0.0
2020-03-24,0.7921
2020-03-25,0.1965
2020-03-26,0.0
2020-03-27,0.3922
2020-03-30,0.5859
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-06,-0.4854
2020-04-07,0.6829
2020-04-08,-0.0969
2020-04-09,-0.582
2020-04-13,0.1951
2020-04-14,0.3895
2020-04-15,-0.097
2020-04-17,0.1942
2020-04-20,0.0
2020-04-21,0.1938
2020-04-22,0.0967
2020-04-23,0.0
2020-04-24,-0.2899
2020-04-27,0.2907
2020-04-28,0.0
2020-04-29,-0.0966
2020-04-30,-0.3868
2020-05-01,0.0
2020-05-04,0.0971
2020-05-06,0.097
2020-05-07,-0.0969
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.097
2020-05-15,0.0
2020-05-18,-0.1938
2020-05-19,0.4854
2020-05-20,-0.1932
2020-05-21,-0.2904
2020-05-22,0.3883
2020-05-26,0.0
2020-05-27,0.2418
2020-05-28,-0.3377
2020-05-29,0.0
2020-06-01,0.3872
2020-06-02,-0.1446
2020-06-03,1.3037
2020-06-04,-1.2393
2020-06-05,-0.1931
2020-06-08,0.0
2020-06-09,0.4836
2020-06-10,-0.385
2020-06-11,-0.7729
2020-06-12,0.779
2020-06-15,0.0
2020-06-16,0.0966
2020-06-17,0.2896
2020-06-18,0.1925
2020-06-19,0.3842
2020-06-22,-0.2871
2020-06-23,-0.1919
2020-06-24,-0.0962
2020-06-25,-0.0962
2020-06-26,0.0963
2020-06-29,-0.1925
2020-06-30,0.2893
2020-07-01,-0.0962
2020-07-02,0.0
2020-07-06,-0.1925
2020-07-07,-0.0964
2020-07-08,0.1448
2020-07-09,-1.6867
2020-07-10,-0.8824
2020-07-13,8.6053
2020-07-14,-9.1985
2020-07-15,-2.1063
2020-07-16,-4.6598
2020-07-17,0.2665
2020-07-20,-6.2165
2020-07-21,-20.3429
2020-07-22,1.8651
2020-07-23,-5.0704
2020-07-24,0.1484
2020-07-27,9.7778
2020-07-28,-1.7544
2020-07-29,-3.022
2020-07-30,-1.5581
2020-07-31,-2.446
