ticker,DMS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-19,0.0
2018-04-20,1.0471
2018-04-26,-0.5181
2018-05-10,0.1042
2018-05-24,0.052
2018-05-29,0.884
2018-06-11,-0.3093
2018-06-12,0.1034
2018-06-14,-0.1033
2018-06-15,0.1034
2018-06-18,0.0
2018-06-19,-0.1033
2018-06-22,0.1034
2018-06-25,0.0
2018-06-26,0.0
2018-07-05,0.0
2018-07-12,-0.3099
2018-07-17,0.2073
2018-07-23,0.1034
2018-07-24,0.0
2018-07-27,0.0
2018-08-01,0.0
2018-08-02,0.2066
2018-08-03,0.2062
2018-08-06,0.0
2018-08-07,-0.4115
2018-08-08,0.2066
2018-08-09,0.2062
2018-08-10,0.1029
2018-08-13,-0.1028
2018-08-21,-0.1029
2018-08-22,0.103
2018-08-23,-0.1029
2018-09-04,0.4119
2018-09-06,-0.3077
2018-09-10,0.3086
2018-09-11,0.0
2018-09-13,0.0
2018-09-19,-0.3077
2018-09-20,-0.1955
2018-09-26,0.2165
2018-09-28,0.288
2018-10-10,-0.3077
2018-11-01,-0.4115
2018-11-05,0.0
2018-11-06,-0.2066
2018-11-07,0.0
2018-11-08,0.0
2018-11-14,0.6211
2018-11-16,0.1029
2018-11-19,0.2055
2018-11-20,0.0
2018-11-27,0.0
2018-11-28,-0.1026
2018-11-29,0.0
2018-11-30,-0.616
2018-12-03,0.7076
2018-12-04,-0.0872
2018-12-12,0.1027
2018-12-18,-0.0154
2018-12-19,-0.2924
2018-12-20,-0.2058
2019-01-04,0.9278
2019-01-07,-0.2615
2019-01-08,0.3646
2019-01-10,0.3061
2019-01-11,0.2035
2019-01-14,0.0
2019-01-18,0.3046
2019-01-23,0.7085
2019-01-24,-0.1005
2019-01-25,-0.6036
2019-01-29,0.2024
2019-02-01,0.4434
2019-02-04,-0.2403
2019-02-07,-0.2016
2019-02-19,0.0
2019-02-20,0.202
2019-02-25,0.3024
2019-03-06,0.0
2019-03-08,0.1005
2019-03-11,0.3012
2019-03-12,0.0
2019-03-19,0.2002
2019-03-28,0.0999
2019-03-29,0.1996
2019-04-01,0.0996
2019-04-02,0.4975
2019-04-03,-0.099
2019-04-05,0.0991
2019-04-08,1.9802
2019-04-09,0.8738
2019-04-10,1.0587
2019-04-11,-0.4762
2019-04-12,-0.3828
2019-04-15,-0.3842
2019-04-16,-0.9643
2019-04-17,0.8763
2019-04-18,-0.4826
2019-04-22,-0.485
2019-04-23,0.3899
2019-04-24,-0.1942
