ticker,MGMA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-05,20.9302
2000-01-06,0.0
2000-01-07,21.1538
2000-01-10,-14.2857
2000-01-12,0.0
2000-01-13,-7.4074
2000-01-14,-14.0
2000-01-18,4.6512
2000-01-19,17.7778
2000-01-20,5.6604
2000-01-21,7.1429
2000-01-24,-3.3333
2000-01-25,3.4483
2000-01-26,41.6667
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,-11.7647
2000-02-04,24.0
2000-02-07,-8.6022
2000-02-08,5.8824
2000-02-09,0.0
2000-02-10,-8.8889
2000-02-11,3.6585
2000-02-14,-5.8824
2000-02-15,0.0
2000-02-17,-5.0
2000-02-18,-1.3158
2000-02-22,1.3333
2000-02-23,-1.3158
2000-02-24,-4.0
2000-02-25,-15.2778
2000-02-28,9.8361
2000-02-29,-10.4478
2000-03-01,-3.3333
2000-03-02,-5.1724
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,9.0909
2000-03-08,-11.6667
2000-03-09,13.2075
2000-03-10,0.0
2000-03-13,8.3333
2000-03-15,-13.8462
2000-03-16,0.0
2000-03-17,14.2857
2000-03-20,2.3438
2000-03-21,-19.084
2000-03-22,-1.8868
2000-03-23,82.6923
2000-03-24,-10.526299999999999
2000-03-27,5.8824
2000-03-28,6.6667
2000-03-29,-21.875
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,20.0
2000-04-04,-11.1111
2000-04-05,6.25
2000-04-06,-5.8824
2000-04-07,0.0
2000-04-10,-6.25
2000-04-11,-13.3333
2000-04-12,-7.6923
2000-04-13,-15.0
2000-04-14,0.0
2000-04-17,-1.9607999999999999
2000-04-18,6.25
2000-04-19,-11.7647
2000-04-20,13.3333
2000-04-24,-2.1176
2000-04-25,-11.538499999999999
2000-04-26,19.5652
2000-04-27,0.0
2000-04-28,5.4545
2000-05-01,-12.069
2000-05-02,1.9607999999999999
2000-05-03,-11.538499999999999
2000-05-04,0.0
2000-05-05,10.8696
2000-05-08,-1.9607999999999999
2000-05-10,10.0
2000-05-12,-9.0909
2000-05-16,0.0
2000-05-17,-8.0
2000-05-22,4.3478
2000-05-23,-6.25
2000-05-24,-2.2222
2000-05-25,2.2727
2000-05-26,-8.8889
2000-05-31,4.878
2000-06-02,6.9767
2000-06-05,0.0
2000-06-06,0.0
2000-06-07,13.0435
2000-06-08,-11.538499999999999
2000-06-13,17.3913
2000-06-14,0.0
