ticker,RHP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.2526
2000-01-04,-1.9026999999999998
2000-01-05,0.8621
2000-01-06,-1.135
2000-01-07,0.2836
2000-01-10,3.6638
2000-01-11,-0.6237
2000-01-12,-0.4184
2000-01-13,-0.4202
2000-01-14,-0.211
2000-01-18,0.4228
2000-01-19,2.3158
2000-01-20,-0.4115
2000-01-21,-1.8595000000000002
2000-01-24,-2.5263
2000-01-25,-0.6479
2000-01-26,-1.087
2000-01-27,0.8791
2000-01-28,-2.3965
2000-01-31,-0.4464
2000-02-01,-0.2242
2000-02-02,0.6742
2000-02-03,5.5804
2000-02-04,1.2685
2000-02-07,-0.2088
2000-02-08,-3.7657
2000-02-09,1.087
2000-02-10,0.2151
2000-02-11,1.073
2000-02-14,-2.3355
2000-02-15,-1.087
2000-02-16,-1.978
2000-02-17,-1.3453
2000-02-18,-1.1364
2000-02-22,-2.2989
2000-02-23,1.6471
2000-02-24,-0.6944
2000-02-25,0.4662
2000-02-28,-0.464
2000-02-29,2.7972
2000-03-01,-1.1338
2000-03-02,-1.1468
2000-03-03,-1.6240999999999999
2000-03-06,1.4151
2000-03-07,0.0
2000-03-08,-0.6977
2000-03-09,0.4684
2000-03-10,0.6993
2000-03-13,-2.0833
2000-03-14,-2.3641
2000-03-15,-2.4213
2000-03-16,3.2258
2000-03-17,2.8846
2000-03-20,-0.7009
2000-03-21,0.0
2000-03-22,1.6471
2000-03-23,1.8519
2000-03-24,2.0455
2000-03-27,2.0045
2000-03-28,-3.0568
2000-03-29,-2.4775
2000-03-30,0.0
2000-03-31,0.2309
2000-04-03,-1.3825
2000-04-04,-0.7009
2000-04-05,1.8824
2000-04-06,-0.2309
2000-04-07,-0.2315
2000-04-10,-1.8561
2000-04-11,-1.6548
2000-04-12,-2.8846
2000-04-13,0.495
2000-04-14,-1.7241
2000-04-17,0.5013
2000-04-18,-0.4988
2000-04-19,-0.7519
2000-04-20,1.2626
2000-04-24,-1.7456
2000-04-25,-4.8223
2000-04-26,1.8667
2000-04-27,-2.0942
2000-04-28,2.4064
2000-05-01,2.8721
2000-05-02,-0.5076
2000-05-03,-0.2551
2000-05-04,-0.7673
2000-05-05,-0.7732
2000-05-08,-2.5974
2000-05-09,-0.8
2000-05-10,-1.0753
2000-05-11,-0.5435
2000-05-12,-0.2732
2000-05-15,0.274
2000-05-16,3.0055
2000-05-17,-2.122
2000-05-18,-0.542
2000-05-19,-1.9074
2000-05-22,0.0
