ticker,TSRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.0303
2000-01-04,-2.3438
2000-01-05,-2.8
2000-01-06,0.4115
2000-01-07,4.5082
2000-01-10,-5.098
2000-01-11,1.6529
2000-01-12,-7.3171
2000-01-13,0.0
2000-01-14,-0.8772
2000-01-18,-0.4425
2000-01-19,2.2222
2000-01-20,5.2174
2000-01-21,-0.8264
2000-01-24,-1.6667
2000-01-25,0.8475
2000-01-26,2.521
2000-01-27,-0.8197
2000-01-28,-0.4132
2000-01-31,-3.7344
2000-02-01,-5.1724
2000-02-02,1.8182
2000-02-03,-1.3393
2000-02-04,4.9774
2000-02-07,1.7241
2000-02-08,1.6949
2000-02-09,-5.0
2000-02-10,7.4561
2000-02-11,-0.4082
2000-02-14,1.6393
2000-02-15,-0.8065
2000-02-16,-1.626
2000-02-17,-3.3058
2000-02-18,0.8547
2000-02-22,-5.0847
2000-02-23,0.0
2000-02-24,-0.8929
2000-02-25,-5.4054
2000-02-28,-1.9048
2000-02-29,-5.8252
2000-03-01,4.1237
2000-03-02,-6.9307
2000-03-03,2.1277
2000-03-06,2.6042
2000-03-07,0.0
2000-03-08,-2.5381
2000-03-09,4.6875
2000-03-10,-4.4776
2000-03-13,0.5208
2000-03-14,-2.0725
2000-03-15,1.5873
2000-03-16,3.125
2000-03-17,-2.0202
2000-03-20,1.0309
2000-03-21,1.0204
2000-03-22,1.0101
2000-03-23,-1.0
2000-03-24,1.0101
2000-03-27,1.0
2000-03-28,2.9703
2000-03-29,-2.8846
2000-03-30,0.0
2000-03-31,-0.9901
2000-04-03,0.0
2000-04-04,2.0
2000-04-05,-5.8824
2000-04-06,2.0833
2000-04-07,-4.0816
2000-04-10,0.0
2000-04-11,1.5957
2000-04-12,0.0
2000-04-13,0.5236
2000-04-14,-2.6042
2000-04-17,-1.6042999999999998
2000-04-18,-4.3478
2000-04-19,3.4091
2000-04-20,4.3956
2000-04-24,0.0
2000-04-25,2.1053
2000-04-26,-2.0619
2000-04-27,6.3158
2000-04-28,-4.9505
2000-05-01,8.3333
2000-05-02,-1.4423
2000-05-03,-6.3415
2000-05-04,-1.0417
2000-05-05,-1.0526
2000-05-08,-1.0638
2000-05-09,-2.1505
2000-05-10,1.0989
2000-05-11,-2.1739
2000-05-12,4.4444
2000-05-15,-4.2553
2000-05-16,4.4444
2000-05-17,2.1277
2000-05-18,4.1667
2000-05-19,-4.0
2000-05-22,-4.6875
2000-05-23,8.1967
2000-05-24,-8.0808
