ticker,MTVX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-25,-80.0
2013-05-01,0.0
2013-05-13,-50.0
2013-05-14,40.0
2013-05-15,0.0
2013-05-16,0.0
2013-05-21,14.2857
2013-05-24,-57.8125
2013-05-28,137.037
2013-05-29,262.5
2013-05-31,-65.5172
2013-06-04,80.0
2013-06-05,-64.5833
2013-06-07,-47.0588
2013-06-19,196.2963
2013-06-20,-30.0
2013-06-21,-57.1429
2013-06-24,45.8333
2013-06-26,-11.4286
2013-06-27,-35.4839
2013-06-28,80.0
2013-07-05,-15.2778
2013-07-15,-65.5738
2013-07-19,4.7619
2013-07-22,18.1818
2013-07-24,0.0
2013-07-31,-26.9231
2013-08-01,-5.2632
2013-08-05,5.5556
2013-08-06,-15.7895
2013-08-07,-12.5
2013-08-08,14.2857
2013-08-09,-37.5
2013-08-12,-20.0
2013-08-13,0.0
2013-08-15,0.0
2013-08-16,200.0
2013-08-19,45.8333
2013-08-20,-14.2857
2013-08-21,-10.0
2013-08-22,18.5185
2013-08-27,-6.25
2013-08-28,-56.6667
2013-08-29,84.6154
2013-09-04,-45.8333
2013-09-05,84.6154
2013-09-09,-58.3333
2013-09-10,10.0
2013-09-11,-9.0909
2013-09-18,10.0
2013-09-19,0.0
2013-09-20,18.1818
2013-09-23,-38.4615
2013-09-24,62.5
2013-09-25,-38.4615
2013-09-26,100.0
2013-09-27,18.75
2013-09-30,-15.7895
2013-10-01,12.5
2013-10-02,-27.7778
2013-10-03,-15.3846
2013-10-04,-27.2727
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,25.0
2013-10-11,10.0
2013-10-15,-27.2727
2013-10-16,37.5
2013-10-17,0.0
2013-10-18,-27.2727
2013-10-21,0.0
2013-10-22,-25.0
2013-10-24,0.0
2013-10-25,66.6667
2013-10-28,-50.0
2013-10-29,0.0
2013-10-30,120.0
2013-10-31,-9.0909
2013-11-04,0.0
2013-11-06,0.0
2013-11-15,0.0
2013-11-22,0.0
2013-11-26,0.0
2013-11-27,-20.0
2013-11-29,0.0
2013-12-09,-25.0
2013-12-12,-16.6667
2013-12-23,20.0
2014-01-08,33.3333
2014-01-10,0.0
2014-01-13,-25.0
2014-01-14,-16.6667
2014-01-16,0.0
2014-01-24,120.0
2014-01-27,45.4545
2014-01-28,12.5
2014-01-29,-38.8889
2014-01-30,63.6364
2014-01-31,-44.4444
2014-02-03,30.0
2014-02-04,-23.0769
2014-02-05,30.0
2014-02-06,61.5385
2014-02-07,4.7619
