ticker,CUBE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-22,4.5625
2004-10-25,-1.3748
2004-10-26,0.4848
2004-10-27,-0.1809
2004-10-28,0.3021
2004-10-29,0.6627
2004-11-01,1.7355
2004-11-02,-0.5294
2004-11-03,0.887
2004-11-04,0.6448
2004-11-05,-1.5725
2004-11-08,0.2367
2004-11-09,0.3542
2004-11-10,0.0
2004-11-11,0.0
2004-11-12,0.0
2004-11-15,1.1764999999999999
2004-11-16,-0.2907
2004-11-17,1.1662
2004-11-18,-1.3833
2004-11-19,1.9870999999999999
2004-11-22,-0.5731
2004-11-23,-0.5187
2004-11-24,0.7532
2004-11-26,0.0
2004-11-29,-2.1852
2004-11-30,0.2939
2004-12-01,2.0516
2004-12-02,-0.0574
2004-12-03,0.2874
2004-12-06,-0.8596
2004-12-07,-0.3468
2004-12-08,-0.464
2004-12-09,-0.3497
2004-12-10,-0.2339
2004-12-13,-0.2931
2004-12-14,-0.4115
2004-12-15,-0.059
2004-12-16,-0.1772
2004-12-17,1.1834
2004-12-20,-0.4678
2004-12-21,0.5875
2004-12-22,0.2336
2004-12-23,-0.9324
2004-12-27,-0.5882
2004-12-28,1.7751000000000001
2004-12-29,0.0
2004-12-30,0.6977
2004-12-31,0.1732
2005-01-03,-0.3458
2005-01-04,-0.2892
2005-01-05,-3.4223
2005-01-06,-0.6553
2005-01-07,0.0
2005-01-10,-0.5508
2005-01-11,-0.9231
2005-01-12,-0.4969
2005-01-13,0.4994
2005-01-14,1.1801
2005-01-18,0.4297
2005-01-19,2.0782
2005-01-20,-1.7964
2005-01-21,0.3049
2005-01-24,-0.304
2005-01-25,-0.3049
2005-01-26,0.4281
2005-01-27,-1.3397999999999999
2005-01-28,-0.1852
2005-01-31,1.4224
2005-02-01,1.2195
2005-02-02,1.3855
2005-02-03,-1.8418999999999999
2005-02-04,1.0896
2005-02-07,-0.8982
2005-02-08,0.7855
2005-02-09,-1.0192
2005-02-10,-0.3634
2005-02-11,1.3374
2005-02-14,0.06
2005-02-15,0.2398
2005-02-16,0.9569
2005-02-17,-0.5924
2005-02-18,-1.6686999999999999
2005-02-22,-0.6061
2005-02-23,-0.2439
2005-02-24,0.6112
2005-02-25,-0.1823
2005-02-28,0.0
2005-03-01,1.9477
2005-03-02,-0.2985
2005-03-03,0.0
2005-03-04,1.3174000000000001
2005-03-07,1.0638
2005-03-08,0.2924
2005-03-09,-0.9913
2005-03-10,1.5901
2005-03-11,0.1159
2005-03-14,0.1737
