ticker,LITH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-10,-50.0
2009-08-11,400.0
2009-08-12,140.0
2009-08-13,58.3333
2009-08-14,57.8947
2009-08-17,-16.6667
2009-08-18,-16.0
2009-08-19,38.0952
2009-08-20,3.4483
2009-08-21,23.3333
2009-08-24,8.1081
2009-08-25,-10.0
2009-08-26,0.0
2009-08-27,-27.7778
2009-08-31,11.538499999999999
2009-09-01,-3.4483
2009-09-11,21.7857
2009-09-14,2.6393
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,20.0
2009-09-18,18.5714
2009-09-21,-31.7269
2009-09-22,-15.0
2009-09-23,-6.9204
2009-09-24,-3.3457
2009-09-25,-7.6923
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,-12.5
2009-10-02,-28.5714
2009-10-05,26.6667
2009-10-06,10.526299999999999
2009-10-07,-14.2857
2009-10-08,0.0
2009-10-09,0.0
2009-10-12,-11.1111
2009-10-13,3.125
2009-10-14,21.2121
2009-10-15,0.0
2009-10-16,-15.0
2009-10-19,22.9412
2009-10-20,-9.0909
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,-10.526299999999999
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,17.647100000000002
2009-10-29,15.0
2009-10-30,-13.0435
2009-11-02,-42.5
2009-11-03,4.3478
2009-11-04,41.6667
2009-11-05,-26.4706
2009-11-06,-4.0
2009-11-09,-4.1667
2009-11-10,-2.1739
2009-11-11,0.0
2009-11-12,6.6667
2009-11-13,2.0833
2009-11-17,-2.0408
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-27,-8.3333
2009-11-30,-9.0909
2009-12-01,0.0
2009-12-02,5.0
2009-12-03,0.0
2009-12-04,4.7619
2009-12-09,-4.4318
2009-12-10,-0.1189
2009-12-11,-14.2857
2009-12-17,-11.1111
2009-12-18,-25.0
2009-12-21,0.0
2009-12-23,-33.3333
2009-12-24,75.0
2009-12-28,-57.1429
2009-12-29,50.0
2009-12-30,11.1111
2009-12-31,20.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-13,3.3333
2010-01-14,45.1613
2010-01-15,0.0
2010-01-19,11.1111
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-26,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-03,0.0
2010-02-04,10.0
2010-02-08,-9.0909
2010-02-09,0.0
