ticker,RMM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-07-26,-0.05
2019-07-29,0.0
2019-07-30,-0.2001
2019-07-31,0.2506
2019-08-01,0.5
2019-08-02,1.2438
2019-08-05,0.0
2019-08-06,0.2457
2019-08-07,-0.049
2019-08-08,0.1962
2019-08-09,-0.3182
2019-08-12,0.1228
2019-08-13,0.049
2019-08-14,-0.2941
2019-08-15,-0.4798
2019-08-16,-0.0613
2019-08-19,0.1977
2019-08-20,0.3947
2019-08-21,1.2285
2019-08-22,-0.6796
2019-08-23,-1.3685
2019-08-26,-0.446
2019-08-27,0.5475
2019-08-28,-0.1926
2019-08-29,0.3169
2019-08-30,1.6074000000000002
2019-09-03,0.7294
2019-09-04,-2.415
2019-09-05,0.4941
2019-09-06,0.1975
2019-09-09,-0.9341
2019-09-10,0.0993
2019-09-11,0.3059
2019-09-12,0.2979
2019-09-13,-0.495
2019-09-16,0.0
2019-09-17,0.199
2019-09-18,0.0
2019-09-19,0.3476
2019-09-20,0.0495
2019-09-23,-0.6924
2019-09-24,0.0
2019-09-25,0.1494
2019-09-26,0.3481
2019-09-27,-0.0991
2019-09-30,-0.5456
2019-10-01,0.0998
2019-10-02,-0.1993
2019-10-03,-0.1997
2019-10-04,0.5003
2019-10-07,-0.5973
2019-10-08,0.1502
2019-10-09,0.0
2019-10-10,-0.85
2019-10-11,0.1009
2019-10-14,0.0
2019-10-15,-0.194
2019-10-16,0.6572
2019-10-17,0.1511
2019-10-18,0.5533
2019-10-21,-1.1506
2019-10-22,0.2024
2019-10-23,0.7071
2019-10-24,0.0502
2019-10-25,-0.7519
2019-10-28,0.404
2019-10-29,1.6097000000000001
2019-10-30,0.297
2019-10-31,0.1974
2019-11-01,-0.5419
2019-11-04,-0.1486
2019-11-05,-0.0992
2019-11-06,-0.8441
2019-11-07,0.3005
2019-11-08,-0.8487
2019-11-11,0.7553
2019-11-12,0.1
2019-11-13,0.308
2019-11-14,-0.05
2019-11-15,-0.2501
2019-11-18,-0.3511
2019-11-19,-0.3196
2019-11-20,0.2196
2019-11-21,0.0504
2019-11-22,0.0504
2019-11-25,-0.1007
2019-11-26,0.0504
2019-11-27,-0.1158
2019-11-29,-0.1865
2019-12-02,-0.0505
2019-12-03,0.0505
2019-12-04,-0.5556
2019-12-05,-0.4063
2019-12-06,-0.102
2019-12-09,-0.1276
2019-12-10,0.3322
2019-12-11,0.2634
2019-12-12,-0.4594
2019-12-13,-0.5128
2019-12-16,0.0
2019-12-17,0.6701
