ticker,FF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-15,0.0
2008-07-16,-14.1667
2008-07-17,16.5049
2008-07-18,8.3333
2008-07-22,-6.1538
2008-07-24,-1.6393
2008-07-25,0.0
2008-07-29,8.3333
2008-07-30,7.6923
2008-08-12,0.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,0.0
2008-08-20,0.0
2008-08-21,0.0
2008-08-25,0.0
2008-08-26,0.0
2008-08-27,3.1429
2008-08-28,-1.2465
2008-08-29,0.1403
2008-09-02,-1.9607999999999999
2008-09-03,1.8571
2008-09-04,-0.1403
2008-09-05,-1.5449000000000002
2008-09-08,0.0
2008-09-09,-0.1427
2008-09-10,0.0
2008-09-12,0.0
2008-09-15,-1.4285999999999999
2008-09-16,-1.4493
2008-09-17,-2.9412000000000003
2008-09-18,2.2727
2008-09-22,-2.2222
2008-09-23,-1.8182
2008-09-25,0.3086
2008-09-26,0.0
2008-09-29,0.7692
2008-09-30,-0.7634
2008-10-01,0.0
2008-10-02,0.0
2008-10-03,-0.9231
2008-10-06,-5.4348
2008-10-07,-9.688
2008-10-08,13.6364
2008-10-09,0.0
2008-10-10,0.0
2008-10-13,0.0
2008-10-14,0.0
2008-10-15,-6.4
2008-10-17,5.9829
2008-10-20,12.0968
2008-10-21,-2.4
2008-10-22,0.0
2008-10-23,0.0
2008-10-24,-2.459
2008-10-27,0.8403
2008-10-28,0.0
2008-10-29,0.0
2008-10-30,-2.5
2008-11-04,0.0
2008-11-05,0.0
2008-11-07,-2.5641
2008-11-10,0.8772
2008-11-12,-5.2174
2008-11-13,4.5872
2008-11-14,-0.3509
2008-11-17,1.2324
2008-11-18,0.0
2008-11-19,-1.2174
2008-11-21,0.0
2008-11-24,-0.5282
2008-11-25,0.0
2008-11-26,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-04,0.0
2008-12-05,0.0
2008-12-10,0.0
2008-12-16,0.0
2008-12-17,0.0
2008-12-18,0.0
2008-12-23,-1.7699
2008-12-26,-2.7027
2008-12-29,3.7037
2008-12-30,0.0
2009-01-05,-3.5714
2009-01-06,0.0
2009-01-07,-2.7778
2009-01-08,0.0
2009-01-09,0.0
2009-01-13,0.0
2009-01-14,-0.9524
2009-01-15,0.9615
2009-01-16,0.0
2009-01-20,0.0
2009-01-21,-4.7619
2009-01-22,4.0
2009-01-23,0.0
2009-01-26,-3.8462
2009-01-27,-2.0
2009-01-28,0.0
2009-01-29,-3.0612
2009-01-30,-1.0526
