ticker,SAMAU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-12,0.0
2018-12-13,0.1005
2018-12-14,0.0
2018-12-17,-0.1004
2018-12-19,0.402
2018-12-20,0.0
2018-12-21,-0.4004
2018-12-26,0.0
2018-12-27,0.5025
2018-12-28,-0.5
2019-01-02,0.201
2019-01-04,0.2006
2019-01-07,-0.1001
2019-01-08,0.0
2019-01-09,0.0401
2019-01-10,0.0601
2019-01-14,0.1001
2019-01-15,0.0
2019-01-16,0.0
2019-01-17,-0.1
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-28,0.1001
2019-01-29,0.1
2019-01-30,-0.0999
2019-01-31,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.5
2019-02-07,-0.199
2019-02-08,0.0
2019-02-11,-0.0997
2019-02-12,0.0
2019-02-15,0.1996
2019-02-19,0.0
2019-02-20,0.0
2019-02-22,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0996
2019-02-28,-0.0995
2019-03-01,0.0996
2019-03-04,0.0995
2019-03-05,-0.0994
2019-03-06,0.0
2019-03-07,-0.398
2019-03-12,0.1998
2019-03-13,0.3988
2019-03-15,-0.2979
2019-03-18,-0.0996
2019-03-21,0.1994
2019-03-25,0.0
2019-03-27,-0.199
2019-03-28,-0.1994
2019-03-29,0.5495
2019-04-01,0.2484
2019-04-02,0.0981
2019-04-03,-0.0228
2019-04-04,-0.0852
2019-04-05,0.3073
2019-04-09,0.3953
2019-04-10,-0.4921
2019-04-18,0.7319
2019-04-22,-0.0844
2019-04-23,0.1435
2019-04-26,-0.2748
2019-04-29,-0.0197
2019-04-30,0.0994
2019-05-01,-0.001
2019-05-02,0.295
2019-05-03,-0.1961
2019-05-06,0.0
2019-05-10,0.0
2019-05-15,0.0
2019-06-03,0.0
2019-06-07,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-21,0.0
2019-06-24,-0.2947
2019-06-27,0.0
2019-07-02,0.2956
2019-07-03,0.1965
2019-07-05,0.0
2019-07-12,0.1961
2019-07-15,-0.0978
2019-07-16,0.0
2019-07-17,0.0
2019-07-22,-0.0686
2019-07-31,0.0686
2019-08-01,-0.0979
2019-08-06,0.1961
2019-08-07,-0.3914
2019-08-12,0.3929
2019-08-13,0.0
2019-08-15,0.0
2019-08-16,0.2935
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,-0.0683
2019-08-27,-0.0293
2019-08-30,0.0
2019-09-03,0.6348
2019-09-04,-0.0485
2019-09-17,0.1942
2019-09-18,0.0
2019-09-30,0.2907
2019-10-01,0.1449
2019-10-02,0.0482
2019-10-08,-0.1929
2019-10-11,0.4831
2019-10-14,0.0
2019-10-15,-0.0962
2019-10-18,0.77
2019-10-21,-0.191
2019-10-22,0.0957
2019-10-23,-0.1912
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,-0.8142
2019-11-04,0.8209
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-21,0.0958
2019-11-26,0.0957
2019-11-29,0.239
2019-12-03,0.1431
2019-12-06,0.1905
2019-12-11,-0.1901
2019-12-13,0.0952
2019-12-27,-0.0856
2020-01-02,0.2857
2020-01-03,4.4535
2020-01-06,-1.9091
2020-01-09,-2.9657
2020-01-10,0.8596
2020-01-13,-0.6629
2020-01-22,0.1907
2020-01-23,0.5709
2020-02-03,-0.1892
2020-02-04,-0.0948
2020-02-27,-0.4744
2020-02-28,2.3832
2020-03-02,0.0931
2020-03-03,0.0
2020-03-06,0.0
2020-03-09,1.0233
2020-03-10,-0.3683
2020-03-13,0.2773
2020-03-19,-4.977
2020-03-23,0.0
2020-03-24,1.0078
2020-03-27,-0.9977
2020-04-27,2.4248
2020-05-26,-3.4091
2020-06-01,13.7255
2020-06-02,0.431
2020-06-03,-1.7167
2020-06-04,-0.4367
2020-06-05,1.657
2020-06-08,3.2022
2020-06-15,-0.5017
2020-06-18,4.3697
2020-07-09,-8.3736
2020-07-21,-5.536
2020-07-27,0.0
