ticker,PTGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-08-11,-2.5
2016-08-12,-1.1111
2016-08-15,-0.605
2016-08-16,-0.3478
2016-08-17,2.4433
2016-08-18,-0.7666
2016-08-19,1.2876
2016-08-22,-1.6949
2016-08-23,-1.0345
2016-08-24,-4.7038
2016-08-25,-2.1024
2016-08-26,-2.521
2016-08-29,1.7241
2016-08-30,3.0132
2016-08-31,9.7806
2016-09-01,0.6661
2016-09-02,-0.0827
2016-09-06,3.8079
2016-09-07,0.7177
2016-09-08,-0.4751
2016-09-09,-1.3524
2016-09-12,0.0
2016-09-13,3.871
2016-09-14,1.7081
2016-09-15,1.6794
2016-09-16,7.5826
2016-09-19,5.3733
2016-09-20,3.3113
2016-09-21,1.4102999999999999
2016-09-22,1.4539
2016-09-23,5.9190000000000005
2016-09-26,6.7647
2016-09-27,15.6474
2016-09-28,-0.2382
2016-09-29,-0.8596
2016-09-30,1.7823
2016-10-03,0.3786
2016-10-04,2.9231
2016-10-05,-0.5039
2016-10-06,-3.9595000000000002
2016-10-07,1.5819999999999999
2016-10-10,0.6607
2016-10-11,1.1721
2016-10-12,-0.7414
2016-10-13,-0.0934
2016-10-14,0.2804
2016-10-17,4.52
2016-10-18,-0.0892
2016-10-19,0.0
2016-10-20,-1.8742
2016-10-21,0.5002
2016-10-24,0.2715
2016-10-25,0.5415
2016-10-26,-0.9874
2016-10-27,-7.8876
2016-10-28,-3.1988
2016-10-31,-4.423
2016-11-01,-4.9468
2016-11-02,0.7275
2016-11-03,-0.3889
2016-11-04,1.8963
2016-11-07,2.4631
2016-11-08,6.3034
2016-11-09,9.5477
2016-11-10,7.156
2016-11-11,4.024
2016-11-14,-0.5761
2016-11-15,-1.0762
2016-11-16,0.0418
2016-11-17,4.5169
2016-11-18,0.5602
2016-11-21,0.2786
2016-11-22,0.0794
2016-11-23,-0.3965
2016-11-25,1.4729
2016-11-28,-1.8831
2016-11-29,-0.08
2016-11-30,-0.1601
2016-12-01,-2.7655
2016-12-02,2.5144
2016-12-05,5.5086
2016-12-06,-1.3719999999999999
2016-12-07,-1.1592
2016-12-08,-10.4378
2016-12-09,-3.9721
2016-12-12,-8.1818
2016-12-13,-0.5446
2016-12-14,0.9955
2016-12-15,5.0271
2016-12-16,7.4144
2016-12-19,-0.7427
2016-12-20,0.5282
2016-12-21,-4.2032
2016-12-22,-0.3656
2016-12-23,0.6422
2016-12-27,0.1367
2016-12-28,-0.3186
2016-12-29,1.3242
