ticker,FLSS US Equity
2018-01-24,5.2885
2018-01-25,-2.7397
2018-01-29,-1.4085
2018-01-30,4.7619
2018-01-31,5.4545
2018-02-02,-4.3966
2018-02-07,-7.394
2018-02-08,-0.0974
2018-02-09,-2.0468
2018-02-13,-0.4975
2018-02-14,10.0
2018-02-15,-4.4545
2018-02-20,0.0
2018-02-22,-1.0466
2018-02-27,0.9615
2018-02-28,-3.4286
2018-03-01,-1.5779
2018-03-02,-7.3146
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,5.4054
2018-03-12,-3.0769
2018-03-13,3.1746
2018-03-14,-2.5641
2018-03-22,3.6842
2018-03-26,-5.0761
2018-03-27,1.6042999999999998
2018-04-02,0.5263
2018-04-03,-9.9476
2018-04-04,4.6512
2018-04-06,-8.8889
2018-04-09,-2.439
2018-04-11,0.0
2018-04-18,-1.25
2018-04-20,-1.8987
2018-04-27,7.0968
2018-05-07,8.4337
2018-05-10,6.5556
2018-05-11,-5.6309000000000005
2018-05-17,10.4972
2018-05-18,4.1
2018-05-22,-3.6503
2018-05-29,0.0
2018-06-07,0.0
2018-06-27,-10.2692
2018-07-06,0.5556
2018-07-16,-0.5525
2018-07-17,-2.7778
2018-07-19,-2.8571
2018-07-20,0.0
2018-07-23,1.7647
2018-07-24,-1.7341
2018-07-27,0.0
2018-08-01,-5.7647
2018-08-07,-11.236
2018-08-08,0.8439
2018-08-09,-0.8368
2018-08-15,-18.2841
2018-08-16,0.0
2018-08-17,0.6885
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,-0.6838
2018-08-24,-0.6885
2018-08-28,-0.3466
2018-10-01,-4.3478
2018-10-03,0.0
2018-10-04,-8.1818
2018-10-08,8.9109
2018-10-10,0.0
2018-10-15,-7.0909
2018-10-16,-0.1957
2018-10-17,-0.9804
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,-11.8812
2018-11-02,7.8652
2018-11-14,-8.125
2018-11-15,8.6168
2018-11-16,-1.8789
2018-11-19,0.0
2018-11-21,-4.2553
2018-11-26,0.0
2018-11-28,0.0
2018-11-30,-5.5556
2018-12-04,-3.5294
2018-12-06,-7.3171
2018-12-10,-1.3158
2018-12-14,-4.0
2018-12-17,-6.6667
2018-12-18,-1.7856999999999998
2018-12-19,-3.0303
2018-12-26,-7.9063
2018-12-27,1.7984
2018-12-28,0.0
2019-01-09,0.0
2019-01-14,8.3333
2019-01-16,-8.0
2019-01-17,0.3344
2019-01-25,-3.3333
2019-01-28,3.4483
2019-01-29,0.0
2019-01-30,8.3333
2019-02-01,-1.5385
2019-02-04,17.1875
2019-02-05,-0.6667
2019-02-06,-6.0403
2019-02-08,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,42.8571
2019-02-15,0.0
2019-02-19,-27.0
2019-02-20,9.589
2019-02-22,-6.25
2019-02-26,-13.3333
2019-02-28,1.5385
2019-03-04,0.0
2019-03-05,-1.5152
2019-03-07,0.0
2019-03-25,7.6923
2019-03-26,0.0
2019-03-28,-7.1429
2019-04-04,-16.9231
2019-04-09,11.4815
2019-04-10,0.0
2019-04-12,0.0
2019-04-15,-0.3322
2019-04-18,0.0
2019-04-24,0.0
2019-04-29,0.0
2019-05-02,0.0
2019-05-03,-8.0
2019-05-13,6.8841
2019-05-14,0.0
2019-05-20,1.6949
2019-05-21,0.0
2019-05-22,-3.7667
2019-05-23,-2.6671
2019-05-24,-0.3559
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,-1.7856999999999998
2019-06-07,-17.4545
2019-06-12,1.7621
2019-06-18,-2.1645
2019-06-28,-0.4425
2019-07-01,0.0
2019-07-02,-6.6667
2019-07-03,0.0
2019-07-09,0.0
2019-07-11,-4.7619
2019-07-12,0.5
2019-07-16,-0.4975
2019-07-17,0.0
2019-07-22,-10.0
2019-07-23,0.0
2019-07-24,2.7778
2019-07-26,5.4054
2019-08-09,-7.6923
2019-08-13,-16.6667
2019-08-16,-3.3333
2019-08-20,-6.8966
2019-08-23,-17.037
2019-09-10,-1.7856999999999998
2019-09-11,-8.1818
2019-09-12,0.0099
2019-09-23,-0.0099
2019-09-25,-20.7921
2019-09-27,-25.0
2019-09-30,0.0
2019-10-04,-31.6667
2019-10-08,-2.439
2019-10-09,0.0
2019-10-10,-7.5
2019-10-16,-5.4054
2019-10-28,-14.2857
2019-11-04,-3.3333
2019-11-08,0.0
2019-11-11,-48.2759
2019-11-15,0.0
2019-11-18,0.0
2019-11-20,-26.6
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,-27.3388
2019-11-27,25.0
2019-12-03,-40.0
2019-12-04,0.0
2019-12-05,-33.3333
2019-12-06,13.0
2019-12-11,119.0265
2019-12-12,21.2121
2019-12-13,50.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,58.3333
2019-12-19,-5.2632
2019-12-20,-14.8148
2019-12-23,17.3913
2019-12-24,16.2963
2019-12-26,-10.828
2019-12-27,-10.7143
2019-12-30,16.4
2019-12-31,-14.0893
2020-01-02,0.0
2020-01-03,16.0
2020-01-06,-27.5862
2020-01-07,16.6667
2020-01-08,0.7347
2020-01-10,-14.1005
2020-01-13,4.2453
2020-01-14,-4.0724
2020-01-15,3.7736
2020-01-16,-8.6364
2020-01-17,-20.398
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,-18.75
2020-01-24,11.6923
2020-01-27,-11.3636
2020-01-28,24.3201
2020-01-29,11.125
2020-01-30,-4.3870000000000005
2020-01-31,-8.8235
2020-02-03,-10.3226
2020-02-04,0.7194
2020-02-05,15.1786
2020-02-13,-16.2171
2020-02-14,18.4308
2020-02-18,-10.9375
2020-02-19,-8.7719
2020-02-20,23.0769
2020-02-24,56.25
2020-02-25,-39.84
2020-02-26,-13.4309
2020-02-28,0.0
2020-03-11,0.0
2020-03-20,7.5653
2020-03-24,-21.4566
2020-03-27,-18.1818
2020-03-30,0.0
2020-04-01,-22.2222
2020-04-08,42.8571
2020-04-09,0.0
2020-04-13,3.0
2020-04-14,-20.3883
2020-04-15,52.439
2020-04-16,0.0
2020-04-17,-4.0
2020-04-20,-16.6667
2020-04-21,-15.0
2020-04-22,76.4706
2020-04-23,-37.3333
2020-04-24,-20.2128
2020-04-28,20.0
2020-05-05,0.0
2020-05-06,-11.0
2020-05-07,0.0
2020-05-08,8.6142
2020-05-11,-8.046
2020-05-12,12.5
2020-05-13,17.4944
2020-05-14,-5.4329
2020-05-15,-20.0
2020-05-19,50.0
2020-05-20,-0.8333
2020-05-21,-41.0924
2020-05-22,21.3267
2020-05-26,0.0
2020-05-27,-17.5779
2020-05-28,0.5706
2020-06-01,41.844
2020-06-02,0.0
2020-06-04,-10.0
2020-06-05,1.3889
2020-06-08,34.2466
2020-06-09,22.449
2020-06-10,20.0
2020-06-11,-16.75
2020-06-12,-9.9433
2020-06-15,-11.0782
2020-06-16,0.0
2020-06-17,-12.4583
2020-06-18,4.712
2020-06-19,-0.1818
2020-06-22,-27.1403
2020-06-23,37.375
2020-06-24,-11.3285
2020-06-25,-13.8533
2020-06-26,7.7606
2020-06-29,-11.568
2020-06-30,0.0
2020-07-01,37.5
2020-07-02,9.0909
2020-07-06,0.0
2020-07-07,-0.0833
2020-07-08,-33.2777
2020-07-09,0.0
2020-07-10,143.75
2020-07-13,-0.0513
2020-07-14,-43.0477
2020-07-15,30.6306
2020-07-16,34.4828
2020-07-17,-23.0769
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,13.3333
2020-07-24,-40.3529
2020-07-27,5.5227
2020-07-28,-6.5421
2020-07-29,-0.1
2020-07-31,7.1071
