ticker,FLSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-31,-35.4839
2017-06-01,0.0
2017-06-07,0.0
2017-06-08,0.0
2017-06-19,0.0
2017-06-21,-23.8
2017-06-22,18.1102
2017-06-26,-14.1667
2017-06-27,-2.9126
2017-06-28,-16.6667
2017-06-29,36.0
2017-07-03,-29.4118
2017-07-06,6.25
2017-07-11,17.647100000000002
2017-07-12,-0.3333
2017-07-18,0.3344
2017-07-21,-6.3333
2017-07-24,-14.5196
2017-07-26,-12.4896
2017-07-27,-3.8059
2017-07-28,5.638
2017-07-31,0.1873
2017-08-03,-1.7757
2017-08-07,0.3806
2017-08-08,-0.4739
2017-08-09,1.5238
2017-08-10,-1.5009000000000001
2017-08-11,-4.7619
2017-08-14,10.0
2017-08-15,4.5455
2017-08-16,-4.3478
2017-08-18,0.9091
2017-08-23,0.0
2017-08-25,0.0
2017-08-28,-0.9009
2017-08-29,4.5455
2017-09-05,3.2174
2017-09-06,3.7068
2017-09-07,-0.5686
2017-09-08,-10.1307
2017-09-14,0.0
2017-09-20,6.8182
2017-09-21,19.1489
2017-09-22,3.5714
2017-09-26,3.4483
2017-09-28,13.0
2017-09-29,0.295
2017-10-03,2.9412000000000003
2017-10-06,-34.2857
2017-10-09,4.3478
2017-10-10,-7.9167
2017-10-12,15.3846
2017-10-13,1.9607999999999999
2017-10-16,7.0
2017-10-18,-4.7448
2017-10-19,-4.9056999999999995
2017-10-20,3.5714
2017-10-23,6.4368
2017-10-24,-2.8078
2017-10-25,-7.4074
2017-10-26,4.0
2017-10-27,0.0
2017-10-30,-5.0
2017-10-31,6.0729
2017-11-03,0.3817
2017-11-07,-8.7452
2017-11-08,0.0
2017-11-10,-3.1667
2017-11-13,4.5611
2017-11-14,0.0
2017-11-15,-5.3498
2017-11-17,-4.3478
2017-11-27,9.0909
2017-11-28,0.4167
2017-11-29,-0.4149
2017-11-30,-4.1667
2017-12-01,0.0
2017-12-05,0.0
2017-12-12,-8.6957
2017-12-13,7.1429
2017-12-14,-11.1111
2017-12-15,5.0
2017-12-18,-4.7619
2017-12-19,-5.0
2017-12-20,0.0
2017-12-21,5.2632
2017-12-26,-4.9
2017-12-27,3.9958
2017-12-28,-0.4044
2017-12-29,0.5076
2018-01-02,-1.5152
2018-01-05,0.5128
2018-01-10,0.5102
2018-01-11,-2.5381
2018-01-12,0.0
2018-01-17,-0.5208
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,6.2827
2018-01-23,2.4631
