ticker,CENT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4096
2000-01-04,-3.7037
2000-01-05,-0.641
2000-01-06,0.6452
2000-01-07,0.0
2000-01-10,-2.5641
2000-01-11,1.3158
2000-01-12,2.5974
2000-01-13,0.0
2000-01-14,-3.7975
2000-01-18,1.9737
2000-01-19,4.5161
2000-01-20,11.1111
2000-01-21,3.8889
2000-01-24,-8.5561
2000-01-25,0.5848
2000-01-26,0.0
2000-01-27,-2.6163
2000-01-28,0.2985
2000-01-31,-1.4881
2000-02-01,-2.1148
2000-02-02,4.321
2000-02-03,0.0
2000-02-04,-0.5917
2000-02-07,-2.3810000000000002
2000-02-08,-3.0488
2000-02-09,0.0
2000-02-10,0.6289
2000-02-11,0.0
2000-02-14,-2.3438
2000-02-15,-2.08
2000-02-16,-2.6144
2000-02-17,0.6711
2000-02-18,0.0
2000-02-22,1.3333
2000-02-23,-1.3158
2000-02-24,0.0
2000-02-25,3.3333
2000-02-28,3.871
2000-02-29,-4.3478
2000-03-01,0.0
2000-03-02,-2.2727
2000-03-03,4.9834
2000-03-06,0.0
2000-03-07,-7.5949
2000-03-08,-1.3699
2000-03-09,-0.6944
2000-03-10,-4.8951
2000-03-13,-2.9412000000000003
2000-03-14,9.0909
2000-03-15,0.6944
2000-03-16,1.7241
2000-03-17,-2.3729
2000-03-20,16.6667
2000-03-21,-2.9762
2000-03-22,-1.8405
2000-03-23,-2.5
2000-03-24,-1.9231
2000-03-27,-7.1895
2000-03-28,-3.5211
2000-03-29,3.6496
2000-03-30,7.7465
2000-03-31,3.268
2000-04-03,-5.6962
2000-04-04,-5.3690999999999995
2000-04-05,4.9645
2000-04-06,-0.6757
2000-04-07,-1.7006999999999999
2000-04-10,-0.346
2000-04-11,4.8611
2000-04-12,-1.3245
2000-04-13,-0.3356
2000-04-14,-6.0606
2000-04-17,0.3584
2000-04-18,5.7143
2000-04-19,2.7027
2000-04-20,-1.3158
2000-04-24,-2.0
2000-04-25,-0.6803
2000-04-26,2.0548
2000-04-27,18.1208
2000-04-28,-4.5455
2000-05-01,-0.5952
2000-05-02,-1.1976
2000-05-03,-1.8182
2000-05-04,13.5802
2000-05-05,0.0
2000-05-08,4.8913
2000-05-09,0.5181
2000-05-10,-4.1237
2000-05-11,2.1505
2000-05-12,-0.5263
2000-05-15,-4.2328
2000-05-16,-2.7624
2000-05-17,1.7045
2000-05-18,-2.7933
2000-05-19,0.0
2000-05-22,1.1494
2000-05-23,-1.7045
