ticker,REDU US Equity
2018-03-15,-4.3326
2018-03-16,-12.2399
2018-03-19,14.9233
2018-03-20,3.034
2018-03-21,0.2945
2018-03-22,-9.1603
2018-03-23,2.3271
2018-03-26,-5.6222
2018-03-27,0.8032
2018-03-28,0.2656
2018-03-29,1.3907
2018-04-02,-1.8942
2018-04-03,-0.9321
2018-04-04,1.2097
2018-04-05,1.4607999999999999
2018-04-06,-2.1597
2018-04-09,2.7425
2018-04-10,-2.474
2018-04-11,2.737
2018-04-12,-0.1949
2018-04-13,-2.0833
2018-04-16,-0.7314
2018-04-17,0.2679
2018-04-18,0.8016
2018-04-19,4.8376
2018-04-20,1.7699
2018-04-23,-0.4348
2018-04-24,1.31
2018-04-25,1.2931
2018-04-26,-4.4376999999999995
2018-04-27,1.4631
2018-04-30,2.3824
2018-05-01,-4.4703
2018-05-02,0.641
2018-05-03,-0.4459
2018-05-04,-0.3199
2018-05-07,0.706
2018-05-08,-0.956
2018-05-09,3.0888
2018-05-10,0.9363
2018-05-11,6.0606
2018-05-14,0.3499
2018-05-15,3.1377
2018-05-16,-4.1127
2018-05-17,-3.9953
2018-05-18,-2.8764
2018-05-21,2.3314
2018-05-22,-0.8005
2018-05-23,0.4345
2018-05-24,-0.9271
2018-05-25,-0.0624
2018-05-29,-0.5618
2018-05-30,-1.1927
2018-05-31,-0.3177
2018-06-01,4.3977
2018-06-04,-2.2589
2018-06-05,-3.4978
2018-06-06,-2.7832
2018-06-07,-2.7963
2018-06-08,0.6849
2018-06-11,-1.3605
2018-06-12,0.0
2018-06-13,-3.4483
2018-06-14,-0.6429
2018-06-15,0.0
2018-06-18,8.9145
2018-06-19,-3.4983
2018-06-20,0.4788
2018-06-21,-1.9741
2018-06-22,1.1111
2018-06-25,-1.6484
2018-06-26,2.7933
2018-06-27,-3.5326
2018-06-28,-0.8451
2018-06-29,0.2841
2018-07-02,0.779
2018-07-03,1.9677
2018-07-05,-2.8946
2018-07-06,4.6842
2018-07-09,-1.2203
2018-07-10,-5.2162
2018-07-11,-2.824
2018-07-12,2.3845
2018-07-13,1.3828
2018-07-16,-4.7379999999999995
2018-07-17,-0.9797
2018-07-18,-1.0654
2018-07-19,-1.6923
2018-07-20,-0.8607
2018-07-23,2.4467
2018-07-24,1.6179000000000001
2018-07-25,1.3647
2018-07-26,-1.7203
2018-07-27,0.6849
2018-07-30,-3.2502
2018-07-31,3.75
2018-08-01,-2.0331
2018-08-02,-1.9216
2018-08-03,2.8213
2018-08-06,-1.6768
2018-08-07,-0.9302
2018-08-08,-0.1565
2018-08-09,0.627
2018-08-10,0.3894
2018-08-13,-2.2498
2018-08-14,-9.3651
2018-08-15,-2.8021000000000003
2018-08-16,0.2703
2018-08-17,-0.8985
2018-08-20,-3.3545
2018-08-21,-3.4709
2018-08-22,0.1944
2018-08-23,1.4549
2018-08-24,-1.6252
2018-08-27,3.4985
2018-08-28,-1.5962
2018-08-29,-0.3817
2018-08-30,-5.8429
2018-08-31,7.3245000000000005
2018-09-04,-2.8436
2018-09-05,-3.3171
2018-09-06,0.9082
2018-09-07,1.4
2018-09-10,-2.4655
2018-09-11,0.6067
2018-09-12,2.7136
2018-09-13,3.9139
2018-09-14,0.0942
2018-09-17,1.8815
2018-09-18,2.4007
2018-09-19,3.7872
2018-09-20,7.9062
2018-09-21,-1.4493
2018-09-24,-1.3889
2018-09-25,-3.6454
2018-09-26,-1.0318
2018-09-27,2.0851
2018-09-28,0.6809
2018-10-01,3.6348000000000003
2018-10-02,-2.5285
2018-10-03,-0.0837
2018-10-04,-2.2613
2018-10-05,-1.114
2018-10-08,0.9532
2018-10-09,-1.6309
2018-10-10,-4.712
2018-10-11,-0.3663
2018-10-12,5.4228
2018-10-15,-3.1386
2018-10-16,-0.18
2018-10-17,-1.8936
2018-10-18,-1.2868
2018-10-19,-0.7449
2018-10-22,0.2814
2018-10-23,-0.9355
2018-10-24,-1.7941
2018-10-25,3.75
2018-10-26,-3.2437
2018-10-29,-1.341
2018-10-30,16.5049
2018-10-31,-5.25
2018-11-01,1.1434
2018-11-02,0.5217
2018-11-05,3.8062
2018-11-06,-3.1667
2018-11-07,-3.5284
2018-11-08,-0.5352
2018-11-09,-1.2556
2018-11-12,0.0
2018-11-13,-3.9055
2018-11-14,2.3629
2018-11-15,-5.8172
2018-11-16,-11.6667
2018-11-19,-6.7703
2018-11-20,-4.1667
2018-11-21,1.3665
2018-11-23,7.2304
2018-11-26,-2.1714
2018-11-27,-5.257
2018-11-28,2.4661
2018-11-29,2.2864
2018-11-30,3.1765
2018-12-03,-0.2281
2018-12-04,-2.5143
2018-12-06,0.8206
2018-12-07,-4.0698
2018-12-10,-2.6667
2018-12-11,2.3661
2018-12-12,1.8248
2018-12-13,-1.4337
2018-12-14,-0.9697
2018-12-17,3.06
2018-12-18,-3.9192
2018-12-19,-3.0902
2018-12-20,-8.0357
2018-12-21,-3.6061
2018-12-24,13.6691
2018-12-26,-5.8228
2018-12-27,4.9731
2018-12-28,1.2804
2018-12-31,0.6321
2019-01-02,0.7538
2019-01-03,-0.7481
2019-01-04,0.8794
2019-01-07,2.8643
2019-01-08,-2.7845
2019-01-09,2.8643
2019-01-10,-0.4843
2019-01-11,-0.2433
2019-01-14,2.3171
2019-01-15,-0.4768
2019-01-16,3.8323
2019-01-17,-1.7301
2019-01-18,3.5211
2019-01-22,2.0408
2019-01-23,-4.4444
2019-01-24,3.3721
2019-01-25,-0.5624
2019-01-28,0.905
2019-01-29,0.3363
2019-01-30,-0.1117
2019-01-31,6.0403
2019-02-01,-10.443
2019-02-04,5.7715
2019-02-05,0.2227
2019-02-06,2.4444
2019-02-07,-0.2169
2019-02-08,0.0
2019-02-11,0.3261
2019-02-12,1.7335
2019-02-13,-0.3195
2019-02-14,1.2821
2019-02-15,-0.8439
2019-02-19,6.383
2019-02-20,-3.8
2019-02-21,1.5593
2019-02-22,0.6141
2019-02-25,2.0346
2019-02-26,0.6979
2019-02-27,2.5743
2019-02-28,5.7915
2019-03-01,-3.0109
2019-03-04,2.1637
2019-03-05,-0.8287
2019-03-06,0.0
2019-03-07,-0.3714
2019-03-08,0.0
2019-03-11,-0.3728
2019-03-12,-0.7484
2019-03-13,-0.0943
2019-03-14,0.4717
2019-03-15,-5.3521
2019-03-18,-0.7937
2019-03-19,-2.6
2019-03-20,2.1561
2019-03-21,-0.7035
2019-03-22,-1.0121
2019-03-25,0.7157
2019-03-26,0.3046
2019-03-27,-1.9231
2019-03-28,1.032
2019-03-29,-0.6129
2019-04-01,1.4388
2019-04-02,0.4053
2019-04-03,3.7336
2019-04-04,0.6809
2019-04-05,-0.3865
2019-04-08,1.4549
2019-04-09,2.7725
2019-04-10,-0.4651
2019-04-11,-4.2991
2019-04-12,2.3438
2019-04-15,-3.5305
2019-04-16,0.2967
2019-04-17,2.9586
2019-04-18,-1.5326
2019-04-22,-0.6809
2019-04-23,-1.1753
2019-04-24,-1.8831
2019-04-25,-1.2121
2019-04-26,2.1471999999999998
2019-04-29,-0.9009
2019-04-30,4.9495000000000005
2019-05-01,-0.4812
2019-05-02,-5.1257
2019-05-03,1.7328999999999999
2019-05-06,0.501
2019-05-07,-2.1934
2019-05-08,-0.3058
2019-05-09,4.8057
2019-05-10,-4.5854
2019-05-13,-5.9305
2019-05-14,5.4348
2019-05-15,0.7216
2019-05-16,-3.0705999999999998
2019-05-17,-2.0063
2019-05-20,0.8621
2019-05-21,-1.1752
2019-05-22,0.1081
2019-05-23,-3.0238
2019-05-24,4.0089
2019-05-28,2.3555
2019-05-29,-5.7531
2019-05-30,-0.222
2019-05-31,2.0022
2019-06-03,-11.9956
2019-06-04,11.5242
2019-06-05,7.4444
2019-06-06,-4.9638
2019-06-07,3.3731999999999998
2019-06-10,-0.7368
2019-06-11,-1.9088
2019-06-12,-0.6486
2019-06-13,3.6997
2019-06-14,0.1049
2019-06-17,-0.6289
2019-06-18,0.5274
2019-06-19,-5.6663
2019-06-20,0.4449
2019-06-21,0.7752
2019-06-24,0.3297
2019-06-25,1.7525
2019-06-26,-3.1216
2019-06-27,4.5556
2019-06-28,1.2752
2019-07-01,-1.7838
2019-07-02,1.6026
2019-07-03,-0.8938
2019-07-05,2.4934
2019-07-08,-1.4493
2019-07-09,-0.2101
2019-07-10,-3.3684
2019-07-11,-1.8519
2019-07-12,-0.333
2019-07-15,-0.8909
2019-07-16,-0.4494
2019-07-17,-0.1129
2019-07-18,3.1638
2019-07-19,-1.3143
2019-07-22,-3.6626
2019-07-23,0.2304
2019-07-24,0.2299
2019-07-25,1.6055000000000001
2019-07-26,-1.8058999999999998
2019-07-29,-1.2644
2019-07-30,0.3492
2019-07-31,-1.3921000000000001
2019-08-01,0.0
2019-08-02,-1.8824
2019-08-05,-1.7986
2019-08-06,0.7326
2019-08-07,5.3333
2019-08-08,-2.5316
2019-08-09,-2.9516
2019-08-12,-1.7032
2019-08-13,0.8663
2019-08-14,-0.2454
2019-08-15,-1.476
2019-08-16,6.1174
2019-08-19,-5.5294
2019-08-20,1.7435
2019-08-21,1.3464
2019-08-22,-0.8454
2019-08-23,-2.5579
2019-08-26,-1.5
2019-08-27,-0.2538
2019-08-28,-2.2901
2019-08-29,10.5469
2019-08-30,-2.4735
2019-09-03,-4.5894
2019-09-04,-2.6582
2019-09-05,0.6502
2019-09-06,0.0
2019-09-09,-0.7752
2019-09-10,0.3255
2019-09-11,0.8436
2019-09-12,0.1287
2019-09-13,9.126
2019-09-16,0.3534
2019-09-17,-5.9859
2019-09-18,1.623
2019-09-19,-1.3514
2019-09-20,9.589
2019-09-23,-6.4773
2019-09-24,-0.243
2019-09-25,5.4811
2019-09-26,-2.3095
2019-09-27,5.6738
2019-09-30,-6.3758
2019-10-01,5.1374
2019-10-02,-5.4545
2019-10-03,0.1202
2019-10-04,4.0816
2019-10-07,-5.9977
2019-10-08,-18.773
2019-10-09,17.5227
2019-10-10,-6.5553
2019-10-11,5.7772
2019-10-14,-4.9415
2019-10-15,-1.3679999999999999
2019-10-16,-0.8322
2019-10-17,2.5874
2019-10-18,-1.1588
2019-10-21,3.3103
2019-10-22,-6.5421
2019-10-23,1.0
2019-10-24,10.0424
2019-10-25,-3.599
2019-10-28,1.3333
2019-10-29,0.0
2019-10-30,4.0132
2019-10-31,-5.6293
2019-11-01,0.5362
2019-11-04,3.3333
2019-11-05,-0.7742
2019-11-06,0.4551
2019-11-07,-1.877
2019-11-08,3.5620000000000003
2019-11-11,1.9108
2019-11-12,-1.25
2019-11-13,-3.7342
2019-11-14,-1.0217
2019-11-15,-6.7395
2019-11-18,0.2137
2019-11-19,1.0661
2019-11-20,-0.4219
2019-11-21,-1.1299
2019-11-22,1.2857
2019-11-25,3.8082000000000003
2019-11-26,-0.1359
2019-11-27,-4.6259
2019-11-29,2.5678
2019-12-02,-2.6426
2019-12-03,-0.1429
2019-12-04,0.0
2019-12-05,-1.1445
2019-12-06,-2.6048999999999998
2019-12-09,-0.4458
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,2.6866
2019-12-13,-1.3081
2019-12-16,-2.651
2019-12-17,2.7231
2019-12-18,6.7747
2019-12-19,-6.4828
2019-12-20,2.8024
2019-12-23,3.0129
2019-12-24,-0.2786
2019-12-26,-2.3743
2019-12-27,4.2918
2019-12-30,0.1372
2019-12-31,-4.2466
2020-01-02,-3.8627000000000002
2020-01-03,-0.2976
2020-01-06,0.4478
2020-01-07,2.3031
2020-01-08,3.7037
2020-01-09,-1.9607999999999999
2020-01-10,-2.8571
2020-01-13,1.4706000000000001
2020-01-14,0.8696
2020-01-15,2.7298999999999998
2020-01-16,-1.2587
2020-01-17,0.9915
2020-01-21,-0.9818
2020-01-22,-3.6827
2020-01-23,-1.9118
2020-01-24,1.0495
2020-01-27,-0.816
2020-01-28,-0.2244
2020-01-29,-1.0495
2020-01-30,0.303
2020-01-31,-0.6042
2020-02-03,0.7599
2020-02-04,0.3017
2020-02-05,-3.0075
2020-02-06,0.0
2020-02-07,-0.7752
2020-02-10,-0.7813
2020-02-11,0.7874
2020-02-12,-4.6875
2020-02-13,4.0984
2020-02-14,-2.6772
2020-02-18,1.4563
2020-02-19,-0.319
2020-02-20,-1.44
2020-02-21,-0.1623
2020-02-24,-5.5285
2020-02-25,-1.3683
2020-02-26,1.9108
2020-02-27,-1.8836
2020-02-28,-3.3159
2020-03-02,-0.361
2020-03-03,-1.4493
2020-03-04,-0.7353
2020-03-05,-1.8519
2020-03-06,-11.3208
2020-03-09,-0.2128
2020-03-10,0.2132
2020-03-11,-3.8298
2020-03-12,-9.7345
2020-03-13,-1.7157
2020-03-16,-5.2369
2020-03-17,5.2632
2020-03-18,-22.5
2020-03-19,12.9032
2020-03-20,4.2857
2020-03-23,2.1918
2020-03-24,11.2601
2020-03-25,7.2289
2020-03-26,14.382
2020-03-27,-3.7328
2020-03-30,-23.8776
2020-03-31,9.1153
2020-04-01,-8.3538
2020-04-02,0.5362
2020-04-03,-10.4
2020-04-06,6.8452
2020-04-07,4.1783
2020-04-08,4.0107
2020-04-09,-0.5141
2020-04-13,-2.8424
2020-04-14,0.7979
2020-04-15,0.2639
2020-04-16,5.0
2020-04-17,2.5063
2020-04-20,-7.0905
2020-04-21,-0.9211
2020-04-22,-2.2576
2020-04-23,3.2609
2020-04-24,-1.0526
2020-04-27,6.383
2020-04-28,1.0
2020-04-29,8.4158
2020-04-30,3.653
2020-05-01,-3.304
2020-05-04,-6.8337
2020-05-05,1.2225
2020-05-06,-0.7246
2020-05-07,-0.7299
2020-05-08,-1.9607999999999999
2020-05-11,-2.75
2020-05-12,-4.6272
2020-05-13,-2.6954000000000002
2020-05-14,-6.3712
2020-05-15,-9.4675
2020-05-18,5.2288
2020-05-19,10.2484
2020-05-20,8.7324
2020-05-21,-9.5855
2020-05-22,-0.2865
2020-05-26,-8.6207
2020-05-27,5.3459
2020-05-28,3.5821
2020-05-29,-13.2565
2020-06-01,7.9734
2020-06-02,-4.0
2020-06-03,2.2436
2020-06-04,0.3135
2020-06-05,2.5
2020-06-08,4.4848
2020-06-09,-0.2072
2020-06-10,-2.0468
2020-06-11,7.7612
2020-06-12,3.6010999999999997
2020-06-15,-7.754
2020-06-16,6.9565
2020-06-17,1.355
2020-06-18,-0.5348
2020-06-19,0.5376
2020-06-22,-2.9412000000000003
2020-06-23,-3.0303
2020-06-24,3.125
2020-06-25,-3.0303
2020-06-26,3.4091
2020-06-29,1.3736
2020-06-30,5.1491
2020-07-01,-0.7732
2020-07-02,-2.5974
2020-07-06,0.5333
2020-07-07,-2.122
2020-07-08,-1.355
2020-07-09,-0.2747
2020-07-10,1.1019
2020-07-13,-2.1798
2020-07-14,-3.3426
2020-07-15,2.0173
2020-07-16,0.0
2020-07-17,-4.2373
2020-07-20,0.885
2020-07-21,1.7544
2020-07-22,-2.0115
2020-07-23,-3.2258
2020-07-24,-2.4242
2020-07-27,3.1056
2020-07-28,-1.2048
2020-07-29,0.6098
2020-07-30,-0.7939
2020-07-31,-2.407
