ticker,RIVE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-05,-9.0909
2009-03-10,0.0
2009-03-11,0.0
2009-03-12,10.0
2009-03-13,0.0
2009-03-16,-9.0909
2009-03-19,-16.6667
2009-03-20,3.2
2009-03-30,0.7752
2009-04-01,0.0
2009-04-22,0.0
2009-04-28,-1.9231
2009-06-19,2.3529
2009-07-28,-3.4749
2009-07-29,0.0
2009-08-07,6.0
2009-09-01,-1.8868
2009-11-02,-5.814
2009-11-03,2.8807
2009-11-12,-2.0
2009-11-18,-8.5714
2009-11-19,11.607099999999999
2009-11-20,-4.0
2009-11-27,0.0833
2009-12-14,1.9983
2009-12-23,-15.4988
2009-12-29,0.0
2009-12-31,0.0
2010-01-05,-1.9512
2010-01-07,-0.4975
2010-01-11,-2.5
2010-01-12,-2.5641
2010-01-14,-3.6842
2010-01-26,3.8251
2010-01-27,-6.8421
2010-01-29,7.3446
2010-02-02,-6.8421
2010-02-04,0.0
2010-02-22,-1.1299
2010-02-23,0.0
2010-02-24,5.7143
2010-02-25,0.0
2010-03-04,8.0
2010-03-08,0.1001
2010-03-12,-10.0
2010-03-16,-0.0563
2010-03-17,-3.6077
2010-03-18,-0.5848
2010-03-19,0.5882
2010-03-22,0.0
2010-03-24,-0.5848
2010-04-05,0.5882
2010-04-08,16.9591
2010-04-14,-2.5
2010-04-19,-7.6923
2010-04-20,-2.7778
2010-04-21,0.0
2010-04-22,0.1143
2010-04-23,-2.3973
2010-04-26,5.2632
2010-04-27,0.0
2010-04-28,-0.1111
2010-04-29,0.0
2010-04-30,0.1112
2010-05-03,5.0
2010-05-04,-4.8677
2010-05-05,-2.1135
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,2.2727
2010-05-13,0.0
2010-05-14,0.0
2010-05-20,-4.4444
2010-05-26,4.6512
2010-05-28,0.0
2010-06-01,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-17,1.4085
2010-06-18,-0.1111
2010-06-24,-3.782
2010-06-29,-0.3468
2010-07-01,4.4084
2010-07-06,-4.2222
2010-07-08,4.4084
2010-07-16,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-23,-2.7778
2010-07-26,2.8571
2010-07-27,0.0
2010-08-04,0.0
2010-08-06,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-24,5.0
2010-08-30,0.5291
2010-09-03,1.8947
