ticker,CARS US Equity
2017-10-10,-1.1139000000000001
2017-10-11,0.7994
2017-10-12,-1.1536
2017-10-13,-0.6929
2017-10-16,-0.5141
2017-10-17,-1.8457
2017-10-18,-1.4667
2017-10-19,-1.8702
2017-10-20,0.4667
2017-10-23,-3.0972
2017-10-24,-1.7179
2017-10-25,-0.4065
2017-10-26,0.2041
2017-10-27,-2.0367
2017-10-30,-0.5405
2017-10-31,-0.4181
2017-11-01,-0.1259
2017-11-02,2.438
2017-11-03,-0.6155
2017-11-06,1.9818
2017-11-07,-6.9231
2017-11-08,-4.3062000000000005
2017-11-09,2.1364
2017-11-10,1.4686
2017-11-13,-0.2632
2017-11-14,2.0229
2017-11-15,0.3879
2017-11-16,2.4045
2017-11-17,0.6289
2017-11-20,1.25
2017-11-21,-0.9465
2017-11-22,1.1633
2017-11-24,-0.9856
2017-11-27,0.954
2017-11-28,-1.1093
2017-11-29,3.2821
2017-11-30,-2.4939999999999998
2017-12-01,-1.7739
2017-12-04,3.1499
2017-12-05,1.7101
2017-12-06,4.7238
2017-12-07,2.2936
2017-12-08,0.0
2017-12-11,0.2242
2017-12-12,0.8949
2017-12-13,0.9239
2017-12-14,0.3662
2017-12-15,-0.5472
2017-12-18,2.3111
2017-12-19,4.8046
2017-12-20,1.779
2017-12-21,0.7731
2017-12-22,-1.4009
2017-12-26,-0.0677
2017-12-27,-1.3202
2017-12-28,-1.1320999999999999
2017-12-29,0.0694
2018-01-02,0.5201
2018-01-03,0.7244
2018-01-04,2.6712
2018-01-05,4.0027
2018-01-08,2.5337
2018-01-09,-2.2834
2018-01-10,-0.1601
2018-01-11,0.1603
2018-01-12,-2.1447
2018-01-16,1.2758
2018-01-17,-0.5814
2018-01-18,-0.3249
2018-01-19,-0.7171
2018-01-22,-0.9849
2018-01-23,0.7294
2018-01-24,-2.4358
2018-01-25,0.3374
2018-01-26,-0.0336
2018-01-29,-0.2355
2018-01-30,0.0674
2018-01-31,0.0337
2018-02-01,-1.5493000000000001
2018-02-02,-4.0027
2018-02-05,-4.134
2018-02-06,3.4944
2018-02-07,-0.7902
2018-02-08,-0.5793
2018-02-09,-0.874
2018-02-12,3.6003
2018-02-13,0.9929
2018-02-14,0.0702
2018-02-15,1.5439
2018-02-16,1.1403
2018-02-20,0.41
2018-02-21,0.0681
2018-02-22,-0.748
2018-02-23,0.2741
2018-02-26,-0.6833
2018-02-27,-4.3344
2018-02-28,-1.5102
2018-03-01,-1.8255
2018-03-02,4.0536
2018-03-05,1.1078999999999999
2018-03-06,4.1004
2018-03-07,-1.6978
2018-03-08,1.8653
2018-03-09,0.9834
2018-03-12,0.0672
2018-03-13,0.5369
2018-03-14,-0.8011
2018-03-15,0.0
2018-03-16,0.1009
2018-03-19,0.1008
2018-03-20,-0.2015
2018-03-21,0.0336
2018-03-22,0.3027
2018-03-23,-6.0027
2018-03-26,1.2487
2018-03-27,-1.339
2018-03-28,-1.0
2018-03-29,2.2006
2018-04-02,-2.8592
2018-04-03,1.5625
2018-04-04,0.8587
2018-04-05,1.2416
2018-04-06,0.3153
2018-04-09,0.4191
2018-04-10,1.4957
2018-04-11,-1.1652
2018-04-12,-0.6588
2018-04-13,-2.3735
2018-04-16,1.2156
2018-04-17,1.8014999999999999
2018-04-18,0.3817
2018-04-19,-2.6616
2018-04-20,-2.3438
2018-04-23,1.8545
2018-04-24,0.1428
2018-04-25,-0.0713
2018-04-26,0.7492
2018-04-27,1.0977
2018-04-30,-0.2452
2018-05-01,-0.7374
2018-05-02,-0.4599
2018-05-03,-2.6652
2018-05-04,0.7302
2018-05-07,1.0511
2018-05-08,-0.5022
2018-05-09,-9.4088
2018-05-10,4.2977
2018-05-11,-0.9157
2018-05-14,-0.6161
2018-05-15,-2.9059
2018-05-16,-3.5515
2018-05-17,-0.662
2018-05-18,1.7076
2018-05-21,0.2867
2018-05-22,-0.8167
2018-05-23,1.6056
2018-05-24,0.1216
2018-05-25,-2.5496
2018-05-29,1.495
2018-05-30,8.7971
2018-05-31,-3.4223
2018-06-01,2.4533
2018-06-04,-0.076
2018-06-05,0.7988
2018-06-06,0.7547
2018-06-07,3.1835
2018-06-08,0.1815
2018-06-11,3.0797
2018-06-12,4.0773
2018-06-13,0.5404
2018-06-14,-0.3695
2018-06-15,-0.1349
2018-06-18,0.9791
2018-06-19,0.2675
2018-06-20,-0.1667
2018-06-21,-3.5738
2018-06-22,-0.381
2018-06-25,-1.7732999999999999
2018-06-26,0.708
2018-06-27,0.4218
2018-06-28,-0.77
2018-06-29,0.1411
2018-07-02,3.0292
2018-07-03,0.7521
2018-07-05,0.6108
2018-07-06,0.8432
2018-07-09,1.7391
2018-07-10,-2.6298
2018-07-11,8.0351
2018-07-12,1.4687999999999999
2018-07-13,-0.8007
2018-07-16,-2.5147
2018-07-17,-0.1274
2018-07-18,-2.2959
2018-07-19,0.7833
2018-07-20,-1.2953000000000001
2018-07-23,-3.1168
2018-07-24,-3.2848
2018-07-25,1.4006
2018-07-26,-0.5525
2018-07-27,-1.6319
2018-07-30,0.0
2018-07-31,0.1412
2018-08-01,-0.705
2018-08-02,-1.3135
2018-08-03,1.1871
2018-08-06,1.0665
2018-08-07,-1.4421
2018-08-08,-2.6052999999999997
2018-08-09,2.3085
2018-08-10,0.2865
2018-08-13,-2.7143
2018-08-14,0.5874
2018-08-15,-2.7372
2018-08-16,1.0882
2018-08-17,0.8166
2018-08-20,-0.0736
2018-08-21,-1.2159
2018-08-22,-0.3357
2018-08-23,-0.7859
2018-08-24,0.3018
2018-08-27,1.8052000000000001
2018-08-28,-1.3299
2018-08-29,-0.8985
2018-08-30,0.9445
2018-08-31,0.7111
2018-09-04,0.3716
2018-09-05,-3.4061
2018-09-06,-0.5366
2018-09-07,0.7707
2018-09-10,2.4857
2018-09-11,-1.7164000000000001
2018-09-12,1.063
2018-09-13,-0.1878
2018-09-14,-2.1076
2018-09-17,-0.7689
2018-09-18,0.4649
2018-09-19,-1.8511
2018-09-20,0.943
2018-09-21,2.9973
2018-09-24,1.096
2018-09-25,1.7196
2018-09-26,-0.5145
2018-09-27,1.9209
2018-09-28,0.0725
2018-10-01,-1.9558
2018-10-02,-0.628
2018-10-03,1.7844
2018-10-04,-1.4243999999999999
2018-10-05,1.3709
2018-10-08,-1.5351
2018-10-09,-4.2316
2018-10-10,-2.2093
2018-10-11,-1.308
2018-10-12,2.4096
2018-10-15,0.7843
2018-10-16,1.7121
2018-10-17,-1.3007
2018-10-18,-2.5194
2018-10-19,-2.7038
2018-10-22,2.2477
2018-10-23,4.0767
2018-10-24,0.3072
2018-10-25,0.9954
2018-10-26,-3.3359
2018-10-29,-1.9216
2018-10-30,1.8393000000000002
2018-10-31,2.5128
2018-11-01,1.6852
2018-11-02,-0.7156
2018-11-05,-0.6449
2018-11-06,0.42
2018-11-07,-1.635
2018-11-08,-0.6571
2018-11-09,-0.1167
2018-11-12,-0.1558
2018-11-13,0.078
2018-11-14,-0.1949
2018-11-15,-0.5469
2018-11-16,2.6709
2018-11-19,-3.9786
2018-11-20,0.4382
2018-11-21,0.476
2018-11-23,-0.079
2018-11-26,1.3433
2018-11-27,-2.5341
2018-11-28,2.76
2018-11-29,2.2577
2018-11-30,-1.5226
2018-12-03,-2.126
2018-12-04,-2.8830999999999998
2018-12-06,1.9927000000000001
2018-12-07,-3.2297
2018-12-10,-1.4009
2018-12-11,-0.3343
2018-12-12,6.1216
2018-12-13,-6.5587
2018-12-14,-0.0846
2018-12-17,-2.0313
2018-12-18,0.1296
2018-12-19,-3.2355
2018-12-20,-3.7004
2018-12-21,-3.2407
2018-12-24,-3.6364
2018-12-26,8.4906
2018-12-27,0.1831
2018-12-28,-2.5582000000000003
2018-12-31,0.797
2019-01-02,2.5116
2019-01-03,-2.8131
2019-01-04,3.8749000000000002
2019-01-07,0.3596
2019-01-08,2.1944
2019-01-09,1.9281000000000001
2019-01-10,-1.0318
2019-01-11,0.2172
2019-01-14,-2.254
2019-01-15,3.7694
2019-01-16,-1.0256
2019-01-17,6.6926
2019-01-18,1.0927
2019-01-22,0.8006
2019-01-23,0.1986
2019-01-24,0.436
2019-01-25,2.1705
2019-01-28,1.1201
2019-01-29,-0.6112
2019-01-30,3.7279
2019-01-31,1.1856
2019-02-01,0.2197
2019-02-04,-0.0731
2019-02-05,-1.9378
2019-02-06,-0.8949
2019-02-07,-0.9029
2019-02-08,-1.2908
2019-02-11,-0.5385
2019-02-12,2.2815
2019-02-13,-2.6465
2019-02-14,0.0388
2019-02-15,-1.6303999999999998
2019-02-19,-1.3812
2019-02-20,0.3601
2019-02-21,-0.9171
2019-02-22,1.2475
2019-02-25,-0.5962
2019-02-26,-0.7197
2019-02-27,-0.5236
2019-02-28,-4.6964
2019-03-01,2.0391
2019-03-04,-0.2498
2019-03-05,-3.6311
2019-03-06,0.5197
2019-03-07,-3.2314
2019-03-08,1.2912
2019-03-11,0.7473
2019-03-12,1.0035
2019-03-13,-3.4989
2019-03-14,2.3724
2019-03-15,-0.6559
2019-03-18,0.6602
2019-03-19,0.5247
2019-03-20,1.0439
2019-03-21,0.3013
2019-03-22,-6.4378
2019-03-25,1.055
2019-03-26,2.2696
2019-03-27,1.0652
2019-03-28,-0.1318
2019-03-29,0.2639
2019-04-01,1.1404
2019-04-02,0.4337
2019-04-03,-0.7772
2019-04-04,-0.4787
2019-04-05,0.5684
2019-04-08,-1.0
2019-04-09,0.0878
2019-04-10,0.9215
2019-04-11,-5.5652
2019-04-12,-0.8748
2019-04-15,0.6503
2019-04-16,-6.4605
2019-04-17,6.4134
2019-04-18,-4.0334
2019-04-22,0.0
2019-04-23,-1.3043
2019-04-24,1.8111000000000002
2019-04-25,-0.1923
2019-04-26,0.6744
2019-04-29,0.0478
2019-04-30,-0.4782
2019-05-01,-2.0663
2019-05-02,0.0981
2019-05-03,4.902
2019-05-06,-0.7944
2019-05-07,0.1884
2019-05-08,-0.4231
2019-05-09,-1.6997
2019-05-10,6.0519
2019-05-13,-0.8152
2019-05-14,3.379
2019-05-15,0.4859
2019-05-16,1.0989
2019-05-17,-1.1304
2019-05-20,-3.2542
2019-05-21,-0.5
2019-05-22,-0.7309
2019-05-23,-1.6107
2019-05-24,1.4967
2019-05-28,-1.1521
2019-05-29,-1.5851
2019-05-30,-0.2369
2019-05-31,0.5223
2019-06-03,-3.4955
2019-06-04,3.2305
2019-06-05,-2.7500999999999998
2019-06-06,-2.2916
2019-06-07,2.7944
2019-06-10,0.1456
2019-06-11,3.0053
2019-06-12,-1.9294
2019-06-13,2.975
2019-06-14,-1.3979
2019-06-17,1.2287
2019-06-18,1.2138
2019-06-19,0.2306
2019-06-20,-0.2301
2019-06-21,-1.107
2019-06-24,-2.2854
2019-06-25,-7.3031
2019-06-26,1.2873
2019-06-27,0.8134
2019-06-28,-0.5547
2019-07-01,0.7099
2019-07-02,6.143
2019-07-03,0.3795
2019-07-05,0.6616
2019-07-08,-1.3615
2019-07-09,0.238
2019-07-10,0.6173
2019-07-11,-0.2832
2019-07-12,2.6029
2019-07-15,-0.8764
2019-07-16,-3.2108
2019-07-17,-2.0192
2019-07-18,-1.1286
2019-07-19,-0.6948
2019-07-22,2.7986
2019-07-23,0.0972
2019-07-24,-0.34
2019-07-25,-2.0955
2019-07-26,-0.3982
2019-07-29,-3.4483
2019-07-30,0.0518
2019-07-31,-1.7072
2019-08-01,-0.6842
2019-08-02,-4.3985
2019-08-05,-34.4789
2019-08-06,-12.0135
2019-08-07,-5.0
2019-08-08,-6.8826
2019-08-09,-1.8477999999999999
2019-08-12,2.3256
2019-08-13,2.9221
2019-08-14,-4.9422
2019-08-15,-0.1106
2019-08-16,-0.3322
2019-08-19,-1.6667
2019-08-20,0.565
2019-08-21,1.6854
2019-08-22,-1.8784999999999998
2019-08-23,-6.7568
2019-08-26,4.3478
2019-08-27,3.125
2019-08-28,0.1122
2019-08-29,2.13
2019-08-30,-2.1954
2019-09-03,-0.6734
2019-09-04,1.3559
2019-09-05,6.0201
2019-09-06,0.1052
2019-09-09,-6.0924
2019-09-10,3.8031
2019-09-11,4.7414
2019-09-12,2.8807
2019-09-13,9.4
2019-09-16,0.7313
2019-09-17,-3.176
2019-09-18,-6.2793
2019-09-19,-2.0
2019-09-20,-3.4694
2019-09-23,-2.9598
2019-09-24,-4.5752
2019-09-25,2.7397
2019-09-26,-1.0
2019-09-27,-0.8979
2019-09-30,1.6987999999999999
2019-10-01,3.7862
2019-10-02,-0.8584
2019-10-03,-0.5411
2019-10-04,0.8705
2019-10-07,2.3731999999999998
2019-10-08,-1.7913999999999999
2019-10-09,0.9657
2019-10-10,3.5069
2019-10-11,3.7988
2019-10-14,2.0772
2019-10-15,0.7752
2019-10-16,2.2115
2019-10-17,3.0103
2019-10-18,-2.3744
2019-10-21,-2.5257
2019-10-22,2.975
2019-10-23,0.0
2019-10-24,-1.9571
2019-10-25,5.2281
2019-10-28,2.5294
2019-10-29,0.2643
2019-10-30,-0.5272
2019-10-31,-0.0883
2019-11-01,6.2776
2019-11-04,0.2496
2019-11-05,-1.6598000000000002
2019-11-06,2.4473
2019-11-07,4.9423
2019-11-08,-1.1774
2019-11-11,0.0
2019-11-12,-0.8737
2019-11-13,-3.2051
2019-11-14,3.5596
2019-11-15,1.4388
2019-11-18,-3.7824999999999998
2019-11-19,-1.638
2019-11-20,6.7444
2019-11-21,0.156
2019-11-22,-0.1558
2019-11-25,3.4321
2019-11-26,1.5083
2019-11-27,-5.2749
2019-11-29,4.2353
2019-12-02,-5.1166
2019-12-03,-1.9826000000000001
2019-12-04,0.2427
2019-12-05,1.1299
2019-12-06,-0.7981
2019-12-09,1.4481
2019-12-10,0.7137
2019-12-11,-1.4173
2019-12-12,-0.1597
2019-12-13,-0.72
2019-12-16,0.4835
2019-12-17,-4.0096
2019-12-18,1.086
2019-12-19,2.3967
2019-12-20,-1.5335
2019-12-23,0.4098
2019-12-24,-1.1429
2019-12-26,-0.0826
2019-12-27,-1.6529
2019-12-30,0.084
2019-12-31,2.6029
2020-01-02,-0.982
2020-01-03,-1.9835
2020-01-06,-1.3491
2020-01-07,2.3932
2020-01-08,-4.0902
2020-01-09,0.1741
2020-01-10,-2.172
2020-01-13,0.7105
2020-01-14,1.4109
2020-01-15,4.2609
2020-01-16,7.5897
2020-01-17,0.4651
2020-01-21,1.1574
2020-01-22,-3.8139
2020-01-23,0.4758
2020-01-24,-3.3938
2020-01-27,-1.0621
2020-01-28,2.147
2020-01-29,-0.9701
2020-01-30,-0.8163
2020-01-31,-3.9506
2020-02-03,6.8552
2020-02-04,1.2029
2020-02-05,4.1997
2020-02-06,1.2167
2020-02-07,-2.9301
2020-02-10,-3.483
2020-02-11,2.4058
2020-02-12,-2.8974
2020-02-13,-7.3387
2020-02-14,-4.1775
2020-02-18,-1.9982
2020-02-19,5.468
2020-02-20,4.0422
2020-02-21,1.5203
2020-02-24,0.3328
2020-02-25,-12.272
2020-02-26,-15.9735
2020-02-27,-7.5366
2020-02-28,10.4623
2020-03-02,-12.8855
2020-03-03,-5.4362
2020-03-04,3.7433
2020-03-05,-4.5103
2020-03-06,-4.1835
2020-03-09,-5.493
2020-03-10,2.3845
2020-03-11,-10.7715
2020-03-12,-5.8728
2020-03-13,23.9168
2020-03-16,-14.6853
2020-03-17,0.8197
2020-03-18,-12.1951
2020-03-19,-11.6667
2020-03-20,-14.2558
2020-03-23,-8.802
2020-03-24,5.63
2020-03-25,5.3299
2020-03-26,3.1325
2020-03-27,-13.5514
2020-03-30,26.2162
2020-03-31,-7.9229
2020-04-01,-9.3023
2020-04-02,-7.4359
2020-04-03,0.277
2020-04-06,11.326
2020-04-07,-2.2333
2020-04-08,13.198
2020-04-09,-2.9148
2020-04-13,-2.5404
2020-04-14,1.6588
2020-04-15,-2.0979
2020-04-16,-6.6667
2020-04-17,5.8673
2020-04-20,-2.1687
2020-04-21,-0.2463
2020-04-22,-0.4938
2020-04-23,0.4963
2020-04-24,5.1852
2020-04-27,10.5634
2020-04-28,1.6985000000000001
2020-04-29,14.6138
2020-04-30,-5.6466
2020-05-01,-5.5985
2020-05-04,1.227
2020-05-05,-8.6869
2020-05-06,52.8761
2020-05-07,-19.3922
2020-05-08,8.4381
2020-05-11,-3.9735
2020-05-12,-8.9655
2020-05-13,-6.4394
2020-05-14,-0.2024
2020-05-15,7.3022
2020-05-18,4.7259
2020-05-19,-5.9567
2020-05-20,10.3647
2020-05-21,6.087
2020-05-22,-0.8197
2020-05-26,7.2727
2020-05-27,3.2357
2020-05-28,-9.8507
2020-05-29,2.1523
2020-06-01,1.4586999999999999
2020-06-02,6.3898
2020-06-03,8.1081
2020-06-04,-0.8333
2020-06-05,7.423
2020-06-08,7.1708
2020-06-09,-3.7713
2020-06-10,-11.5044
2020-06-11,-13.7143
2020-06-12,3.9735
2020-06-15,0.0
2020-06-16,5.0955
2020-06-17,-5.6061
2020-06-18,9.7913
2020-06-19,-4.6784
2020-06-22,0.1534
2020-06-23,1.5314
2020-06-24,-7.089
2020-06-25,-0.3247
2020-06-26,-9.1205
2020-06-29,5.914
2020-06-30,-2.5381
2020-07-01,-1.3889
2020-07-02,-0.7042
2020-07-06,3.1915
2020-07-07,-3.4364
2020-07-08,0.5338
2020-07-09,-5.3097
2020-07-10,9.1589
2020-07-13,-1.7123
2020-07-14,-3.3101
2020-07-15,10.8108
2020-07-16,-0.6504
2020-07-17,-3.2733
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,5.0761
2020-07-23,1.7713
2020-07-24,-1.7405
2020-07-27,2.7375
2020-07-28,3.2915
2020-07-29,4.5524000000000004
2020-07-30,20.7547
2020-07-31,-2.4038
