ticker,TME US Equity
2019-05-06,-2.9937
2019-05-07,-2.8487
2019-05-08,0.4887
2019-05-09,0.9726
2019-05-10,-0.1204
2019-05-13,-3.5564
2019-05-14,-6.1875
2019-05-15,-3.5976
2019-05-16,-1.5895000000000001
2019-05-17,-2.6685
2019-05-20,-1.443
2019-05-21,3.2211
2019-05-22,-0.2837
2019-05-23,-3.4139
2019-05-24,0.2946
2019-05-28,3.0103
2019-05-29,-2.6372
2019-05-30,-1.1713
2019-05-31,-1.9259
2019-06-03,-2.6435
2019-06-04,2.1722
2019-06-05,-1.6705
2019-06-06,1.9304999999999999
2019-06-07,3.1061
2019-06-10,5.0698
2019-06-11,-0.8392
2019-06-12,-0.7052
2019-06-13,1.2074
2019-06-14,-2.4561
2019-06-17,3.0935
2019-06-18,5.7223
2019-06-19,-0.7261
2019-06-20,0.0665
2019-06-21,-0.3322
2019-06-24,0.8667
2019-06-25,-4.0978
2019-06-26,1.5851
2019-06-27,1.5604
2019-06-28,0.1336
2019-07-01,3.4023
2019-07-02,-2.2580999999999998
2019-07-03,-0.7261
2019-07-05,2.7926
2019-07-08,-1.8111000000000002
2019-07-09,2.108
2019-07-10,1.2903
2019-07-11,1.1465
2019-07-12,-1.0705
2019-07-15,1.7823
2019-07-16,-0.1251
2019-07-17,-6.3244
2019-07-18,-3.0749
2019-07-19,-0.9655
2019-07-22,-2.1588
2019-07-23,3.274
2019-07-24,0.4135
2019-07-25,0.0
2019-07-26,-0.3432
2019-07-29,-0.3444
2019-07-30,-0.0691
2019-07-31,-1.314
2019-08-01,-2.1023
2019-08-02,1.0737
2019-08-05,-2.4788
2019-08-06,0.7262
2019-08-07,2.8118
2019-08-08,3.0856
2019-08-09,-1.7006999999999999
2019-08-12,0.0
2019-08-13,0.6228
2019-08-14,-5.3645
2019-08-15,-0.218
2019-08-16,1.8208
2019-08-19,-0.0715
2019-08-20,-2.4338
2019-08-21,0.2201
2019-08-22,0.0732
2019-08-23,-1.3168
2019-08-26,0.0
2019-08-27,-6.8199
2019-08-28,3.6595
2019-08-29,2.0721
2019-08-30,0.0
2019-09-03,-3.3835
2019-09-04,0.6226
2019-09-05,0.8507
2019-09-06,-0.6135
2019-09-09,0.0
2019-09-10,1.929
2019-09-11,3.6336
2019-09-12,0.3652
2019-09-13,0.0
2019-09-16,1.2373
2019-09-17,1.294
2019-09-18,-0.6388
2019-09-19,0.0
2019-09-20,-3.0
2019-09-23,-1.3255
2019-09-24,-1.9403000000000001
2019-09-25,-0.1522
2019-09-26,-0.686
2019-09-27,-1.1512
2019-09-30,-0.854
2019-10-01,0.4699
2019-10-02,0.1559
2019-10-03,0.7004
2019-10-04,-0.0773
2019-10-07,-1.2374
2019-10-08,-0.5482
2019-10-09,1.3386
2019-10-10,3.1857
2019-10-11,1.506
2019-10-14,-1.2610999999999999
2019-10-15,0.4508
2019-10-16,0.9723
2019-10-17,0.2963
2019-10-18,-0.2954
2019-10-21,3.9259
2019-10-22,-0.9979
2019-10-23,0.7919
2019-10-24,-0.1429
2019-10-25,0.3577
2019-10-28,1.4968
2019-10-29,-1.6854
2019-10-30,-0.7143
2019-10-31,-0.4317
2019-11-01,2.0231
2019-11-04,1.6997
2019-11-05,-4.1783
2019-11-06,-1.1628
2019-11-07,0.0
2019-11-08,2.9412000000000003
2019-11-11,2.6429
2019-11-12,-8.0724
2019-11-13,-2.8009
2019-11-14,-1.324
2019-11-15,0.1579
2019-11-18,-3.4673
2019-11-19,-1.1429
2019-11-20,0.2477
2019-11-21,2.9654
2019-11-22,-1.2
2019-11-25,5.1012
2019-11-26,-2.1572
2019-11-27,-2.126
2019-11-29,0.0
2019-12-02,0.885
2019-12-03,-1.2759
2019-12-04,-0.5654
2019-12-05,0.4874
2019-12-06,0.5659
2019-12-09,-2.0096
2019-12-10,-2.1329
2019-12-11,1.1735
2019-12-12,-0.58
2019-12-13,-4.8333
2019-12-16,0.613
2019-12-17,5.309
2019-12-18,-0.7438
2019-12-19,-1.7485
2019-12-20,-1.1017
2019-12-23,-0.1714
2019-12-24,0.1717
2019-12-26,3.3419
2019-12-27,-0.995
2019-12-30,-2.2613
2019-12-31,0.5998
2020-01-02,6.9847
2020-01-03,-0.0796
2020-01-06,-0.9562
2020-01-07,-2.8962
2020-01-08,3.4797000000000002
2020-01-09,6.3251
2020-01-10,1.5813000000000001
2020-01-13,3.7805999999999997
2020-01-14,-1.8571
2020-01-15,1.6012
2020-01-16,-0.0716
2020-01-17,0.9319
2020-01-21,-1.5625
2020-01-22,-3.4632
2020-01-23,-1.2706
2020-01-24,-2.9523
2020-01-27,-0.546
2020-01-28,2.2745
2020-01-29,0.0767
2020-01-30,-1.6092
2020-01-31,-1.1682
2020-02-03,1.1032
2020-02-04,4.8324
2020-02-05,-0.1487
2020-02-06,3.0529
2020-02-07,-1.8786
2020-02-10,1.3991
2020-02-11,0.2179
2020-02-12,1.3768
2020-02-13,-3.6455
2020-02-14,-2.4481
2020-02-18,-3.4981
2020-02-19,0.3152
2020-02-20,1.0998
2020-02-21,-1.0101
2020-02-24,-4.0816
2020-02-25,0.8183
2020-02-26,1.2987
2020-02-27,-1.5224
2020-02-28,-1.3019
2020-03-02,0.0
2020-03-03,0.2473
2020-03-04,3.5362
2020-03-05,-0.2383
2020-03-06,-3.9013
2020-03-09,-2.3198
2020-03-10,2.8838
2020-03-11,-3.0503
2020-03-12,-4.0816
2020-03-13,1.0638
2020-03-16,-3.0702
2020-03-17,-4.9774
2020-03-18,-4.7619
2020-03-19,-1.6
2020-03-20,-3.4553
2020-03-23,-0.5263
2020-03-24,5.1852
2020-03-25,-1.9115
2020-03-26,2.359
2020-03-27,-5.1102
2020-03-30,2.2175
2020-03-31,3.9256
2020-04-01,0.5964
2020-04-02,8.7945
2020-04-03,-3.4514
2020-04-06,-0.3763
2020-04-07,1.322
2020-04-08,2.4231
2020-04-09,-0.182
2020-04-13,-0.6381
2020-04-14,2.0183
2020-04-15,-2.6079
2020-04-16,-0.0923
2020-04-17,0.647
2020-04-20,2.7548
2020-04-21,-2.0554
2020-04-22,1.4599
2020-04-23,-1.6187
2020-04-24,-1.7367
2020-04-27,2.6047000000000002
2020-04-28,-1.4506000000000001
2020-04-29,3.4959
2020-04-30,1.4222000000000001
2020-05-01,-6.0473
2020-05-04,-0.4664
2020-05-05,-1.0309
2020-05-06,-0.0947
2020-05-07,-1.1374
2020-05-08,5.7526
2020-05-11,3.4451
2020-05-12,1.7528000000000001
2020-05-13,0.6891
2020-05-14,1.7109
2020-05-15,0.5887
2020-05-18,3.5953
2020-05-19,1.2913999999999999
2020-05-20,-2.7888
2020-05-21,-0.4918
2020-05-22,-1.5651000000000002
2020-05-26,0.0
2020-05-27,2.3431
2020-05-28,0.0
2020-05-29,5.6419
2020-06-01,-2.4768
2020-06-02,3.254
2020-06-03,-0.8455
2020-06-04,-2.7132
2020-06-05,-2.3108
2020-06-08,1.0604
2020-06-09,-0.3228
2020-06-10,1.2955
2020-06-11,-0.8793
2020-06-12,-0.8065
2020-06-15,3.6585
2020-06-16,-0.8627
2020-06-17,-1.1867
2020-06-18,2.8823
2020-06-19,5.6809
2020-06-22,0.2946
2020-06-23,0.0734
2020-06-24,-0.8804
2020-06-25,0.6662
2020-06-26,-2.5735
2020-06-29,0.0
2020-06-30,1.5849
2020-07-01,-0.8172
2020-07-02,5.9925
2020-07-06,11.1661
2020-07-07,4.3865
2020-07-08,2.5579
2020-07-09,3.9192
2020-07-10,-2.3429
2020-07-13,-4.5056
2020-07-14,0.2451
2020-07-15,-0.8557
2020-07-16,-2.3428
2020-07-17,-1.0101
2020-07-20,1.9133
2020-07-21,2.4406
2020-07-22,-1.4661
2020-07-23,-2.4179
2020-07-24,-0.7624
2020-07-27,2.6248
2020-07-28,-1.6219999999999999
2020-07-29,-0.1902
2020-07-30,0.5083
2020-07-31,2.0228
