ticker,EBSH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-08,-4.6809
2000-03-02,-13.6905
2000-03-10,23.2759
2000-03-21,0.0
2000-04-07,0.0
2000-06-13,-6.2937
2000-06-28,-5.9701
2000-07-12,0.0
2000-07-19,0.0
2000-07-20,-4.7619
2000-07-25,0.0
2000-07-28,3.3333
2000-08-02,-12.9032
2000-08-17,16.6667
2000-08-18,0.0
2000-08-23,-6.3492
2000-08-24,-21.6102
2000-10-31,29.7297
2000-11-29,1.6667
2000-12-26,1.6393
2001-02-26,-27.4194
2001-03-09,37.7778
2001-04-10,-3.2258
2001-04-27,0.0
2001-05-11,-16.6667
2001-05-14,9.2
2001-05-15,2.5641
2001-05-16,7.1429
2001-05-21,-8.0
2001-06-11,5.0725
2001-08-21,1.7241
2001-08-30,-18.6441
2001-09-19,0.0
2001-09-28,0.0
2001-11-30,18.75
2001-12-07,0.0
2001-12-21,-14.0351
2002-02-27,16.3265
2002-03-27,-7.0175
2002-05-08,-4.717
2002-10-10,-0.9901
2002-10-16,0.0
2002-10-22,-1.4
2002-11-05,0.0811
2002-11-18,9.4447
2002-12-05,-3.7037
2002-12-16,0.0
2003-04-14,2.8846
2003-05-16,6.5421
2003-06-06,8.7719
2003-08-15,0.0
2003-12-08,2.0968
2003-12-18,2.6856
2004-01-05,-2.6154
2004-01-06,1.8957000000000002
2004-01-20,1.5504
2004-01-28,0.0
2004-02-25,6.8702
2004-03-11,-2.8571
2004-03-15,2.9412000000000003
2004-03-16,0.0
2004-04-08,0.0
2004-06-04,-1.4285999999999999
2004-06-18,1.4493
2004-06-25,-1.4285999999999999
2004-08-03,1.4493
2004-08-10,0.0
2004-09-27,2.0115
2004-10-18,12.6761
2004-10-19,1.25
2004-10-25,1.2346
2004-10-29,0.0
2004-11-05,4.878
2005-01-07,6.9767
2005-03-02,13.0435
2005-03-03,0.0
2005-04-28,-1.9231
2005-05-09,3.9215999999999998
2005-05-10,0.0
2005-05-16,-7.9245
2005-05-17,-1.6393
2005-05-18,1.0417
2005-08-31,-6.5979
2005-09-12,2.649
2005-09-13,-1.0753
2005-09-21,0.0
2005-09-22,0.0
2005-10-18,0.0
2005-11-03,4.3478
2005-11-14,-5.2083
2005-11-15,-1.0989
2005-11-30,2.2222
2005-12-07,-2.1739
2006-01-04,-2.2222
2006-01-17,4.5455
2006-02-03,-4.3478
2006-02-27,-1.1364
2006-02-28,1.1494
2006-03-07,-4.5455
2006-03-08,-3.5714
2006-03-10,2.716
