ticker,MJHI US Equity
2007-01-08,-14.2857
2007-01-11,8.0
2007-01-12,-22.8395
2007-01-17,20.0
2007-01-18,6.6667
2007-01-19,32.8125
2007-01-22,8.2353
2007-01-24,17.3913
2007-01-25,3.7037
2007-01-26,0.8929
2007-01-29,-2.6549
2007-01-30,1.8182
2007-01-31,-6.25
2007-02-01,7.619
2007-02-02,3.5398
2007-02-05,-2.5641
2007-02-07,0.8772
2007-02-08,4.3478
2007-02-09,4.1667
2007-02-12,2.4
2007-02-13,0.7813
2007-02-14,2.3256
2007-02-21,2.2727
2007-02-22,0.0
2007-02-23,-0.7407
2007-02-27,2.2388
2007-02-28,1.4599
2007-03-01,0.0
2007-03-02,2.8777
2007-03-05,3.4965
2007-03-06,1.3514
2007-03-07,1.3333
2007-03-08,-1.3158
2007-03-09,1.3333
2007-03-14,-1.3158
2007-03-15,0.0
2007-03-20,-6.6667
2007-03-21,3.5714
2007-03-22,0.0
2007-03-23,-5.5172
2007-03-26,-16.0584
2007-03-27,2.6087
2007-03-28,-13.5593
2007-03-29,15.6863
2007-04-02,-16.1017
2007-04-03,11.1111
2007-04-04,-4.5455
2007-04-11,4.7619
2007-04-12,0.0
2007-04-13,-2.7273
2007-04-18,7.4766
2007-04-20,0.0
2007-04-23,-1.0435
2007-04-30,-47.2759
2007-05-01,25.0
2007-05-09,0.0
2007-05-10,-20.0
2007-05-11,25.0
2007-05-14,-46.6667
2007-05-15,0.0
2007-05-17,0.0
2007-05-21,-12.5
2007-05-23,2.8571
2007-05-24,-13.8889
2007-05-30,-19.3548
2007-05-31,20.0
2007-06-04,0.0
2007-06-05,33.3333
2007-06-07,-25.0
2007-06-08,0.0
2007-06-11,0.0
2007-06-12,0.0
2007-06-19,-8.0
2007-06-26,5.0725
2007-06-28,-4.1379
2007-06-29,-7.1942
2007-07-02,-41.8605
2007-07-05,34.6667
2007-07-09,0.0
2007-07-10,0.0
2007-07-11,0.0
2007-07-16,3.9604
2007-07-18,0.0
2007-07-20,0.0
2007-07-26,-3.8095
2007-08-03,-0.9901
2007-08-14,19.0
2007-08-21,-36.9748
2007-08-23,0.0
2007-08-31,0.0
2007-09-11,-4.0
2007-09-12,4.1667
2007-10-22,0.0
2007-10-26,-13.3333
2007-10-30,0.0
2007-11-12,0.0
2007-11-15,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-26,0.0
2007-11-27,0.0
2007-11-28,0.0
2007-11-29,0.0
2007-12-28,-7.6923
2008-01-02,0.0
2008-01-24,0.0
2008-01-28,-8.3333
2008-01-30,0.0
2008-01-31,-9.0909
2008-02-01,0.0
2008-03-28,0.0
2008-04-07,-30.0
2008-04-08,28.5714
2008-06-19,-33.3333
2008-07-08,-25.0
2008-10-02,-55.5556
2008-11-12,-50.0
2008-11-14,-80.0
2008-12-18,-50.0
2008-12-19,0.0
2008-12-24,0.0
2008-12-26,100.0
2008-12-29,-50.0
2009-02-19,0.0
2009-03-27,-97.5
2009-08-13,0.0
2009-12-14,0.0
2009-12-29,50.0
2009-12-30,0.0
2010-09-29,0.0
2011-02-07,5233.3333
2011-08-05,0.0
2011-08-11,0.0
2011-08-29,100.0
2011-09-06,0.0
2011-09-07,350.0
2011-09-15,0.0
2012-01-25,-21.1111
2012-01-27,12.6761
2012-02-28,26.25
2012-03-12,-49.505
2012-03-28,0.0
2012-04-13,0.0
2012-05-03,0.0
2012-07-11,0.0
2012-09-12,98.0392
2013-03-26,-60.396
2013-03-27,25.0
2013-04-04,-20.0
2013-04-15,-12.5
2013-05-31,57.1429
2013-06-11,27.2727
2013-06-14,-50.0
2013-06-18,0.0
2013-07-15,0.0
2013-08-13,100.0
2013-08-19,42.8571
2013-08-21,25.0
2013-08-26,4.0
2013-08-27,7.6923
2013-09-04,3.5714
2013-09-17,-6.8966
2013-09-19,3.7037
2013-09-27,-10.7143
2013-10-10,-16.0
2013-10-15,-28.5714
2014-03-07,13.3333
2014-03-10,17.647100000000002
2014-03-11,25.0
2014-05-07,-16.0
2014-05-08,-14.2857
2014-05-09,11.1111
2014-06-24,-15.0
2014-07-17,0.0
2014-09-18,0.0
2015-02-03,-11.7647
2015-02-06,0.0
2015-02-17,0.0
2015-07-15,6.6667
2015-08-07,25.0
2015-10-01,25.0
2015-10-07,0.0
2015-10-23,0.0
2016-02-05,-4.0
2016-02-16,4.1667
2016-03-23,0.0
2016-07-29,0.0
2016-11-14,0.0
2017-03-20,-4.0
2017-10-13,-8.3333
2018-01-02,116.3636
2018-01-03,13.4454
2018-01-05,-7.4074
2018-01-08,-16.0
2018-01-09,-19.0476
2018-01-31,-11.7647
2018-02-01,0.0
2018-02-27,-3.3333
2018-03-07,0.0
2018-03-14,0.0
2018-03-20,-13.7931
2018-04-17,0.0
2018-06-26,-19.2
2018-06-28,0.0
2018-09-27,295.0495
2018-09-28,-24.812
2018-10-01,3.3333
2018-10-02,-35.4839
2018-10-03,66.5
2018-10-04,-6.9069
2018-10-05,-14.5161
2018-10-08,-30.566
2018-10-09,63.0435
2018-10-10,-16.6667
2018-10-12,-36.0
2018-10-15,-18.125
2018-10-16,1.5267
2018-10-17,62.406
2018-10-18,73.6111
2018-10-19,100.0
2018-10-22,-16.6667
2018-10-23,-21.6
2018-10-24,-48.9796
2018-10-25,40.0
2018-10-29,0.0
2018-10-30,-21.4286
2018-10-31,-41.8182
2018-11-01,87.5
2018-11-02,66.6667
2018-11-05,-38.0
2018-11-06,61.2903
2018-11-07,-35.0
2018-11-09,53.8462
2018-11-12,10.0
2018-11-13,3.6364
2018-11-15,-4.386
2018-11-16,10.0917
2018-11-19,0.0
2018-11-23,-45.8333
2018-11-26,0.0
2018-11-28,-3.3846
2018-11-29,0.3185
2018-12-12,58.730199999999996
2018-12-13,-4.0
2018-12-17,-35.4167
2018-12-19,12.9032
2018-12-20,14.2857
2018-12-28,0.0
2018-12-31,12.5
2019-01-04,-8.8889
2019-01-08,3.6585
2019-01-15,41.1765
2019-01-16,-0.6667
2019-01-22,-32.8859
2019-01-24,12.5
2019-01-25,0.0
2019-01-28,11.1111
2019-01-31,15.0
2019-02-01,-13.0435
2019-02-05,0.0
2019-02-07,-39.0
2019-02-08,63.9344
2019-02-19,20.0
2019-02-26,-4.1667
2019-03-01,-17.3913
2019-03-05,5.2632
2019-03-06,-10.0
2019-03-08,-5.5556
2019-03-20,5.8824
2019-03-25,31.1111
2019-03-26,0.0
2019-03-27,-9.1525
2019-04-01,28.7313
2019-04-02,0.0
2019-04-04,-25.942
2019-04-05,2.7397
2019-04-08,0.381
2019-04-12,0.5693
2019-04-15,28.3019
2019-04-17,-16.3235
2019-04-18,-12.1265
2019-04-22,0.0
2019-04-23,-5.0
2019-04-24,5.4737
2019-04-29,1.7964
2019-05-03,1.9607999999999999
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,-5.7692
2019-05-10,-18.1633
2019-05-16,10.9726
2019-05-20,21.3483
2019-05-21,11.1111
2019-05-22,-20.8333
2019-05-30,-6.3158
2019-05-31,17.9775
2019-06-03,-8.5714
2019-06-04,-16.6667
2019-06-05,28.75
2019-06-06,-2.9126
2019-06-10,-15.0
2019-06-11,17.647100000000002
2019-06-19,0.0
2019-06-25,-20.0
2019-07-08,-5.0
2019-07-12,-54.2105
2019-07-15,14.9425
2019-07-23,3.5
2019-08-01,6.2802
2019-08-05,0.0
2019-08-07,2.2727
2019-08-09,-20.0
2019-08-14,0.0
2019-08-15,-16.6667
2019-08-19,-13.3333
2019-09-04,0.0
2019-09-09,1.5385
2019-09-10,0.0
2019-09-20,50.7576
2019-09-23,0.4975
2019-09-30,-59.998
2019-10-02,1.25
2019-10-18,23.4568
2019-10-21,24.0
2019-11-05,59.6774
2019-11-06,-36.3636
2019-11-07,3.9683
2019-11-21,113.7328
2019-11-22,-3.568
2019-11-27,-50.7407
2019-11-29,-2.6316
2019-12-13,11.9691
2019-12-19,-13.1034
2019-12-20,-8.7302
2019-12-26,-26.087
2020-01-14,0.0
2020-01-16,0.0
2020-01-21,35.2941
2020-01-31,157.3913
2020-02-03,-36.4865
2020-02-05,-7.9787
2020-02-13,-7.5145
2020-02-18,0.0
2020-02-28,-18.75
2020-03-02,-0.7692
2020-03-05,-6.9767
2020-03-09,-8.3333
2020-03-10,4.5455
2020-03-13,4.3478
2020-03-16,-17.5
2020-03-17,-19.1818
2020-03-25,6.2367
2020-03-26,-5.8824
2020-03-27,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,-6.25
2020-04-09,6.6667
2020-04-13,-1.5625
2020-04-15,-4.7619
2020-04-24,0.0
2020-05-04,-20.0
2020-05-11,8.3333
2020-05-20,23.0769
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-28,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,-25.0
2020-06-05,0.0
2020-06-09,0.0
2020-06-11,-8.3333
2020-06-12,-7.2727
2020-06-15,0.0
2020-07-07,1.9607999999999999
2020-07-10,44.2308
2020-07-14,0.0
2020-07-17,-46.6533
2020-07-20,112.4469
2020-07-21,-5.2941
2020-07-22,-3.4161
2020-07-23,-9.9678
2020-07-28,-13.5714
2020-07-29,-42.1322
2020-07-30,97.0865
2020-07-31,-1.4493
