ticker,MJHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-14,30.0
2004-05-17,23.0769
2004-05-19,12.5
2004-05-21,0.0
2004-05-24,-5.5556
2004-05-25,5.8824
2004-05-26,0.0
2004-06-02,-5.5556
2004-06-28,5.8824
2004-07-21,0.4444
2004-07-22,0.6637
2004-08-19,-0.6593
2004-08-20,-0.4425
2004-09-29,0.0
2004-09-30,2.2222
2004-11-03,-78.2609
2004-11-04,375.0
2005-02-23,-3.1579
2005-02-24,5.4348
2005-03-07,-12.3711
2005-05-04,7.0588
2005-05-25,-12.0879
2005-06-10,0.0
2005-07-13,6.25
2005-08-09,-5.8824
2005-08-11,0.0
2005-09-14,6.25
2005-09-15,-3.5294
2005-09-19,-14.6341
2005-09-22,14.2857
2005-09-28,0.0
2005-09-29,-17.25
2005-09-30,-0.3021
2005-10-03,7.5758
2005-10-04,0.0
2005-10-06,-15.493
2005-11-04,3.3333
2005-11-10,-11.2903
2005-11-16,-27.2727
2005-12-14,25.0
2005-12-27,-20.0
2005-12-29,-20.0
2006-01-03,0.0
2006-01-09,-6.25
2006-01-18,16.6667
2006-03-15,-31.4286
2006-03-20,-8.3333
2006-03-28,36.3636
2006-03-29,0.0
2006-04-07,0.0
2006-04-10,0.0
2006-04-24,0.0
2006-04-25,-13.3333
2006-05-05,0.0
2006-05-15,-3.8462
2006-06-14,-16.0
2006-06-20,0.0
2006-06-26,-3.8095
2006-06-27,-5.9406
2006-07-17,6.3158
2006-07-24,0.9901
2006-07-25,2.9412000000000003
2006-07-28,-2.8571
2006-08-01,-6.8627
2006-08-23,0.0
2006-09-05,163.1579
2006-09-13,-50.0
2006-09-14,-24.0
2006-09-20,57.8947
2006-09-21,-36.6667
2006-10-06,0.0
2006-10-13,42.1053
2006-10-16,-7.4074
2006-10-17,20.0
2006-10-18,33.3333
2006-10-19,12.5
2006-10-20,0.0
2006-10-23,11.1111
2006-10-26,-10.0
2006-10-27,15.5556
2006-10-31,53.8462
2006-11-14,-62.5
2006-11-15,50.0
2006-11-16,-33.3333
2006-11-17,0.0
2006-11-27,-16.6667
2006-11-28,0.0
2006-12-01,0.0
2006-12-04,20.0
2006-12-05,33.3333
2006-12-06,75.0
2006-12-07,0.0
2006-12-08,0.0
2006-12-12,-2.8571
2006-12-13,2.9412000000000003
2006-12-14,0.0
2006-12-15,0.0
2006-12-18,0.0
2006-12-20,0.0
2006-12-21,-5.7143
2006-12-28,3.0303
2006-12-29,2.9412000000000003
