ticker,EPAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-02-08,16.6667
2012-02-09,-0.6429
2012-02-10,0.3595
2012-02-13,-2.2206
2012-02-14,-1.5385
2012-02-15,-0.2976
2012-02-16,1.0448
2012-02-17,0.2954
2012-02-21,0.9573
2012-02-22,1.8235000000000001
2012-02-23,-0.1433
2012-02-24,-1.6499000000000001
2012-02-27,-0.3647
2012-02-28,1.2445
2012-02-29,2.1692
2012-03-01,6.1571
2012-03-02,0.9333
2012-03-05,-0.3303
2012-03-06,-0.5964
2012-03-07,1.5333
2012-03-08,0.0
2012-03-09,0.5909
2012-03-12,-1.1749
2012-03-13,4.2272
2012-03-14,2.6616
2012-03-15,4.9383
2012-03-16,-1.1764999999999999
2012-03-19,3.6310000000000002
2012-03-20,0.0
2012-03-21,-0.1723
2012-03-22,-4.4879
2012-03-23,3.012
2012-03-26,-0.7018
2012-03-27,24.3227
2012-03-28,-5.2582
2012-03-29,0.5
2012-03-30,2.0896
2012-04-02,5.7992
2012-04-03,2.257
2012-04-04,-4.7297
2012-04-05,-0.8983
2012-04-09,1.479
2012-04-10,2.4918
2012-04-11,3.6239
2012-04-12,2.9215999999999998
2012-04-13,-2.5806
2012-04-16,-6.4018
2012-04-17,-4.434
2012-04-18,-0.3949
2012-04-19,1.0406
2012-04-20,-1.7165
2012-04-23,0.6487
2012-04-24,-1.9336
2012-04-25,0.3033
2012-04-26,1.0585
2012-04-27,0.1995
2012-04-30,2.7377000000000002
2012-05-01,0.436
2012-05-02,5.644
2012-05-03,-3.8813
2012-05-04,-2.8029
2012-05-07,-1.6618
2012-05-08,-10.1392
2012-05-09,-1.8252000000000002
2012-05-10,-0.7324
2012-05-11,-1.4756
2012-05-14,-7.7189
2012-05-15,-4.432
2012-05-16,2.2208
2012-05-17,-3.77
2012-05-18,-0.5976
2012-05-21,4.676
2012-05-22,0.1276
2012-05-23,5.7999
2012-05-24,2.1084
2012-05-25,0.236
2012-05-29,1.236
2012-05-30,0.5814
2012-05-31,1.1561
2012-06-01,-5.6
2012-06-04,-0.6053
2012-06-05,2.0097
2012-06-06,-0.8955
2012-06-07,-0.5422
2012-06-08,1.6354
2012-06-11,0.5959
2012-06-12,2.9028
2012-06-13,3.4542
2012-06-14,-1.0017
2012-06-15,-1.0118
2012-06-18,0.0568
2012-06-19,-0.3405
2012-06-20,1.8223
2012-06-21,-0.0559
2012-06-22,0.6715
2012-06-25,-3.4464
2012-06-26,-2.5331
2012-06-27,0.4135
