ticker,CCNC US Equity
2018-07-26,-0.5653
2018-07-31,-0.0029
2018-08-01,0.0
2018-08-03,8.5714
2018-08-07,9.8684
2018-08-09,55.6862
2018-08-10,-19.2295
2018-08-13,-16.0
2018-08-14,10.4535
2018-08-15,-8.643
2018-08-16,-3.3708
2018-08-17,-4.6512
2018-08-20,-7.3171
2018-08-21,-5.0
2018-08-22,10.8033
2018-08-23,20.25
2018-08-24,-15.5925
2018-08-27,4.1872
2018-08-28,2.6005000000000003
2018-08-29,0.4608
2018-08-30,-10.0917
2018-08-31,1.9719
2018-09-04,-3.4673
2018-09-05,1.3397999999999999
2018-09-06,-1.3477000000000001
2018-09-07,1.1872
2018-09-11,-1.3706
2018-09-12,-3.8961
2018-09-13,-2.7027
2018-09-14,-18.8889
2018-09-17,-9.4897
2018-09-18,-4.6502
2018-09-19,-10.7976
2018-09-20,0.0934
2018-09-21,-11.1111
2018-09-24,65.0
2018-09-25,-21.2121
2018-09-26,2.6923
2018-09-27,-6.7416
2018-09-28,-7.6225000000000005
2018-10-01,6.5125
2018-10-02,8.9388
2018-10-03,-6.332
2018-10-04,-14.0
2018-10-09,-3.0605
2018-10-10,3.1571
2018-10-12,-4.6512
2018-10-16,-1.4634
2018-10-17,32.8416
2018-10-18,-3.2943
2018-10-19,14.1503
2018-10-22,2.964
2018-10-23,6.5574
2018-10-24,-17.3723
2018-10-25,0.5437
2018-10-26,11.1111
2018-10-30,8.3333
2018-10-31,-0.3077
2018-11-01,-4.3395
2018-11-06,-8.0467
2018-11-07,3.3404
2018-11-08,-6.2882
2018-11-12,-3.9855
2018-11-13,0.0
2018-11-15,-4.5283
2018-11-19,-4.6957
2018-11-20,-2.5382
2018-11-23,0.0
2018-11-26,-3.8298
2018-11-27,-0.4425
2018-11-28,-5.7778
2018-11-29,-5.6604
2018-12-03,-7.5
2018-12-06,0.0
2018-12-07,0.0
2018-12-13,-11.8919
2018-12-17,-12.092
2018-12-18,-9.2749
2018-12-19,12.461500000000001
2018-12-28,4.6512
2019-01-03,-0.3595
2019-01-04,-1.6071
2019-01-10,-17.3333
2019-01-14,0.8065
2019-01-15,-3.2
2019-01-16,3.3058
2019-01-22,0.8
2019-01-31,96.8254
2019-02-01,122.5806
2019-02-04,-18.8406
2019-02-05,14.2857
2019-02-06,-5.2734
2019-02-07,-8.4536
2019-02-08,-9.2342
2019-02-11,-13.1514
2019-02-12,-20.5714
2019-02-13,3.2302
2019-02-14,-9.7498
2019-02-15,-7.7219999999999995
2019-02-19,1.6736
2019-02-20,-4.5267
2019-02-21,-7.3276
2019-02-22,1.3953
2019-02-25,7.7982
2019-02-26,-0.4255
2019-02-27,-3.4188
2019-02-28,-0.4425
2019-03-01,5.7778
2019-03-04,-5.4622
2019-03-05,0.4444
2019-03-06,-8.8496
2019-03-07,-2.4272
2019-03-08,-1.4925
2019-03-11,0.5101
2019-03-12,-2.422
2019-03-13,5.0518
2019-03-14,1.4706000000000001
2019-03-15,-1.5266
2019-03-18,-4.3367
2019-03-19,-1.0256
2019-03-20,1.5544
2019-03-21,0.5102
2019-03-22,-7.1066
2019-03-25,-1.0874
2019-03-26,-5.5301
2019-03-27,16.3158
2019-03-28,-2.4635
2019-03-29,-11.8557
2019-04-01,3.4386
2019-04-02,6.8521
2019-04-03,-3.1746
2019-04-04,7.1038
2019-04-05,-1.0204
2019-04-08,-1.6856
2019-04-09,3.1563
2019-04-10,-2.6684
2019-04-11,-2.3499
2019-04-12,1.6042999999999998
2019-04-15,-2.6316
2019-04-16,-5.4054
2019-04-17,4.0
2019-04-18,-2.0604
2019-04-22,-10.2384
2019-04-23,0.625
2019-04-24,1.2422
2019-04-25,-2.9264
2019-04-26,3.1347
2019-04-29,8.1561
2019-04-30,-3.6827
2019-05-01,0.0
2019-05-02,0.6412
2019-05-03,4.6233
2019-05-06,-0.5587
2019-05-07,-4.4944
2019-05-08,2.3529
2019-05-09,-0.8793
2019-05-10,-2.0119
2019-05-13,-2.3669000000000002
2019-05-14,1.2061
2019-05-15,3.599
2019-05-16,0.0
2019-05-17,-4.6243
2019-05-20,0.0
2019-05-21,-5.2848
2019-05-22,3.6601
2019-05-23,-5.5556
2019-05-24,0.1765
2019-05-28,1.1287
2019-05-29,-1.9355
2019-05-30,4.6053
2019-05-31,-5.0314
2019-06-03,-2.1589
2019-06-04,1.5297
2019-06-05,-7.6667
2019-06-06,0.361
2019-06-07,3.8273
2019-06-10,2.5499
2019-06-11,-7.4324
2019-06-12,2.9196999999999997
2019-06-13,2.8369
2019-06-14,2.069
2019-06-17,-0.6757
2019-06-18,8.8435
2019-06-19,5.625
2019-06-20,-0.5917
2019-06-21,-7.1429
2019-06-24,5.7692
2019-06-25,-9.0909
2019-06-26,4.6667
2019-06-27,3.8217
2019-06-28,-8.8957
2019-07-01,9.0909
2019-07-02,-6.1111
2019-07-03,-2.6955999999999998
2019-07-05,-4.0541
2019-07-08,8.0986
2019-07-09,3.5831
2019-07-10,-0.4717
2019-07-11,0.4676
2019-07-12,-4.3965
2019-07-15,-5.9211
2019-07-16,-2.0979
2019-07-17,-4.9929
2019-07-18,1.4961
2019-07-19,-2.2222
2019-07-22,5.303
2019-07-23,3.5899
2019-07-24,-7.6325
2019-07-25,-3.7594
2019-07-26,7.8125
2019-07-29,-2.1739
2019-07-30,2.6741
2019-07-31,-5.483
2019-08-01,-0.0076
2019-08-02,-4.5802
2019-08-05,3.232
2019-08-06,-10.8803
2019-08-07,5.2174
2019-08-08,8.8678
2019-08-09,-4.3498
2019-08-12,7.9365
2019-08-13,2.9412000000000003
2019-08-14,-2.3714
2019-08-15,2.429
2019-08-16,-1.4285999999999999
2019-08-19,0.7246
2019-08-20,-0.7194
2019-08-21,-5.7971
2019-08-22,-6.1538
2019-08-23,-8.1967
2019-08-26,-7.1429
2019-08-27,-3.8462
2019-08-28,6.0
2019-08-29,1.8868
2019-08-30,-6.4815
2019-09-03,-5.9406
2019-09-04,-8.9474
2019-09-05,-8.6705
2019-09-06,7.5949
2019-09-09,2.3529
2019-09-10,10.3448
2019-09-11,-8.3021
2019-09-12,11.3257
2019-09-13,-3.0612
2019-09-16,3.1579
2019-09-17,2.0408
2019-09-18,-4.0
2019-09-19,-8.3021
2019-09-20,-0.5742
2019-09-23,5.4219
2019-09-24,-0.6394
2019-09-25,-1.8325
2019-09-26,-8.8889
2019-09-27,8.0366
2019-09-30,-2.0205
2019-10-01,-6.682
2019-10-03,1.2346
2019-10-04,-2.0732
2019-10-07,1.4321
2019-10-08,-14.3155
2019-10-09,16.0625
2019-10-10,4.9383
2019-10-11,1.1764999999999999
2019-10-14,0.0
2019-10-15,8.1512
2019-10-16,-5.3865
2019-10-17,-4.5455
2019-10-18,1.1905000000000001
2019-10-21,3.2941
2019-10-22,-2.0272
2019-10-23,2.2319
2019-10-24,-5.6175
2019-10-25,0.506
2019-10-28,1.8940000000000001
2019-10-29,-2.9412000000000003
2019-10-30,-1.6848
2019-10-31,-0.1356
2019-11-01,0.0
2019-11-04,6.7901
2019-11-05,2.8902
2019-11-06,-4.4944
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,10.5882
2019-11-13,-2.5319000000000003
2019-11-14,3.6892
2019-11-15,-3.1474
2019-11-18,-14.1506
2019-11-19,7.6086
2019-11-20,-8.2235
2019-11-21,5.1275
2019-11-22,0.1094
2019-11-26,3.5205
2019-11-27,-2.3415
2019-11-29,17.506
2019-12-02,-4.655
2019-12-03,-16.12
2019-12-04,14.1026
2019-12-05,0.0
2019-12-06,11.191
2019-12-09,-0.1011
2019-12-10,-5.3207
2019-12-11,8.4402
2019-12-12,1.4089
2019-12-13,-7.7043
2019-12-16,-4.7684
2019-12-17,-8.0358
2019-12-18,-8.6418
2019-12-19,11.8274
2019-12-20,-8.2353
2019-12-23,12.8205
2019-12-24,40.9091
2019-12-26,-15.3226
2019-12-27,14.2857
2019-12-30,4.1667
2019-12-31,-4.0
2020-01-02,4.1667
2020-01-03,16.432
2020-01-06,-2.0888
2020-01-07,4.5614
2020-01-08,-0.6711
2020-01-09,10.8108
2020-01-10,1.6219999999999999
2020-01-13,-10.1464
2020-01-14,17.1953
2020-01-15,-8.8319
2020-01-16,-5.4063
2020-01-17,-0.892
2020-01-21,-10.7333
2020-01-22,13.5848
2020-01-23,-1.3742
2020-01-24,20.0
2020-01-27,-9.4444
2020-01-28,-7.9755
2020-01-29,3.3266999999999998
2020-01-30,-15.7042
2020-01-31,-2.0283
2020-02-03,6.25
2020-02-04,-3.3088
2020-02-05,6.4411
2020-02-06,-10.6951
2020-02-07,7.2
2020-02-10,-0.5597
2020-02-11,2.454
2020-02-12,0.249
2020-02-13,4.8955
2020-02-14,3.7894
2020-02-18,0.3826
2020-02-19,0.7221
2020-02-20,10.853
2020-02-21,-6.6587
2020-02-24,-6.3382
2020-02-25,2.9177999999999997
2020-02-26,-6.8282
2020-02-27,1.75
2020-02-28,-12.2359
2020-03-02,-1.6157
2020-03-03,-6.5041
2020-03-04,13.0435
2020-03-05,-10.9462
2020-03-06,-4.1202
2020-03-09,-9.9099
2020-03-10,0.0
2020-03-11,13.0
2020-03-12,-7.0796
2020-03-13,-1.8761999999999999
2020-03-16,-16.4806
2020-03-17,24.7414
2020-03-18,-21.744
2020-03-19,7.7381
2020-03-20,-4.9724
2020-03-23,13.9535
2020-03-24,-12.0306
2020-03-25,18.3157
2020-03-26,3.6569000000000003
2020-03-27,0.2554
2020-03-30,0.9434
2020-03-31,7.486
2020-04-01,4.3388
2020-04-02,30.0
2020-04-03,25.641
2020-04-06,-2.0408
2020-04-07,-11.4583
2020-04-08,17.0588
2020-04-09,4.5226
2020-04-13,-4.5673
2020-04-14,8.8111
2020-04-15,2.6066000000000003
2020-04-16,-4.792
2020-04-17,2.3697
2020-04-20,-1.8519
2020-04-21,5.7594
2020-04-22,2.8054
2020-04-23,2.82
2020-04-24,2.0633
2020-04-27,-10.7032
2020-04-28,-7.4074
2020-04-29,-5.0
2020-04-30,2.6316
2020-05-01,-1.0256
2020-05-04,1.0363
2020-05-05,-3.5897
2020-05-06,1.5957
2020-05-07,2.6178
2020-05-08,2.0408
2020-05-11,-0.5
2020-05-12,3.5176
2020-05-13,-4.9951
2020-05-14,-7.0053
2020-05-15,2.7473
2020-05-18,6.4171
2020-05-19,9.5477
2020-05-20,-5.9633
2020-05-21,-6.3415
2020-05-22,6.25
2020-05-26,-0.4902
2020-05-27,0.9852
2020-05-28,-0.9756
2020-05-29,6.8966
2020-06-01,-4.1475
2020-06-02,4.3269
2020-06-03,-1.1521
2020-06-04,-2.0979
2020-06-05,-0.4571
2020-06-08,-0.4975
2020-06-09,-5.7548
2020-06-10,5.5961
2020-06-11,-6.2802
2020-06-12,8.2474
2020-06-15,-1.9095
2020-06-16,-6.3061
2020-06-17,2.0725
2020-06-18,0.5076
2020-06-19,-3.5354
2020-06-22,2.6911
2020-06-23,-1.6111
2020-06-24,3.1195
2020-06-25,0.5025
2020-06-26,-7.0
2020-06-29,2.1505
2020-06-30,-1.0526
2020-07-01,-1.5957
2020-07-02,-2.7027
2020-07-06,2.7778
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,-1.0811
2020-07-13,-0.5464
2020-07-14,-1.0989
2020-07-15,-0.15
2020-07-16,0.1502
2020-07-17,-11.1111
2020-07-20,-7.5
2020-07-21,1.3514
2020-07-22,7.3333
2020-07-23,-1.2981
2020-07-24,-3.7128
2020-07-27,-1.3136
2020-07-28,10.8212
2020-07-29,7.2666
2020-07-30,-4.1671
2020-07-31,4.639
