ticker,CCNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-01-22,-0.3158
2016-02-26,-0.3168
2016-03-01,0.3178
2016-03-23,1.1616
2016-04-14,-0.3132
2016-05-09,0.0
2016-05-17,1.5707
2016-05-19,-0.4111
2016-05-24,0.4128
2016-05-26,0.0
2016-05-27,-0.6186
2016-06-01,0.6211
2016-06-06,0.0013
2016-06-07,0.2062
2016-06-08,0.0
2016-06-09,0.3086
2016-06-10,0.0
2016-06-13,0.3077
2016-06-29,-0.3067
2016-07-08,0.3077
2016-07-19,0.1022
2016-07-25,0.1009
2016-07-29,0.0013
2016-08-01,0.0
2016-08-03,-0.0013
2016-08-10,0.0013
2016-08-11,0.0
2016-08-15,-1.0204
2016-08-16,1.2371
2016-08-19,0.4073
2016-08-22,1.4199
2016-08-26,-1.0
2016-09-01,0.0
2016-09-02,-0.101
2016-10-04,1.111
2016-10-11,-0.9988
2016-11-02,-0.303
2016-12-19,-0.2026
2016-12-21,0.1028
2016-12-22,-0.1027
2017-01-06,0.0
2017-01-13,0.7107
2017-03-06,0.4032
2017-03-08,-0.1004
2017-03-15,0.0
2017-03-20,1.005
2017-03-24,-0.8955
2017-04-11,0.4016
2017-04-17,-0.2
2017-05-09,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-09,-0.0922
2017-06-26,0.0933
2017-08-31,2.2034
2017-09-29,-2.451
2017-10-05,0.3015
2017-11-09,-0.3667
2017-11-13,-0.7362
2017-11-28,0.3009
2017-12-21,0.001
2017-12-22,0.0
2017-12-26,0.202
2017-12-27,0.1008
2017-12-29,0.3021
2018-01-05,-3.3133
2018-02-07,2.2835
2018-02-08,-0.5066
2018-02-09,0.5092
2018-02-13,0.001
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-03-02,0.5076
2018-03-09,-7.0606
2018-03-14,-0.0109
2018-03-15,1.088
2018-03-16,-0.2161
2018-03-28,-3.0172
2018-04-04,-7.0
2018-05-14,-4.3011
2018-05-22,-9.9875
2018-05-30,13.7309
2018-06-11,-3.0488
2018-06-12,-6.0377
2018-06-13,-1.2288999999999999
2018-06-20,8.4275
2018-06-21,8.2025
2018-06-22,-10.1222
2018-06-25,-5.1414
2018-06-28,-3.794
2018-06-29,12.5493
2018-07-05,-6.68
2018-07-11,11.0417
2018-07-12,-10.1514
2018-07-13,10.7527
2018-07-16,-7.2816
2018-07-17,3.6649000000000003
2018-07-18,-4.0404
2018-07-19,1.3158
2018-07-20,-8.5714
