ticker,FGBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-31,-14.7727
2001-07-09,3.8851
2004-01-05,42.8271
2004-03-18,0.0
2004-09-09,0.5486
2005-03-10,-9.1368
2005-12-02,6.6815999999999995
2006-04-07,63.1205
2006-04-12,1.087
2006-05-01,-36.1472
2006-05-02,0.0
2006-06-01,58.7797
2007-03-02,-12.9299
2007-04-11,13.3501
2009-12-14,-33.0144
2010-03-02,-12.5723
2010-03-04,-9.0909
2010-03-05,0.0
2010-03-09,27.2727
2010-03-22,0.0
2010-03-31,-19.6429
2010-09-17,-1.6468
2010-09-28,4.6512
2010-10-15,-0.8115
2010-11-03,18.1818
2010-11-08,-3.8462
2010-11-19,-4.0
2011-01-06,12.6689
2011-02-01,-0.6747
2011-08-05,1.7015
2011-10-12,-1.1547
2011-11-10,1.2461
2012-02-14,47.9751
2012-07-03,-27.4453
2012-08-07,8.5366
2012-08-14,1.4981
2012-08-31,0.0
2012-09-04,-1.476
2012-09-05,2.9962999999999997
2012-09-13,0.7273
2012-10-01,-5.0402
2012-10-02,3.8462
2012-11-13,-1.8519
2012-11-27,-5.283
2012-12-11,1.5936
2012-12-19,-0.7843
2012-12-20,1.581
2013-01-23,6.383
2013-02-25,-3.7037
2013-04-02,2.4143
2013-04-05,14.0684
2013-05-14,0.0
2013-06-10,-14.3333
2013-06-12,5.0584
2013-07-31,11.2444
2013-08-14,-9.0296
2013-10-11,-2.5487
2013-10-14,1.1538
2013-10-17,-3.0418
2013-10-22,5.8824
2013-11-04,13.7037
2013-11-20,-8.7948
2013-12-05,0.0
2013-12-26,1.3006
2014-03-12,0.5706
2014-06-04,1.1478
2014-07-24,7.604
2014-08-26,1.3333
2014-09-04,0.0
2014-09-09,-0.6579
2014-09-15,1.3245
2014-09-18,1.3072
2014-09-19,0.0
2014-09-22,0.6452
2014-09-23,1.3462
2014-09-24,16.6134
2014-09-26,1.3699
2014-10-09,-15.4054
2014-10-13,-0.9585
2014-10-14,0.9677
2014-10-31,21.4058
2014-11-07,5.2632
2014-12-19,-0.4536
2014-12-22,-3.7975
2014-12-23,0.0
2015-01-05,-1.0526
2015-01-14,-2.9255
2015-01-27,-6.8493
2015-01-28,1.4706000000000001
2015-02-03,-1.4493
2015-02-20,-0.8824
2015-02-27,2.3145
2015-03-02,-3.1323
2015-03-05,0.5988
2015-03-09,2.6786
2015-03-12,1.4493
2015-03-16,8.5714
2015-04-09,-6.8471
2015-04-15,-0.2849
2015-04-22,2.8571
