ticker,GPLA US Equity
2008-03-03,-16.6667
2008-03-04,-50.0
2008-03-05,100.0
2008-03-31,-20.0
2008-04-15,25.0
2008-04-18,50.0
2008-04-23,-33.3333
2008-05-15,-50.0
2008-06-13,1000.0
2008-06-17,0.0
2008-06-27,-3.6364
2008-08-25,-81.1321
2008-10-09,100.0
2008-10-15,0.0
2008-12-08,-25.0
2008-12-24,0.0
2009-02-11,-66.6667
2009-02-13,100.0
2009-02-23,0.0
2009-03-09,0.0
2009-03-13,0.0
2009-03-17,0.0
2009-04-16,0.0
2009-07-23,0.0
2009-08-25,0.0
2009-12-04,0.0
2010-01-05,0.0
2010-04-01,0.0
2010-05-20,0.0
2010-08-09,0.0
2010-11-18,0.0
2010-12-31,0.0
2011-02-23,0.0
2011-03-11,0.0
2011-03-14,-30.0
2011-05-19,-14.2857
2011-06-22,0.0
2011-06-23,0.0
2011-07-15,0.0
2011-07-20,0.0
2011-10-24,-31.6667
2011-12-28,-2.439
2012-04-25,-12.5
2012-05-10,0.0
2012-06-11,0.0
2012-12-21,14.2857
2013-03-27,0.0
2013-04-26,2.5
2013-07-15,-2.439
2013-07-23,0.0
2013-12-17,85.875
2013-12-27,35.844
2014-02-11,19.802
2014-02-13,0.0
2014-02-19,106.6116
2014-02-20,8.0
2014-02-21,-7.4074
2014-02-26,60.0
2014-02-28,650.0
2014-03-06,-90.0
2014-03-07,0.0
2014-03-10,16.6667
2014-03-28,14.2857
2014-03-31,-2.5
2014-04-02,0.0
2014-04-03,-10.2564
2014-04-04,0.0
2014-04-09,14.2857
2014-04-17,-25.0
2014-04-21,0.0
2014-05-23,0.0
2014-06-09,-33.3333
2014-07-10,70.0
2014-07-11,-26.4706
2014-07-16,0.0
2014-07-22,0.0
2014-08-13,-40.0
2014-08-27,-33.3333
2014-09-02,-30.0
2014-09-09,0.0
2014-10-20,0.0
2014-12-03,114.2857
2014-12-11,-53.3333
2014-12-15,0.0
2015-01-15,114.2857
2015-01-16,0.0
2015-02-27,-53.25
2015-03-02,-0.1783
2015-04-14,0.0
2015-04-15,0.0
2015-05-13,0.0
2015-06-01,0.0
2015-11-16,-42.8571
2015-12-28,100.0
2016-05-23,-50.0
2016-06-23,0.0
2016-09-23,0.0
2016-12-01,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-09-19,0.0
2017-10-23,100.0
2017-11-02,-50.0
2017-12-13,0.0
2018-01-04,0.0
2018-03-01,375.0
2018-03-26,10.526299999999999
2018-04-30,-66.6667
2018-05-01,0.0
2018-08-23,200.0
2018-09-07,0.0
2018-10-08,-85.7143
2018-10-11,-66.6667
2018-10-24,200.0
2019-02-07,-50.0
2019-03-06,100.0
2019-05-28,-49.6667
2019-05-31,0.0
2019-10-29,33.1126
2019-11-20,-0.4975
2019-12-09,0.0
2019-12-12,50.0
2019-12-19,-11.6667
2019-12-24,-7.5472
2019-12-26,-7.7551
2019-12-27,32.7434
2020-01-10,0.0
2020-02-04,-3.0
2020-02-14,2.7491
2020-02-19,134.1137
2020-02-20,26.8571
2020-02-21,-8.6565
2020-02-26,-37.7412
2020-03-04,0.0
2020-03-09,-0.9901
2020-03-11,60.0
2020-03-16,0.0
2020-03-24,-35.0
2020-03-27,-13.461500000000001
2020-04-30,0.0
2020-06-19,0.0
2020-07-14,-10.0
2020-07-15,0.0
2020-07-31,23.4568
