ticker,GPLA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-24,3025.0
2000-05-12,100.0
2000-06-07,0.0
2000-07-18,0.0
2000-08-22,500.0
2000-08-23,33.3333
2000-08-25,12.5
2000-08-28,-33.3333
2000-08-29,-33.3333
2000-08-31,12.5
2000-09-06,22.2222
2000-09-14,-18.1818
2000-09-22,-11.1111
2000-09-25,0.0
2000-09-27,-25.0
2000-09-28,50.0
2000-10-05,-11.1111
2000-10-23,0.0
2000-11-09,-37.5
2000-11-29,60.0
2000-12-07,-37.5
2000-12-08,0.0
2000-12-12,0.0
2000-12-18,0.0
2000-12-20,0.0
2000-12-28,-20.0
2000-12-29,0.0
2001-01-25,0.0
2001-04-04,0.0
2001-04-24,0.0
2001-05-22,-20.0
2001-09-24,0.0
2002-02-11,0.0
2002-03-19,0.0
2002-04-04,0.0
2002-07-01,-20.0
2002-08-22,0.0
2002-10-10,-12.5
2002-10-21,-28.5714
2003-01-13,-20.0
2003-02-05,0.0
2003-02-24,0.0
2003-02-28,0.0
2003-04-21,0.0
2003-05-21,0.0
2003-06-23,25.0
2003-06-24,40.0
2003-10-23,-28.5714
2003-11-07,0.0
2003-11-13,0.0
2003-12-22,0.0
2004-04-14,100.0
2004-04-27,-50.0
2004-04-28,0.0
2004-04-29,0.0
2004-11-02,0.0
2004-11-12,0.0
2004-11-24,0.0
2004-12-03,0.0
2004-12-21,200.0
2005-02-17,-33.3333
2005-03-03,100.0
2005-03-04,0.0
2005-03-08,0.0
2005-03-15,0.0
2005-03-23,0.0
2005-04-27,-25.0
2005-05-02,0.0
2005-05-10,0.0
2005-07-13,0.0
2005-09-13,0.0
2005-09-16,0.0
2006-03-09,0.0
2006-03-31,0.0
2006-04-12,0.0
2006-06-19,0.0
2006-08-11,-66.6667
2006-09-20,0.0
2006-10-03,0.0
2006-11-10,0.0
2006-12-08,0.0
2006-12-13,0.0
2006-12-15,0.0
2007-01-22,0.0
2007-02-20,260.0
2007-02-21,38.8889
2007-02-22,0.0
2007-03-22,-48.0
2007-03-29,-23.0769
2007-04-05,150.0
2007-04-19,-60.0
2007-04-20,50.0
2007-05-17,-33.3333
2007-06-18,100.0
2007-06-19,-25.0
2007-07-11,0.0
2007-07-13,-33.3333
2007-08-13,100.0
2007-08-24,0.0
2007-08-30,0.0
2007-09-06,0.0
2007-09-12,0.0
2007-10-10,-25.0
2007-11-06,0.0
2007-12-26,-33.3333
2007-12-31,50.0
2008-01-16,-20.0
2008-02-11,0.0
