ticker,MRNS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-31,0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,1.125
2014-08-06,-0.618
2014-08-07,0.0
2014-08-08,-0.2488
2014-08-11,0.3741
2014-08-12,0.3106
2014-08-13,-0.9288
2014-08-14,0.875
2014-08-15,-0.6196
2014-08-18,-0.2494
2014-08-19,0.125
2014-08-20,-0.1248
2014-08-21,0.0
2014-08-22,0.5
2014-08-25,0.0
2014-08-26,-0.1244
2014-08-27,-0.3736
2014-08-28,0.875
2014-08-29,-0.6196
2014-09-02,-5.3616
2014-09-03,-2.7668
2014-09-04,-0.6775
2014-09-05,14.3247
2014-09-08,6.4439
2014-09-09,-4.8206
2014-09-10,-4.947
2014-09-11,-0.8674
2014-09-12,-0.625
2014-09-15,-3.7736
2014-09-16,-2.7451
2014-09-17,0.4032
2014-09-18,-0.8032
2014-09-19,-15.5196
2014-09-22,0.0
2014-09-23,7.1885
2014-09-24,2.9806
2014-09-25,-1.4472
2014-09-26,2.79
2014-09-29,-0.1429
2014-09-30,-7.4392
2014-10-01,-9.8145
2014-10-02,0.5998
2014-10-03,6.4736
2014-10-06,11.04
2014-10-07,-11.0951
2014-10-08,1.6207
2014-10-09,-0.4785
2014-10-10,3.3654
2014-10-13,-0.9302
2014-10-14,-2.1909
2014-10-15,0.0
2014-10-16,11.04
2014-10-17,-1.2968
2014-10-21,-4.9635
2014-10-22,-4.6083
2014-10-23,4.4283
2014-10-24,8.404
2014-10-27,-5.2632
2014-10-28,12.012
2014-10-29,0.5362
2014-10-30,0.5333
2014-10-31,-0.5305
2014-11-03,-1.3333
2014-11-04,-7.973
2014-11-05,2.9369
2014-11-06,-0.1427
2014-11-07,0.1429
2014-11-10,0.0
2014-11-11,-1.4264999999999999
2014-11-12,-5.9334
2014-11-13,-2.1538
2014-11-14,1.1006
2014-11-17,1.7107
2014-11-18,-5.1988
2014-11-19,9.5161
2014-11-20,-3.2401
2014-11-21,8.067
2014-11-24,-2.6761
2014-11-25,-2.1708
2014-11-26,2.2115
2014-11-28,-1.5848
2014-12-01,10.2941
2014-12-02,0.0
2014-12-03,-2.0
2014-12-04,-1.7687
2014-12-05,0.1385
2014-12-08,0.2766
2014-12-09,5.3793
2014-12-10,4.5812
2014-12-11,1.7522
2014-12-12,-6.1501
2014-12-15,7.2084
2014-12-16,-3.423
2014-12-17,-3.6709
2014-12-18,10.3811
2014-12-19,2.9762
2014-12-22,0.578
2014-12-23,-5.6322
