ticker,AVFP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,200.0
2000-01-24,-66.6667
2000-01-25,200.0
2000-01-28,-16.6667
2000-02-02,-60.0
2000-02-04,0.0
2000-02-11,200.0
2000-02-22,133.3333
2000-02-23,0.0
2000-02-24,0.0
2000-02-28,42.8571
2000-03-01,-22.0
2000-03-03,2.5641
2000-03-07,36.25
2000-03-24,-28.4404
2000-03-30,2.5641
2000-04-05,-90.0
2000-04-10,525.0
2000-04-12,-20.0
2000-04-19,-75.0
2000-04-24,-10.0
2000-05-08,344.4444
2000-05-10,25.0
2000-05-12,52.0
2000-05-16,15.1316
2000-05-18,37.1429
2000-05-19,0.0
2000-05-23,-16.6667
2000-05-25,0.0
2000-05-26,32.0
2000-06-02,-9.0909
2000-06-06,-33.3333
2000-06-09,25.0
2000-06-23,-20.0
2000-06-26,12.5
2000-07-18,-22.2222
2000-07-25,28.5714
2000-08-08,0.0
2000-08-09,-66.6667
2000-08-10,0.0
2000-08-11,266.6667
2000-08-15,-72.7273
2000-09-13,230.0
2000-09-14,-29.2929
2000-09-18,-57.1429
2000-09-21,166.6667
2000-09-25,0.0
2000-09-26,-50.0
2000-10-03,25.0
2000-10-11,0.0
2000-10-13,-68.0
2000-10-16,150.0
2000-10-18,-60.0
2000-10-24,-25.0
2000-11-10,0.0
2000-11-14,0.0
2000-11-21,0.0
2000-11-29,0.0
2000-12-04,150.0
2000-12-05,-60.0
2000-12-06,0.0
2000-12-08,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-03,0.0
2001-01-04,0.0
2001-01-16,-16.6667
2001-01-30,0.0
2001-02-13,0.0
2001-02-28,0.0
2001-03-05,40.0
2001-03-30,-28.5714
2001-05-07,4.0
2001-05-15,-23.0769
2001-08-22,-50.0
2001-09-26,0.0
2001-10-22,150.0
2001-10-23,-60.0
2001-10-26,0.0
2001-11-01,0.0
2001-11-07,-50.0
2001-11-13,100.0
2001-12-03,-50.0
2001-12-18,0.0
2001-12-20,0.0
2001-12-26,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-22,0.0
2002-02-12,0.0
2002-02-22,0.0
2002-03-18,0.0
2002-03-19,0.0
2002-04-05,0.0
2002-04-25,0.0
2002-04-26,-50.0
2002-10-10,0.0
2002-10-18,0.0
2002-11-21,-80.0
2002-12-24,400.0
2002-12-27,0.0
