ticker,AVFP US Equity
2002-12-30,0.0
2002-12-31,0.0
2003-01-06,0.0
2003-01-24,100.0
2003-02-10,-50.0
2003-02-12,0.0
2003-02-28,600.0
2003-03-05,-20.0
2003-03-19,10.7143
2003-03-20,0.0
2003-03-27,9.6774
2003-04-03,0.0
2003-04-08,-41.1765
2003-05-29,0.0
2003-06-17,0.0
2003-06-27,0.0
2003-07-07,0.0
2003-07-18,0.0
2003-07-29,0.0
2003-09-02,0.0
2003-09-08,0.0
2003-09-17,-50.0
2003-10-07,-30.0
2003-10-13,-28.5714
2003-10-23,0.0
2003-10-24,0.0
2003-10-28,0.0
2003-11-11,0.0
2004-01-13,0.0
2004-02-02,0.0
2004-02-05,300.0
2004-03-02,-75.0
2004-03-22,60.0
2004-05-07,0.0
2004-05-10,0.0
2004-05-24,0.0
2004-07-30,0.0
2004-08-16,0.0
2004-08-19,0.0
2004-08-23,0.0
2004-08-27,-18.75
2004-11-05,-7.6923
2004-12-14,0.0
2004-12-22,0.0
2004-12-28,0.0
2005-02-02,0.0
2005-02-11,0.0
2005-02-17,-16.6667
2005-03-02,0.0
2005-05-11,0.0
2005-05-16,200.0
2005-05-18,-66.6667
2005-05-24,0.0
2005-06-02,0.0
2005-06-10,0.0
2005-07-28,0.0
2005-08-17,0.0
2005-09-27,0.0
2005-12-08,300.0
2005-12-29,-50.0
2005-12-30,0.0
2006-02-07,0.0
2006-04-27,450.0
2006-05-11,-53.6364
2006-05-19,-11.7647
2006-08-17,100.0
2006-11-20,-77.7778
2006-11-28,0.0
2006-12-29,0.0
2007-01-17,525.0
2007-01-23,-56.0
2007-02-22,0.0
2007-03-05,263.6364
2007-03-09,-72.5
2007-03-12,209.0909
2007-03-13,17.647100000000002
2007-03-15,-15.0
2007-03-16,0.0
2007-04-30,17.647100000000002
2007-05-11,-25.0
2007-05-14,66.6667
2007-07-23,-20.0
2007-07-24,12.5
2007-09-04,0.0
2007-10-12,0.0
2007-10-16,24.4444
2007-12-03,-19.6429
2007-12-04,11.1111
2007-12-05,20.0
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,33.3333
2008-01-29,-25.0
2008-03-31,-6.6667
2008-04-03,0.0
2008-04-08,0.0
2008-04-17,-3.5714
2008-04-21,-14.8148
2008-06-02,-4.3478
2008-06-06,0.0
2008-06-09,36.3636
2008-06-10,0.0
2008-06-11,0.0
2008-06-12,0.0
2008-06-13,16.6667
2008-06-16,42.8571
2008-06-18,0.0
2008-06-19,-10.0
2008-06-24,-11.5556
2008-06-25,0.5025
2008-07-01,12.5
2008-07-03,0.0
2008-07-09,11.1111
2008-07-18,-30.0
2008-09-04,14.2857
2008-09-26,0.0
2008-10-17,0.0
2008-11-28,-1.25
2008-12-04,-24.0506
2008-12-08,29.6667
2008-12-10,-22.8792
2009-01-21,-61.6667
2009-01-22,160.0
2009-02-06,-66.2207
2009-02-09,98.0198
2009-02-10,12.5
2009-02-17,-55.1111
2009-02-18,98.0198
2009-02-19,12.5
2009-02-23,-11.1111
2009-03-02,-87.5
2009-03-03,700.0
2009-03-31,45.0
2009-04-29,-22.4138
2009-04-30,28.8889
2009-05-29,-39.6552
2009-06-12,0.0
2009-06-18,42.8571
2009-06-24,20.0
2009-06-25,3.3333
2009-06-26,25.8065
2009-06-30,-48.7179
2009-07-02,95.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-15,0.0
2009-07-20,0.0
2009-09-24,-35.8974
2009-09-28,0.0
2009-09-30,0.0
2009-11-17,80.0
2009-12-04,-44.4444
2009-12-14,80.0
2010-04-29,0.0
2010-04-30,-0.2222
2010-05-28,-7.5724
2010-08-04,-97.1084
2010-08-05,3650.0
2010-10-01,-44.4444
2010-10-04,0.0
2010-10-06,0.0
2010-10-19,4.0
2010-10-25,34.6154
2010-11-02,-28.5714
2010-11-04,0.0
2010-12-23,-2.0
2010-12-30,0.0
2011-01-05,-2.0408
2011-01-24,-0.4167
2011-02-04,2.5105
2011-02-14,-2.0408
2011-03-21,3.75
2011-03-24,0.0
2011-04-07,0.0
2011-04-14,0.4016
2011-06-30,0.0
2011-07-29,0.0
2011-08-25,-54.0
2011-08-26,117.3913
2011-08-31,-4.0
2011-09-01,4.1667
2011-09-19,-55.6
2011-09-20,124.3243
2011-10-24,-7.6305
2011-11-21,8.6957
2011-12-30,0.0
2012-02-27,0.0
2012-03-20,-20.0
2012-04-23,-75.0
2012-04-24,10.0
2012-04-25,261.8182
2012-04-26,18.0905
2012-08-15,-2.1277
2012-08-16,-21.7391
2012-08-23,0.0
2012-08-24,0.0
2012-09-05,8.3333
2012-09-10,-7.6923
2012-09-12,8.3333
2012-09-21,-17.9487
2012-09-28,25.0
2012-10-03,24.5
2012-10-04,0.8032
2012-10-31,-36.255
2012-11-05,-6.25
2012-11-06,-3.3333
2012-11-15,-10.3448
2012-11-20,93.0769
2013-01-14,-60.1594
2013-01-15,-65.0
2013-01-16,-42.8571
2013-01-17,645.0
2013-01-22,-6.0403
2013-02-05,-45.0
2013-02-13,75.3247
2013-03-28,-3.7037
2013-04-12,-23.0769
2013-04-15,25.0
2013-05-08,-20.0
2013-05-13,24.0
2013-06-04,-19.3548
2013-06-06,3.0
2013-06-10,-20.3883
2013-06-14,0.0
2013-06-18,9.7561
2013-06-21,-16.6667
2013-06-24,4.0
2013-06-27,-29.4872
2013-06-28,27.2727
2013-07-02,-28.5714
2013-07-08,20.0
2013-08-13,-41.6667
2013-08-14,0.0
2013-08-26,42.8571
2013-08-27,2.0
2013-08-30,47.0588
2013-09-03,-20.0
2013-09-04,-8.3333
2013-09-05,-9.0909
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-27,0.0
2013-10-03,0.0
2013-10-09,0.0
2013-10-16,0.0
2013-10-18,0.0
2013-10-29,54.0
2013-10-30,93.5065
2013-10-31,0.6711
2013-11-04,0.0
2013-11-21,-16.6667
2014-01-06,0.0
2014-01-14,-12.0
2014-01-15,0.0
2014-01-22,0.0
2014-01-24,-9.0909
2014-01-29,-10.0
2014-02-25,0.0
2014-03-14,-11.1111
2014-03-19,-12.5
2014-03-28,-14.2857
2014-04-25,-26.8333
2014-04-29,-52.164
2014-04-30,-28.5714
2014-05-05,-13.3333
2014-05-08,53.8462
2014-05-09,-20.0
2014-05-12,-62.5
2014-05-21,100.0
2014-06-04,16.6667
2014-06-12,14.2857
2014-07-08,0.0
2014-07-28,-6.25
2014-07-29,13.3333
2014-08-08,-11.7647
2014-08-11,-33.3333
2014-09-19,0.0
2014-09-22,-19.0
2014-10-01,0.0
2014-10-02,0.0
2014-10-23,0.0
2014-11-24,0.0
2014-11-25,-12.3457
2014-12-12,0.0
2014-12-19,0.0
2015-02-03,-8.4507
2015-02-19,0.0
2015-03-10,0.0
2015-05-07,-7.6923
2015-06-16,-15.0
2015-06-17,0.0
2015-06-23,0.0
2015-08-07,0.0
2015-08-14,0.0
2015-10-28,-1.9607999999999999
2015-10-30,0.0
2015-12-09,0.0
2015-12-21,-30.0
2016-03-11,14.2857
2016-03-14,25.0
2016-04-13,0.0
2016-05-02,0.0
2016-05-24,50.0
2016-06-06,20.0
2016-06-24,-33.3333
2016-06-28,-16.6667
2017-03-02,-30.0
2017-04-21,42.8571
2017-04-24,46.25
2017-04-26,-4.2735
2017-06-16,-14.2857
2017-08-11,-65.0
2017-09-07,0.0
2017-11-09,0.0
2018-01-30,138.0952
2018-02-13,0.0
2018-09-20,-56.0
2018-09-21,-31.8182
2018-09-25,-33.3333
2018-10-19,100.0
2019-05-16,400.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,50.0
2019-05-24,-59.3333
2019-05-28,-50.8197
2019-06-03,0.0
2019-07-02,200.0
2019-07-05,11.1111
2019-07-30,-49.9
2019-07-31,0.0
2019-09-03,99.6008
2019-11-07,52.0
2019-11-18,18.4211
2019-11-19,0.0
2019-12-06,-50.0
2019-12-10,-11.1111
2019-12-12,-6.875
2020-01-07,-6.0403
2020-01-13,-28.5714
2020-02-20,40.0
2020-02-28,-28.5714
2020-04-01,0.0
2020-05-11,-20.0
2020-05-21,125.0
2020-05-26,-55.5556
2020-06-10,25.0
2020-06-11,0.0
2020-06-16,140.0
2020-06-23,-58.3333
2020-07-31,20.0
