ticker,FBM US Equity
2017-06-30,-1.3047
2017-07-03,0.1555
2017-07-05,-3.8043
2017-07-06,-3.5513
2017-07-07,0.1674
2017-07-10,-1.3367
2017-07-11,-0.4234
2017-07-12,2.2959
2017-07-13,1.4131
2017-07-14,0.1639
2017-07-17,0.9002
2017-07-18,-2.0276
2017-07-19,-0.4139
2017-07-20,0.8313
2017-07-21,-1.7311999999999999
2017-07-24,-0.8389
2017-07-25,2.7073
2017-07-26,-1.0708
2017-07-27,0.6661
2017-07-28,0.1654
2017-07-31,-0.4129
2017-08-01,-0.3317
2017-08-02,0.0832
2017-08-03,-1.4131
2017-08-04,0.0843
2017-08-07,-0.9267
2017-08-08,-1.7856999999999998
2017-08-09,3.5498
2017-08-10,-1.8395000000000001
2017-08-11,1.1073
2017-08-14,1.011
2017-08-15,0.1668
2017-08-16,-0.7494
2017-08-17,-1.7617
2017-08-18,-3.6721
2017-08-21,-0.0887
2017-08-22,2.9281
2017-08-23,-1.4655
2017-08-24,2.0122
2017-08-25,1.8868
2017-08-28,2.6936
2017-08-29,2.459
2017-08-30,1.52
2017-08-31,2.9157
2017-09-01,3.2159
2017-09-05,-3.4866
2017-09-06,4.1507
2017-09-07,-0.5166
2017-09-08,-1.0386
2017-09-11,0.0
2017-09-12,0.8246
2017-09-13,1.0409
2017-09-14,-2.649
2017-09-15,-3.1746
2017-09-18,-0.1561
2017-09-19,-2.111
2017-09-20,4.8722
2017-09-21,-0.3808
2017-09-22,2.1407
2017-09-25,2.5449
2017-09-26,-0.8759
2017-09-27,3.6082
2017-09-28,1.5636
2017-09-29,-1.0497
2017-10-02,2.1924
2017-10-03,-0.0692
2017-10-04,-0.277
2017-10-05,-0.1389
2017-10-06,0.1391
2017-10-09,-0.8333
2017-10-10,-0.8403
2017-10-11,0.3531
2017-10-12,-6.4743
2017-10-13,1.4296
2017-10-16,0.1484
2017-10-17,-0.8889
2017-10-18,-1.9432
2017-10-19,-0.3049
2017-10-20,3.0581
2017-10-23,-1.5579
2017-10-24,0.6029
2017-10-25,-2.0974
2017-10-26,1.3007
2017-10-27,1.284
2017-10-30,-0.6711
2017-10-31,0.976
2017-11-01,-0.223
2017-11-02,2.31
2017-11-03,-2.185
2017-11-06,0.6701
2017-11-07,3.1065
2017-11-08,-3.2281
2017-11-09,2.891
2017-11-10,0.5043
2017-11-13,-1.4337
2017-11-14,-0.2909
2017-11-15,-0.8023
2017-11-16,2.2794
2017-11-17,2.3005
2017-11-20,0.9838
2017-11-21,0.2088
2017-11-22,0.2083
2017-11-24,0.5544
2017-11-27,-1.654
2017-11-28,4.1345
2017-11-29,0.3365
2017-11-30,2.0121
2017-12-01,0.3287
2017-12-04,-0.7864
2017-12-05,-4.6235
2017-12-06,-1.5928
2017-12-07,3.7298
2017-12-08,1.7639
2017-12-11,-1.7332999999999998
2017-12-12,-0.0678
2017-12-13,-3.5981
2017-12-14,-0.7746
2017-12-15,1.9163000000000001
2017-12-18,3.8301
2017-12-19,-1.3414
2017-12-20,1.0197
2017-12-21,0.3365
2017-12-22,-0.2012
2017-12-26,0.1344
2017-12-27,0.0
2017-12-28,0.5369
2017-12-29,-1.2684
2018-01-02,1.0142
2018-01-03,0.6693
2018-01-04,3.9894
2018-01-05,2.7494
2018-01-08,0.7467
2018-01-09,-2.3471
2018-01-10,-1.8975
2018-01-11,3.1593
2018-01-12,-0.3125
2018-01-16,-2.069
2018-01-17,0.128
2018-01-18,-0.3836
2018-01-19,0.3209
2018-01-22,-0.8317
2018-01-23,-0.8387
2018-01-24,1.4964
2018-01-25,0.1923
2018-01-26,1.2156
2018-01-29,-2.9077
2018-01-30,1.4974
2018-01-31,-4.8749
2018-02-01,0.0674
2018-02-02,-2.2911
2018-02-05,-1.931
2018-02-06,-0.1406
2018-02-07,0.4225
2018-02-08,-0.7714
2018-02-09,-1.6254
2018-02-12,2.5862
2018-02-13,2.7311
2018-02-14,-1.227
2018-02-15,0.3451
2018-02-16,-3.3012
2018-02-20,-1.138
2018-02-21,-0.4317
2018-02-22,-2.0231
2018-02-23,1.1799
2018-02-26,-0.0729
2018-02-27,3.3552
2018-02-28,-3.3874
2018-03-01,4.4558
2018-03-02,1.1888
2018-03-05,2.8334
2018-03-06,0.9409
2018-03-07,2.5300000000000002
2018-03-08,0.8442
2018-03-09,2.6401
2018-03-12,-2.9486
2018-03-13,1.5514000000000001
2018-03-14,-1.2094
2018-03-15,-0.5155
2018-03-16,0.6477
2018-03-19,-0.9009
2018-03-20,-1.4285999999999999
2018-03-21,0.8564
2018-03-22,-2.9393000000000002
2018-03-23,-2.6245000000000003
2018-03-26,2.9717000000000002
2018-03-27,-1.4765
2018-03-28,0.2044
2018-03-29,1.3596
2018-04-02,-2.6828
2018-04-03,0.6203
2018-04-04,0.137
2018-04-05,2.2572
2018-04-06,-2.3411
2018-04-09,-0.2055
2018-04-10,0.0
2018-04-11,-0.8922
2018-04-12,0.554
2018-04-13,-0.9642
2018-04-16,1.4604
2018-04-17,0.1371
2018-04-18,1.0267
2018-04-19,0.1355
2018-04-20,-1.3532
2018-04-23,-1.5775000000000001
2018-04-24,0.0
2018-04-25,-0.0697
2018-04-26,0.4881
2018-04-27,-0.2082
2018-04-30,-2.2949
2018-05-01,-0.3559
2018-05-02,-1.1429
2018-05-03,-0.289
2018-05-04,2.2464
2018-05-07,0.6378
2018-05-08,3.3803
2018-05-09,-5.0409
2018-05-10,4.4475999999999996
2018-05-11,-0.6181
2018-05-14,-2.3497
2018-05-15,-0.4246
2018-05-16,0.8529
2018-05-17,3.4531
2018-05-18,-0.3406
2018-05-21,-0.2051
2018-05-22,-0.4795
2018-05-23,-0.1376
2018-05-24,1.9986000000000002
2018-05-25,1.8243
2018-05-29,1.5926
2018-05-30,0.2613
2018-05-31,0.0
2018-06-01,1.0423
2018-06-04,-0.2579
2018-06-05,0.4525
2018-06-06,-0.1931
2018-06-07,-0.7737
2018-06-08,1.1046
2018-06-11,0.7712
2018-06-12,0.0
2018-06-13,-0.7653
2018-06-14,0.3213
2018-06-15,1.7936999999999999
2018-06-18,-0.2517
2018-06-19,-1.0095
2018-06-20,1.0835
2018-06-21,-0.3783
2018-06-22,-0.0633
2018-06-25,0.6333
2018-06-26,2.5173
2018-06-27,-1.9644
2018-06-28,-5.8234
2018-06-29,2.2606
2018-07-02,1.5605
2018-07-03,-0.2561
2018-07-05,0.8344
2018-07-06,0.8912
2018-07-09,0.1893
2018-07-10,-1.6373
2018-07-11,-1.4085
2018-07-12,-2.3377
2018-07-13,0.266
2018-07-16,-2.5862
2018-07-17,0.6127
2018-07-18,0.0677
2018-07-19,1.8932
2018-07-20,-1.7252999999999998
2018-07-23,-3.3086
2018-07-24,1.6760000000000002
2018-07-25,-1.0989
2018-07-26,0.6944
2018-07-27,-1.1724
2018-07-30,1.1165
2018-07-31,0.0
2018-08-01,-2.0014
2018-08-02,-1.4085
2018-08-03,-5.5
2018-08-06,2.0408
2018-08-07,-0.2222
2018-08-08,-4.2316
2018-08-09,3.4109
2018-08-10,-1.1994
2018-08-13,0.0
2018-08-14,2.0486
2018-08-15,1.1152
2018-08-16,1.4706000000000001
2018-08-17,-1.9565000000000001
2018-08-20,0.5174
2018-08-21,3.0147
2018-08-22,0.571
2018-08-23,-1.7743
2018-08-24,-0.3613
2018-08-27,1.5228000000000002
2018-08-28,-3.0
2018-08-29,1.4727999999999999
2018-08-30,1.8142
2018-08-31,-1.5681
2018-09-04,2.2448
2018-09-05,-0.9207
2018-09-06,-1.3580999999999999
2018-09-07,-1.3043
2018-09-10,3.4508
2018-09-11,0.7097
2018-09-12,-0.5638
2018-09-13,-6.3076
2018-09-14,-0.5295
2018-09-17,-0.5323
2018-09-18,0.9174
2018-09-19,-0.0758
2018-09-20,-0.6065
2018-09-21,-1.6018
2018-09-24,1.3953
2018-09-25,-2.9052
2018-09-26,0.0
2018-09-27,3.8583
2018-09-28,-5.4587
2018-10-01,-2.3256
2018-10-02,-1.5598999999999998
2018-10-03,2.5021
2018-10-04,1.6273
2018-10-05,0.5604
2018-10-08,3.1051
2018-10-09,-1.3127
2018-10-10,-0.939
2018-10-11,-6.6350999999999996
2018-10-12,-2.5381
2018-10-15,-1.9965000000000002
2018-10-16,2.0372
2018-10-17,-1.3021
2018-10-18,-2.8144
2018-10-19,-0.9955
2018-10-22,0.0914
2018-10-23,-2.1918
2018-10-24,-5.9757
2018-10-25,1.6882000000000001
2018-10-26,-4.5898
2018-10-29,-3.8895
2018-10-30,2.4494
2018-10-31,-0.9356
2018-11-01,14.5855
2018-11-02,-1.5568
2018-11-05,-4.9302
2018-11-06,-3.6204
2018-11-07,1.1168
2018-11-08,-1.1044
2018-11-09,-2.0305
2018-11-12,-2.1762
2018-11-13,3.3898
2018-11-14,-1.2295
2018-11-15,1.971
2018-11-16,1.5259
2018-11-19,-2.6052
2018-11-20,-1.4403000000000001
2018-11-21,1.7745
2018-11-23,-2.359
2018-11-26,2.2059
2018-11-27,-1.1305
2018-11-28,3.7422
2018-11-29,-1.6032
2018-11-30,-0.4073
2018-12-03,0.1022
2018-12-04,-6.1287
2018-12-06,-3.6997
2018-12-07,-2.3729
2018-12-10,-3.9352
2018-12-11,-1.2048
2018-12-12,-2.0732
2018-12-13,0.0
2018-12-14,-0.6227
2018-12-17,1.8797000000000001
2018-12-18,1.23
2018-12-19,-3.4022
2018-12-20,-1.2579
2018-12-21,-1.1465
2018-12-24,0.9021
2018-12-26,4.2146
2018-12-27,1.3479999999999999
2018-12-28,-0.7255
2018-12-31,1.218
2019-01-02,7.2202
2019-01-03,0.5612
2019-01-04,4.4643
2019-01-07,3.312
2019-01-08,0.1034
2019-01-09,0.7231
2019-01-10,0.0
2019-01-11,-3.7949
2019-01-14,-2.7719
2019-01-15,3.5088
2019-01-16,0.0
2019-01-17,0.3178
2019-01-18,2.9567
2019-01-22,-4.5128
2019-01-23,0.2148
2019-01-24,0.5359
2019-01-25,1.1727
2019-01-28,-0.4215
2019-01-29,-1.2698
2019-01-30,-1.3934
2019-01-31,-0.6522
2019-02-01,1.6411
2019-02-04,0.2153
2019-02-05,-1.9334
2019-02-06,-1.4239
2019-02-07,-0.5556
2019-02-08,-2.3464
2019-02-11,1.373
2019-02-12,1.0158
2019-02-13,0.6704
2019-02-14,-0.222
2019-02-15,2.4472
2019-02-19,2.4973
2019-02-20,4.8729
2019-02-21,-0.5051
2019-02-22,-3.4518
2019-02-25,-0.5258
2019-02-26,11.2051
2019-02-27,3.8973
2019-02-28,1.7383
2019-03-01,-2.8777
2019-03-04,2.5
2019-03-05,-1.8067
2019-03-06,-4.5998
2019-03-07,-1.6393
2019-03-08,1.9607999999999999
2019-03-11,1.5385
2019-03-12,-0.2841
2019-03-13,-2.0893
2019-03-14,-1.1639
2019-03-15,3.1403
2019-03-18,-2.2835
2019-03-19,-0.1947
2019-03-20,-4.878
2019-03-21,0.9231
2019-03-22,-3.1504
2019-03-25,-0.2099
2019-03-26,1.367
2019-03-27,0.1037
2019-03-28,2.1762
2019-03-29,-0.2028
2019-04-01,1.4228
2019-04-02,0.2004
2019-04-03,-0.2
2019-04-04,6.4128
2019-04-05,3.484
2019-04-08,0.9099
2019-04-09,-1.9838
2019-04-10,4.6918
2019-04-11,3.3392
2019-04-12,4.2517
2019-04-15,3.0995
2019-04-16,-0.7911
2019-04-17,1.4354
2019-04-18,2.9874
2019-04-22,-0.7634
2019-04-23,2.6923
2019-04-24,-0.2996
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,1.2772000000000001
2019-04-30,0.816
2019-05-01,1.2509000000000001
2019-05-02,-1.1628
2019-05-03,2.2059
2019-05-06,2.1583
2019-05-07,1.5493000000000001
2019-05-08,7.0735
2019-05-09,0.7124
2019-05-10,0.9646
2019-05-13,-1.9745
2019-05-14,-0.5198
2019-05-15,3.5271
2019-05-16,0.1262
2019-05-17,-0.9452
2019-05-20,-0.5725
2019-05-21,0.5758
2019-05-22,-1.4631
2019-05-23,-1.2266
2019-05-24,0.1961
2019-05-28,1.4351
2019-05-29,-2.3794
2019-05-30,-0.5929
2019-05-31,0.5302
2019-06-03,-0.4614
2019-06-04,0.3974
2019-06-05,1.5171999999999999
2019-06-06,-0.2599
2019-06-07,0.1954
2019-06-10,0.4551
2019-06-11,0.3236
2019-06-12,-0.7097
2019-06-13,3.1839
2019-06-14,-0.8816
2019-06-17,0.5718
2019-06-18,3.3481
2019-06-19,-3.1174
2019-06-20,2.2082
2019-06-21,0.0617
2019-06-24,0.0617
2019-06-25,1.7263
2019-06-26,1.1515
2019-06-27,0.0
2019-06-28,6.5309
2019-07-01,-1.8559999999999999
2019-07-02,-0.2865
2019-07-03,-0.1724
2019-07-05,-0.1727
2019-07-08,-0.4614
2019-07-09,-0.927
2019-07-10,0.7602
2019-07-11,1.9153
2019-07-12,-0.0569
2019-07-15,-0.2849
2019-07-16,-0.0571
2019-07-17,-1.4294
2019-07-18,-2.2042
2019-07-19,-1.0676
2019-07-22,-0.4796
2019-07-23,-0.1205
2019-07-24,5.4282
2019-07-25,0.8009
2019-07-26,-0.681
2019-07-29,-1.5429
2019-07-30,0.8706
2019-07-31,-0.9781
2019-08-01,-2.6729000000000003
2019-08-02,1.1343
2019-08-05,-3.4829
2019-08-06,3.6696999999999997
2019-08-07,4.4248
2019-08-08,9.2655
2019-08-09,-3.2058
2019-08-12,-1.2286
2019-08-13,-2.9746
2019-08-14,-0.223
2019-08-15,0.3352
2019-08-16,-3.5078
2019-08-19,-1.2695
2019-08-20,4.7925
2019-08-21,2.2867
2019-08-22,-0.6543
2019-08-23,-1.5917
2019-08-26,-0.8366
2019-08-27,-3.0371
2019-08-28,-1.4501
2019-08-29,0.824
2019-08-30,0.0
2019-09-03,-3.9696
2019-09-04,-0.6079
2019-09-05,2.9358
2019-09-06,0.6536
2019-09-09,3.2468
2019-09-10,3.0875
2019-09-11,2.3849
2019-09-12,0.2709
2019-09-13,-1.3506
2019-09-16,1.3143
2019-09-17,2.1081
2019-09-18,0.2647
2019-09-19,-7.7614
2019-09-20,-5.5524000000000004
2019-09-23,-0.3636
2019-09-24,-3.1022
2019-09-25,1.8832
2019-09-26,-1.6019999999999999
2019-09-27,-4.0075
2019-09-30,1.0437
2019-10-01,-2.2595
2019-10-02,-0.9247
2019-10-03,4.4667
2019-10-04,1.7229999999999999
2019-10-07,1.9447999999999999
2019-10-08,2.2769
2019-10-09,0.0
2019-10-10,0.361
2019-10-11,2.518
2019-10-14,1.8713
2019-10-15,0.6889
2019-10-16,1.2543
2019-10-17,2.0833
2019-10-18,0.7722
2019-10-21,-0.4379
2019-10-22,1.1545
2019-10-23,-0.3261
2019-10-24,1.9628999999999999
2019-10-25,0.8021
2019-10-28,0.0
2019-10-29,-0.3183
2019-10-30,-1.7563
2019-10-31,0.7042
2019-11-01,2.4207
2019-11-04,2.416
2019-11-05,6.1538
2019-11-06,4.8309
2019-11-07,-3.9631
2019-11-08,2.0154
2019-11-11,-0.9407
2019-11-12,0.6173
2019-11-13,1.6989
2019-11-14,-0.3712
2019-11-15,-1.1178
2019-11-18,-0.4239
2019-11-19,-2.5544000000000002
2019-11-20,0.9223
2019-11-21,-0.2886
2019-11-22,-0.8201
2019-11-25,1.6537
2019-11-26,-0.1914
2019-11-27,0.2876
2019-11-29,-2.2945
2019-12-02,0.6849
2019-12-03,-0.1458
2019-12-04,1.0219
2019-12-05,-2.9383
2019-12-06,0.0
2019-12-09,-0.5459
2019-12-10,-0.1996
2019-12-11,-2.05
2019-12-12,-1.6844999999999999
2019-12-13,-1.1423
2019-12-16,0.4727
2019-12-17,0.1568
2019-12-18,0.1044
2019-12-19,-1.4599
2019-12-20,-0.8995
2019-12-23,-0.4271
2019-12-24,1.0188
2019-12-26,0.3715
2019-12-27,6.8747
2019-12-30,-4.0079
2019-12-31,-0.2577
2020-01-02,1.137
2020-01-03,0.511
2020-01-06,-3.0503
2020-01-07,-1.678
2020-01-08,1.7067
2020-01-09,-1.1536
2020-01-10,0.7958
2020-01-13,1.5789
2020-01-14,-1.8135
2020-01-15,2.6385
2020-01-16,0.9254
2020-01-17,-1.6301999999999999
2020-01-21,0.5179
2020-01-22,-2.1638
2020-01-23,0.2106
2020-01-24,-1.4714
2020-01-27,-1.4933
2020-01-28,-0.1624
2020-01-29,2.1692
2020-01-30,-1.1677
2020-01-31,-4.2427
2020-02-03,-2.0752
2020-02-04,1.3173
2020-02-05,2.3742
2020-02-06,-1.6013
2020-02-07,-2.3569
2020-02-10,1.954
2020-02-11,1.1274
2020-02-12,1.6165
2020-02-13,0.6583
2020-02-14,-0.9264
2020-02-18,-0.8801
2020-02-19,3.2741
2020-02-20,-0.3761
2020-02-21,-2.2654
2020-02-24,0.2208
2020-02-25,-13.5463
2020-02-26,-4.0127
2020-02-27,1.7252999999999998
2020-02-28,1.7612999999999999
2020-03-02,6.9872
2020-03-03,1.438
2020-03-04,2.4808
2020-03-05,-3.5159000000000002
2020-03-06,-1.7324000000000002
2020-03-09,-7.4772
2020-03-10,1.8397000000000001
2020-03-11,-6.3871
2020-03-12,-19.297
2020-03-13,3.3305
2020-03-16,-20.1653
2020-03-17,5.383
2020-03-18,-11.5914
2020-03-19,14.3333
2020-03-20,-4.7619
2020-03-23,-9.3878
2020-03-24,13.2883
2020-03-25,11.0338
2020-03-26,9.8478
2020-03-27,-13.7734
2020-03-30,-0.3781
2020-03-31,-2.3719
2020-04-01,-7.7745
2020-04-02,-3.8988
2020-04-03,-11.2939
2020-04-06,14.0915
2020-04-07,-1.8418
2020-04-08,6.6225000000000005
2020-04-09,11.5942
2020-04-13,-8.6271
2020-04-14,-1.6244
2020-04-15,-4.0248
2020-04-16,-2.7957
2020-04-17,11.9469
2020-04-20,-2.3715
2020-04-21,-2.1255
2020-04-22,-3.7229
2020-04-23,4.9409
2020-04-24,2.0471
2020-04-27,6.2187
2020-04-28,6.0434
2020-04-29,10.2404
2020-04-30,-5.4927
2020-05-01,-5.2991
2020-05-04,3.5199
2020-05-05,-1.2206
2020-05-06,-3.9718
2020-05-07,4.5956
2020-05-08,5.1845
2020-05-11,3.3417
2020-05-12,-1.4551
2020-05-13,-10.1723
2020-05-14,5.2968
2020-05-15,2.1683
2020-05-18,12.9881
2020-05-19,-4.8084
2020-05-20,4.4199
2020-05-21,-1.8141
2020-05-22,1.8476
2020-05-26,3.8548999999999998
2020-05-27,8.0786
2020-05-28,-7.6768
2020-05-29,-2.8446
2020-06-01,0.9009
2020-06-02,4.1667
2020-06-03,3.1429
2020-06-04,4.6399
2020-06-05,6.0225
2020-06-08,1.1236
2020-06-09,1.9136
2020-06-10,-2.8468
2020-06-11,-8.5411
2020-06-12,-0.409
2020-06-15,4.1752
2020-06-16,5.5191
2020-06-17,-1.6189
2020-06-18,1.3291
2020-06-19,-0.1249
2020-06-22,0.4378
2020-06-23,1.0585
2020-06-24,-4.6827
2020-06-25,0.0646
2020-06-26,-5.1034
2020-06-29,7.0116
2020-06-30,-0.6997
2020-07-01,-4.7406
2020-07-02,0.0
2020-07-06,1.0087
2020-07-07,-2.5965
2020-07-08,0.8886
2020-07-09,-4.4715
2020-07-10,2.6241
2020-07-13,-1.8659
2020-07-14,2.1127
2020-07-15,2.7586
2020-07-16,3.2215
2020-07-17,-1.6905000000000001
2020-07-20,-3.373
2020-07-21,-1.3005
2020-07-22,2.1498
2020-07-23,-1.1541
2020-07-24,-2.7473
2020-07-27,1.1299
2020-07-28,-2.2346
2020-07-29,3.0714
2020-07-30,-4.5045
2020-07-31,-0.3628
