ticker,PPPS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-07,0.625
2007-06-12,0.1242
2007-06-14,-0.7444
2007-06-21,-10.625
2007-06-27,-2.0979
2007-07-10,14.2857
2007-07-11,0.625
2007-07-20,-13.0435
2007-07-23,0.0
2007-08-06,0.0
2007-08-07,0.0
2007-08-08,0.0
2007-08-14,0.0
2007-08-20,-14.2857
2007-08-21,-0.8333
2007-08-27,-3.3613
2007-08-30,-12.1739
2007-08-31,18.8119
2007-09-04,0.0
2007-09-05,1.6667
2007-09-06,14.7541
2007-09-07,0.7143
2007-09-10,-2.1277
2007-09-11,-5.7971
2007-09-12,0.0
2007-09-13,0.0
2007-09-14,3.0769
2007-09-17,0.4478
2007-09-19,-1.6345
2007-09-20,-5.4381
2007-09-24,2.2364
2007-09-25,-0.7813
2007-09-26,1.7323
2007-09-27,0.6192
2007-09-28,0.0
2007-10-01,0.0
2007-10-02,0.0
2007-10-03,0.0
2007-10-04,-3.0769
2007-10-05,1.1111
2007-10-08,2.0408
2007-10-09,0.0
2007-10-10,2.3077
2007-10-11,5.2632
2007-10-12,0.0
2007-10-15,5.7143
2007-10-16,8.1081
2007-10-17,6.25
2007-10-18,2.9412000000000003
2007-10-19,-2.2857
2007-10-22,2.3392
2007-10-23,1.7143000000000002
2007-10-25,1.1236
2007-10-26,0.0
2007-10-29,-1.1111
2007-10-30,-0.5618
2007-10-31,-0.565
2007-11-01,0.0
2007-11-02,-3.4091
2007-11-06,0.0
2007-11-07,-1.1764999999999999
2007-11-08,0.0
2007-11-09,-4.7619
2007-11-12,-1.25
2007-11-16,-1.8987
2007-11-19,2.5806
2007-11-26,-5.6604
2007-11-28,3.3333
2007-11-29,-3.2258
2007-11-30,1.3333
2007-12-03,0.6579
2007-12-05,-0.6536
2007-12-06,-1.3158
2007-12-07,2.0
2007-12-11,-8.4967
2007-12-12,-10.7143
2007-12-13,4.0
2007-12-14,-0.7692
2007-12-17,3.876
2007-12-18,0.0
2007-12-19,0.7463
2007-12-20,1.4815
2007-12-24,-0.7299
2007-12-26,0.7353
2007-12-27,3.6496
2007-12-28,0.0
2007-12-31,0.7042
2008-01-02,1.3986
2008-01-03,-0.6897
2008-01-04,-0.6944
2008-01-07,0.0
2008-01-08,-0.6993
2008-01-09,-0.7042
2008-01-10,0.8511
2008-01-11,0.5626
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,2.0979
2008-01-18,-1.3699
2008-01-22,-2.7778
2008-01-23,-1.4285999999999999
