ticker,ESTRF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-17,0.0
2015-11-18,-0.5208
2015-11-24,0.0
2015-11-30,0.0
2015-12-02,0.5236
2015-12-03,0.0
2015-12-04,0.0
2015-12-08,0.0
2015-12-09,-0.5208
2015-12-10,0.0
2015-12-11,0.0
2015-12-16,0.0
2015-12-18,-0.5236
2015-12-21,0.5263
2015-12-22,-0.5236
2015-12-23,0.0
2015-12-24,0.0
2015-12-28,-0.5263
2015-12-29,-0.3175
2015-12-30,1.38
2015-12-31,3.1414
2016-01-05,-2.132
2016-01-06,-0.4149
2016-01-14,-0.4167
2016-01-15,-0.4171
2016-01-19,0.734
2016-01-20,0.3128
2016-01-21,-2.183
2016-01-22,1.8066
2016-01-29,0.7307
2016-02-01,-2.2798
2016-02-02,1.3786
2016-02-03,0.9414
2016-02-05,0.2073
2016-02-12,0.8273
2016-02-24,-0.5128
2016-02-29,-2.268
2016-03-01,2.3207
2016-03-02,0.0
2016-03-03,2.5773
2016-03-04,-4.0201
2016-03-07,2.0942
2016-03-08,-0.3077
2016-03-09,0.2058
2016-03-10,-0.5133
2016-03-11,0.0
2016-03-14,0.0
2016-03-17,0.516
2016-03-18,-0.4107
2016-03-22,-0.3093
2016-03-23,-0.7239
2016-03-28,1.5625
2016-03-29,-0.6154
2016-03-31,0.6192
2016-04-01,0.5128
2016-04-05,-0.8163
2016-04-08,-1.2346
2016-04-11,1.5625
2016-05-09,-0.5128
2016-05-10,-0.6186
2016-05-16,0.4947
2016-05-20,-0.2858
2016-05-23,-0.1035
2016-05-25,0.1036
2016-05-27,-0.1035
2016-06-06,-0.2073
2016-06-07,-0.3115
2016-06-08,0.5195
2016-06-16,0.1049
2016-06-17,-0.1035
2016-06-24,0.2073
2016-06-27,0.0
2016-06-28,-0.7239
2016-06-29,0.7292
2016-06-30,0.8273
2016-07-06,-1.5385
2016-07-07,0.0
2016-07-12,0.0
2016-07-13,1.4062999999999999
2016-07-15,-0.4622
2016-07-20,-0.9288
2016-07-22,1.3555
2016-07-25,-0.4124
2016-07-26,-0.9288
2016-07-28,0.9375
2016-08-01,-0.7224
2016-08-02,1.5593
2016-08-04,0.3071
2016-08-09,-0.5102
2016-08-11,-0.5128
2016-08-12,0.2062
2016-08-15,0.3086
2016-08-17,0.3077
2016-08-22,-0.0013
2016-08-23,0.2058
2016-08-24,0.0
2016-08-26,0.5089
2016-08-29,-0.5064
2016-08-30,-0.102
2016-08-31,0.6129
2016-09-06,-0.7107
