ticker,ZTO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-27,-15.0256
2016-10-28,2.5347
2016-10-31,-0.3531
2016-11-01,-5.4932
2016-11-02,0.0
2016-11-03,-0.0625
2016-11-04,-4.9406
2016-11-07,1.5131999999999999
2016-11-08,0.0648
2016-11-09,-7.2539
2016-11-10,1.2570000000000001
2016-11-11,0.5517
2016-11-14,-1.9889999999999999
2016-11-15,1.3296000000000001
2016-11-16,0.8978
2016-11-17,4.449
2016-11-18,6.8152
2016-11-21,-2.5153
2016-11-22,-5.1605
2016-11-23,1.6589
2016-11-25,3.7859
2016-11-28,-0.566
2016-11-29,-1.1385
2016-11-30,-3.199
2016-12-01,-3.4369
2016-12-02,-5.3388
2016-12-05,-2.5307
2016-12-06,0.7418
2016-12-07,-0.1473
2016-12-08,6.6372
2016-12-09,-2.2822
2016-12-12,-5.4494
2016-12-13,-3.9671
2016-12-14,2.65
2016-12-15,-1.9742
2016-12-16,-2.0914
2016-12-19,0.2373
2016-12-20,3.3149
2016-12-21,0.5348
2016-12-22,-1.8997000000000002
2016-12-23,-2.6336
2016-12-27,0.1591
2016-12-28,-2.224
2016-12-29,1.0561
2016-12-30,-2.9743
2017-01-03,0.9942
2017-01-04,0.6563
2017-01-05,5.705
2017-01-06,2.8527
2017-01-09,-2.5487
2017-01-10,4.0769
2017-01-11,0.8869
2017-01-12,-2.8571
2017-01-13,-3.1673999999999998
2017-01-17,0.6231
2017-01-18,2.2446
2017-01-19,2.7252
2017-01-20,0.2211
2017-01-23,-1.0294
2017-01-24,-1.263
2017-01-25,-3.0098
2017-01-26,-4.4996
2017-01-27,0.8936
2017-01-30,-0.6441
2017-01-31,1.0535
2017-02-01,2.4058
2017-02-02,-1.8794
2017-02-03,-2.3144
2017-02-06,1.2255
2017-02-07,2.0178
2017-02-08,-0.4747
2017-02-09,-2.5437
2017-02-10,1.2235
2017-02-13,5.0766
2017-02-14,0.3067
2017-02-15,9.0979
2017-02-16,-1.9622000000000002
2017-02-17,0.143
2017-02-21,1.5703
2017-02-22,1.3352
2017-02-23,-2.1498
2017-02-24,0.2835
2017-02-27,2.9682
2017-02-28,-11.5305
2017-03-01,1.6292
2017-03-02,-0.7634
2017-03-03,0.1538
2017-03-06,-0.4608
2017-03-07,-5.1698
2017-03-08,-0.8137
2017-03-09,-5.0861
2017-03-10,-2.9386
2017-03-13,6.5004
2017-03-14,4.097
2017-03-15,5.2209
2017-03-16,-1.6794
2017-03-17,-1.4752
