ticker,BKGM US Equity
2007-07-31,3.7037
2007-08-13,-7.1429
2007-08-14,0.0
2007-08-22,22.3077
2007-08-23,-8.805
2007-08-28,-0.3448
2007-09-05,-10.0346
2007-10-23,0.9709
2007-11-13,-7.6923
2007-11-19,-8.3333
2007-11-30,34.0909
2007-12-04,-3.3898
2008-01-14,-4.4248
2008-01-15,0.0
2008-01-17,-14.8148
2008-01-24,13.0435
2008-03-04,-11.538499999999999
2008-03-05,0.4348
2008-03-07,0.0
2008-03-20,1.0941
2008-04-16,0.0
2008-04-30,1.7316
2008-05-06,-1.7021
2008-05-21,6.9264
2008-06-03,-3.2389
2008-07-02,0.6342
2008-08-08,-2.9412000000000003
2008-08-22,4.4156
2008-10-02,-3.6447000000000003
2008-10-17,-12.6087
2008-11-11,8.6567
2009-01-26,1.899
2009-04-09,-21.8391
2009-04-20,0.0
2009-08-11,1.4925
2009-10-21,1.4925
2009-10-26,0.0
2010-12-22,17.4603
2011-02-07,0.0
2011-04-06,1.3699
2011-05-12,2.7027
2011-05-13,0.0
2011-05-19,-5.2632
2011-06-07,-32.2222
2011-06-13,8.6066
2011-06-21,-6.1538
2011-07-05,2.459
2011-07-12,0.0
2011-07-28,8.0
2011-08-29,11.1111
2012-01-12,10.3448
2012-01-17,0.0
2012-04-09,1.5873
2012-05-08,0.625
2012-05-15,0.0
2012-05-18,6.8323
2012-05-24,0.0
2012-06-07,-1.1628
2012-06-25,4.4776
2012-06-29,0.0
2012-07-17,-1.4857
2012-07-26,2.7842000000000002
2012-10-09,-8.4144
2012-10-10,-1.625
2012-11-08,-2.5413
2012-11-12,0.0
2012-11-19,1.043
2013-01-22,-1.6393
2013-01-29,-6.6667
2013-01-30,3.5714
2013-01-31,-5.5172
2013-02-04,-4.3796
2013-02-22,10.687
2013-03-13,-1.7241
2013-03-21,3.5714
2013-04-22,2.069
2013-04-26,-3.3784
2013-05-08,2.7972
2013-05-28,0.6803
2013-07-10,9.9656
2013-07-15,0.0
2013-07-23,6.25
2013-08-05,11.7647
2013-08-26,-7.3684
2013-09-20,15.7349
2013-10-04,0.0996
2013-10-22,-10.4478
2013-11-01,0.0
2013-11-20,-2.7778
2014-01-06,4.3478
2014-02-10,16.6667
2014-03-06,-13.3333
2014-04-04,28.1337
2014-04-11,-16.5217
2014-04-15,-1.0417
2014-05-02,5.2632
2014-05-05,-4.9
2014-05-13,0.0
2014-06-20,6.553
2014-06-23,0.0
2014-07-09,0.0
2014-08-18,10.0
2014-08-21,0.0
2014-09-24,1.0092
2014-10-02,-0.9991
2014-11-12,0.0
2014-11-24,-1.8349
2014-11-26,-6.4486
2014-12-02,-0.0999
2014-12-03,0.0
2014-12-05,0.0
2014-12-10,-2.4
2014-12-17,0.5176
2014-12-18,-1.0299
2014-12-30,-1.1446
2015-01-05,-1.0526
2015-01-16,-2.1277
2015-01-21,-2.1739
2015-01-23,-1.1111
2015-01-26,-0.5618
2015-02-03,0.0
2015-03-12,-1.6949
2015-03-20,-2.3256
2015-03-27,0.0
2015-04-21,2.3810000000000002
2015-04-27,-1.1628
2015-04-28,1.1764999999999999
2015-04-29,-1.1628
2015-05-01,0.0
2015-05-11,-0.5882
2015-05-14,1.7751000000000001
2015-05-15,0.5814
2015-06-01,0.4624
2015-06-02,1.2658
2015-06-04,-0.5682
2015-06-17,2.3121
2015-06-29,1.6949
2015-06-30,0.1111
2015-08-28,0.0
2015-09-09,10.8768
2015-09-22,1.1122
2015-09-23,5.0
2015-10-26,-0.0952
2015-11-18,0.0
2015-12-15,-10.7796
2016-01-07,2.4811
2016-01-14,-2.6316
2016-03-21,3.8251
2016-05-05,-2.3158
2016-05-06,-0.1078
2016-05-09,0.0
2016-05-25,5.178
2016-05-27,-1.4359
2016-06-01,2.3933
2016-06-20,-0.308
2016-07-05,0.4119
2016-07-18,-4.3077
2016-08-03,5.0375
2016-08-16,-1.0204
2016-09-12,0.6186
2016-09-23,2.3810000000000002
2016-10-26,1.1122
2016-10-28,0.3081
2016-11-08,-0.3072
2016-11-10,-2.5
2016-11-11,0.5128
2016-11-21,1.0204
2016-11-28,2.5253
2016-12-02,0.8867
2016-12-08,1.5625
2016-12-12,-0.9615
2016-12-13,2.9126
2016-12-15,0.0
2016-12-16,-1.8094999999999999
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-27,1.8429
2016-12-29,-3.2381
2017-01-03,0.0984
2017-01-04,3.2448
2017-01-10,-2.8571
2017-01-11,7.3529
2017-01-19,0.4566
2017-01-25,1.8182
2017-02-01,1.7856999999999998
2017-02-03,1.3158
2017-02-13,0.0
2017-03-02,3.8961
2017-05-01,1.2605
2017-05-02,5.0207
2017-05-15,-4.3856
2017-05-16,4.5455
2017-06-07,0.0
2017-06-09,0.0
2017-06-16,-4.3825
2017-06-22,0.0
2017-07-14,0.0
2017-07-17,0.0
2017-07-25,0.0
2017-07-26,0.0
2017-08-04,-2.75
2017-08-09,0.0
2017-08-14,-1.4567
2017-08-15,3.4783
2017-09-06,-7.479
2017-09-07,-0.0908
2017-09-12,4.4545
2017-09-18,0.9658
2017-09-25,-4.3478
2017-09-28,3.6364
2017-10-06,0.0
2017-10-10,0.4386
2017-11-20,-2.2358000000000002
2017-12-01,0.5003
2017-12-20,0.5381
2018-01-04,-0.9813
2018-01-05,1.3514
2018-02-05,-1.3333
2018-02-15,-0.9009
2018-02-20,0.9091
2018-02-22,0.0
2018-02-26,0.0
2018-02-27,-0.9009
2018-03-02,-0.9091
2018-03-05,1.8349
2018-03-14,0.0
2018-03-16,0.0
2018-03-22,-1.3636
2018-04-19,0.0
2018-05-02,-3.1336
2018-06-18,1.537
2018-06-29,0.0946
2018-07-02,-0.5577
2018-07-17,0.8459
2018-07-24,0.0189
2018-08-08,0.4523
2018-08-09,0.0938
2018-08-13,0.2812
2018-08-14,2.243
2018-08-15,0.5484
2018-08-17,-0.3182
2018-08-20,0.228
2018-08-21,0.0
2018-08-22,0.091
2018-08-23,-0.0909
2018-08-27,-3.0937
2018-08-31,2.8169
2018-09-12,0.4566
2018-09-17,0.4587
2018-09-20,-1.3699
2018-09-24,-1.3889
2018-09-26,2.723
2018-09-28,0.0914
2018-10-01,-4.5662
2018-10-03,0.0
2018-10-12,0.4785
2018-10-19,0.0
2018-11-02,-0.7619
2018-11-16,2.6871
2018-11-19,2.3364
2018-11-20,-2.1005
2018-11-27,2.6119
2018-12-03,0.3636
2018-12-04,-1.2681
2018-12-06,-1.7431
2018-12-12,1.774
2018-12-27,11.0185
2018-12-31,-0.3336
2019-01-04,0.4184
2019-01-07,10.0
2019-01-08,0.0
2019-01-16,0.0
2019-02-28,-7.1212
2019-03-05,0.9788
2019-03-12,0.9693
2019-04-09,0.08
2019-04-25,-3.2774
2019-05-06,-0.8264
2019-05-08,-3.9167
2019-05-13,-2.0815
2019-05-15,0.0
2019-05-22,-2.5686
2019-05-23,2.2727
2019-06-28,6.5778
2019-07-02,-3.5029
2019-07-23,0.0
2019-07-24,-4.8401
2019-07-30,-0.0908
2019-08-01,0.0909
2019-08-20,2.1798
2019-08-21,-1.3333
2019-08-22,0.9009
2019-08-29,-3.9286
2019-09-30,0.1859
2019-10-18,1.1132
2019-10-21,0.0
2019-11-11,0.9174
2019-11-27,0.0909
2019-12-09,8.0836
2019-12-26,-6.7797
2019-12-27,1.3636
2020-01-15,-4.6637
2020-02-19,1.1289
2020-02-24,0.0
2020-03-09,2.3256
2020-03-10,-0.0909
2020-03-19,-12.764
2020-03-23,5.2632
2020-03-31,9.8
2020-04-07,-8.9253
2020-04-08,-29.9
2020-04-22,20.6847
2020-04-23,-6.383
2020-04-24,-2.7778
2020-04-28,3.8961
2020-05-01,0.0
2020-05-04,-1.25
2020-05-08,26.5823
2020-06-02,-1.5
2020-06-03,0.0
2020-06-25,-5.7436
2020-07-13,-11.5343
2020-07-22,4.551
