ticker,SFRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,100.0
2000-01-18,0.0
2000-01-19,50.0
2000-01-20,233.3333
2000-01-25,40.0
2000-01-26,-70.5357
2000-01-27,0.0
2000-01-28,0.0
2000-02-24,21.2121
2000-03-01,100.0
2000-03-02,-77.5
2000-05-22,-99.5556
2000-10-11,1150.0
2000-10-17,0.0
2000-12-05,0.0
2002-10-16,20.0
2003-02-24,100.0
2003-04-14,0.0
2003-05-02,-63.3333
2004-01-16,309.0909
2004-03-05,-11.1111
2004-03-19,0.0
2004-10-08,0.0
2004-10-13,-12.5
2004-11-04,0.0
2004-12-31,0.0
2005-03-15,0.0
2005-04-05,0.0
2005-11-08,188.5714
2005-11-10,0.0
2005-12-13,0.0
2006-03-17,-65.3465
2006-04-24,0.0
2006-04-25,0.0
2006-05-16,0.0
2006-07-12,14.2857
2006-07-17,32.5
2006-08-03,-3.7736
2006-08-07,-21.5686
2006-08-22,-12.5
2006-08-23,-28.5714
2006-11-13,-20.0
2007-01-04,0.0
2007-01-29,0.0
2007-04-02,0.0
2007-04-11,0.0
2007-08-13,0.0
2007-11-30,-70.0
2008-01-30,-16.6667
2008-04-03,860.0
2008-05-02,0.0
2008-05-08,-87.5
2008-06-10,0.0
2008-07-31,0.0
2009-02-02,16.6667
2009-02-17,328.5714
2009-02-18,-83.3333
2009-08-03,-80.0
2009-10-01,0.0
2010-04-07,10.0
2010-10-11,0.0
2011-03-31,-77.2727
2011-11-11,0.0
2011-12-13,19900.0
2011-12-15,-99.3
2012-08-08,42.8571
2013-02-05,-20.0
2013-04-29,0.0
2013-07-12,0.0
2013-12-09,0.0
2013-12-30,25.0
2014-01-15,-20.0
2014-01-27,0.0
2014-02-06,2400.0
2014-06-12,410.0
2014-06-13,0.0
2014-08-15,56.8627
2014-08-25,-99.375
2014-12-09,0.0
2015-02-19,600.0
2015-06-17,1612.8571
2015-06-23,33.4445
2015-06-24,12.5
2015-06-29,-8.8889
2015-06-30,-2.439
2015-07-01,-6.3125
2015-07-06,-26.6177
2015-07-07,27.1818
2015-07-15,-27.0908
2015-07-16,37.1569
2015-07-20,0.0715
2015-07-27,-27.1429
2015-07-28,27.352899999999998
2015-08-05,-21.4781
2015-08-06,17.549
2015-09-08,-8.2569
2015-09-09,0.0
2015-09-10,-27.2727
2015-09-16,24.875
2015-10-02,-10.01
2015-11-23,-8.8988
2015-12-03,21.978
2016-01-05,80.1802
2016-01-21,-55.5556
2016-01-27,49.875
2016-03-04,-33.2777
2016-03-08,12.5
2016-06-01,-2.5556
2017-01-13,-8.7799
2017-03-30,-25.0
2017-09-07,0.0
2018-03-28,0.0333
2018-05-17,83.2722
2018-05-21,127.2727
2018-06-07,60.0
2018-09-04,-74.5
2018-09-05,27.451
2018-11-05,-44.6154
2018-11-21,0.0
2018-11-26,41.6667
2019-02-05,1.9607999999999999
2019-02-07,5.7692
2019-03-20,0.0
2019-03-22,0.0
2019-05-02,36.3636
2019-05-14,33.3333
2019-05-20,25.0
2019-05-21,20.0
2019-05-28,33.3333
2019-05-29,22.5
2019-05-31,63.2653
2019-06-03,-20.0
2019-06-04,11.7188
2019-06-05,-21.6783
2019-06-07,-18.4821
2019-06-10,16.1008
2019-06-11,90.9434
2019-06-12,-30.83
2019-06-13,-19.2857
2019-06-18,23.8938
2019-06-19,-24.2857
2019-06-20,0.0
2019-06-25,-5.6604
2019-07-01,1.6
2019-07-05,-9.4488
2019-07-08,0.0
2019-07-09,-21.7391
2019-07-16,1.1111
2019-08-01,0.5495
2019-08-06,-12.5683
2019-08-07,3.125
2019-08-08,-21.2121
2019-08-09,18.4615
2019-09-04,8.4416
2019-09-05,2.7843999999999998
2019-09-09,8.9426
2019-09-11,-2.1390000000000002
2019-09-12,21.8579
2019-09-17,-21.5247
2019-09-27,-4.5714
2019-10-08,-10.1796
2019-10-28,-13.3333
2019-11-04,5.7692
2019-11-06,-5.4545
2019-11-11,9.8077
2019-11-13,-61.4641
2019-11-18,36.3388
2019-11-20,77.3333
2019-12-27,-24.812
2019-12-30,-25.0
2019-12-31,40.0
2020-01-03,0.0
2020-01-06,-23.8095
2020-01-07,1.25
2020-01-22,35.8025
