ticker,INMB US Equity
2019-06-25,-3.3134
2019-06-26,3.7079
2019-06-27,5.3088
2019-06-28,0.3086
2019-07-01,-0.5128
2019-07-02,0.5155
2019-07-03,1.4359
2019-07-05,-3.3367
2019-07-08,4.0795
2019-07-09,-4.2211
2019-07-10,4.9318
2019-07-11,-2.0
2019-07-12,-1.7347000000000001
2019-07-15,-1.1423
2019-07-16,-0.2101
2019-07-17,-4.3158
2019-07-18,1.3201
2019-07-19,1.5201
2019-07-22,1.0695000000000001
2019-07-23,0.1175
2019-07-24,-1.1743000000000001
2019-07-25,-0.8717
2019-07-26,-0.5233
2019-07-29,-2.3861
2019-07-30,1.1667
2019-07-31,-0.6041
2019-08-01,-2.5414
2019-08-02,0.0
2019-08-05,0.907
2019-08-06,-3.9326
2019-08-07,-9.5906
2019-08-08,-7.8913
2019-08-09,-6.882
2019-08-12,-7.8431
2019-08-13,-0.1637
2019-08-14,-4.918
2019-08-15,1.5516999999999999
2019-08-16,-9.6197
2019-08-19,7.4501
2019-08-20,3.8462
2019-08-21,-7.2391
2019-08-22,9.0744
2019-08-23,0.3328
2019-08-26,0.3018
2019-08-27,-0.7606
2019-08-28,6.2943999999999996
2019-08-29,-2.3511
2019-08-30,-3.6917999999999997
2019-09-03,-0.3333
2019-09-04,7.5251
2019-09-05,-2.1773
2019-09-06,0.318
2019-09-09,0.4754
2019-09-10,-2.9968
2019-09-11,-0.1626
2019-09-12,0.8143
2019-09-13,-2.7464
2019-09-16,-0.3322
2019-09-17,1.6667
2019-09-18,-3.1148
2019-09-19,-0.6768
2019-09-20,-2.2147
2019-09-23,-3.3101
2019-09-24,1.6216
2019-09-25,-0.7092
2019-09-26,3.0357
2019-09-27,-0.3466
2019-09-30,2.6087
2019-10-01,-5.5931999999999995
2019-10-02,-1.2567
2019-10-03,-5.8182
2019-10-04,-1.5444
2019-10-07,-1.3725
2019-10-08,-6.5586
2019-10-09,-13.1933
2019-10-10,1.4706000000000001
2019-10-11,-1.6256
2019-10-14,-4.2404
2019-10-15,-8.7179
2019-10-16,5.6208
2019-10-17,12.2311
2019-10-18,3.0806
2019-10-21,13.7931
2019-10-22,3.0303
2019-10-23,-3.3333
2019-10-24,-0.8114
2019-10-25,0.2045
2019-10-28,0.8163
2019-10-29,-3.0364
2019-10-30,11.4823
2019-10-31,-8.0843
2019-11-01,2.4795
2019-11-04,-2.8966
2019-11-05,-0.4975
2019-11-06,-3.9095
2019-11-07,0.2141
2019-11-08,-3.4188
2019-11-11,1.3274
2019-11-12,-2.8384
2019-11-13,1.1236
2019-11-14,-4.2222
2019-11-15,2.2042
2019-11-18,-2.2225
2019-11-19,3.7821
2019-11-20,-4.698
2019-11-21,-6.1033
2019-11-22,-2.3525
2019-11-25,3.1772
2019-11-26,6.9479
2019-11-27,11.0023
2019-11-29,1.7934
2019-12-02,-0.4107
2019-12-03,1.6495
2019-12-04,2.4341
2019-12-05,3.1406
2019-12-06,-0.1651
2019-12-09,-5.5769
2019-12-10,-2.7699
2019-12-11,-1.5501
2019-12-12,0.0
2019-12-13,4.8936
2019-12-16,3.8154
2019-12-17,11.7602
2019-12-18,0.0
2019-12-19,3.1469
2019-12-20,3.3898
2019-12-23,-5.5738
2019-12-24,-4.3403
2019-12-26,-2.1833
2019-12-27,-0.7366
2019-12-30,-0.5907
2019-12-31,9.0554
2020-01-02,6.0862
2020-01-03,-7.3623
2020-01-06,5.2439
2020-01-07,-2.0104
2020-01-08,-3.5282
2020-01-09,1.1515
2020-01-10,0.6764
2020-01-13,-1.1983
2020-01-14,-0.5994
2020-01-15,-2.144
2020-01-16,2.3423
2020-01-17,-0.3521
2020-01-21,-1.0601
2020-01-22,-6.2464
2020-01-23,-5.7179
2020-01-24,0.9091
2020-01-27,-3.5035
2020-01-28,6.5436
2020-01-29,-4.1983
2020-01-30,-2.8416
2020-01-31,3.1381
2020-02-03,-3.6511
2020-02-04,0.6547
2020-02-05,2.4869
2020-02-06,2.5959
2020-02-07,-0.8374
2020-02-10,1.8034
2020-02-11,-3.6452999999999998
2020-02-12,3.2720000000000002
2020-02-13,2.3762
2020-02-14,-1.5474
2020-02-18,0.3929
2020-02-19,-0.6556
2020-02-20,4.2057
2020-02-21,-1.4102000000000001
2020-02-24,-4.1301
2020-02-25,-4.6
2020-02-26,-2.5157
2020-02-27,-1.2903
2020-02-28,-2.8322000000000003
2020-03-02,-9.1928
2020-03-03,-1.4815
2020-03-04,0.2506
2020-03-05,2.5
2020-03-06,-4.3902
2020-03-09,-4.3367
2020-03-10,1.3333
2020-03-11,26.3158
2020-03-12,-29.7917
2020-03-13,-8.0119
2020-03-16,-11.6258
2020-03-17,5.1248
2020-03-18,-23.2639
2020-03-19,11.7647
2020-03-20,12.9555
2020-03-23,-13.6201
2020-03-24,4.5643
2020-03-25,5.1587
2020-03-26,2.6414999999999997
2020-03-27,6.6176
2020-03-30,4.8276
2020-03-31,9.5395
2020-04-01,-3.4535
2020-04-02,1.7107
2020-04-03,-5.1988
2020-04-06,5.8065
2020-04-07,0.6098
2020-04-08,1.7212
2020-04-09,7.245
2020-04-13,-0.8333
2020-04-14,19.3277
2020-04-15,-0.939
2020-04-16,2.6066000000000003
2020-04-17,1.3857
2020-04-20,7.7449
2020-04-21,-9.7252
2020-04-22,0.7026
2020-04-23,0.886
2020-04-24,-0.8783
2020-04-27,20.9302
2020-04-28,-3.2692
2020-04-29,0.2982
2020-04-30,0.4916
2020-05-01,-6.3079
2020-05-04,4.2105
2020-05-05,1.2121
2020-05-06,3.3932
2020-05-07,-2.3166
2020-05-08,-1.3834
2020-05-11,1.2024
2020-05-12,5.1505
2020-05-13,-9.6062
2020-05-14,11.6667
2020-05-15,2.7984999999999998
2020-05-18,0.5445
2020-05-19,4.1372
2020-05-20,5.5606
2020-05-21,-3.1199
2020-05-22,2.5423999999999998
2020-05-26,-0.6612
2020-05-27,-4.8253
2020-05-28,-4.5455
2020-05-29,4.3956
2020-06-01,1.9298
2020-06-02,-4.4045
2020-06-03,1.7267000000000001
2020-06-04,-5.4867
2020-06-05,1.3109
2020-06-08,3.6969
2020-06-09,-2.3173
2020-06-10,-0.5474
2020-06-11,-4.4037
2020-06-12,0.0
2020-06-15,5.1823
2020-06-16,0.1825
2020-06-17,5.6466
2020-06-18,3.2759
2020-06-19,0.1669
2020-06-22,-4.6667
2020-06-23,2.972
2020-06-24,-7.8098
2020-06-25,6.4457
2020-06-26,3.6332
2020-06-29,-10.0167
2020-06-30,-2.5974
2020-07-01,-3.6189999999999998
2020-07-02,-1.1858
2020-07-06,3.4
2020-07-07,-4.8356
2020-07-08,5.6911000000000005
2020-07-09,17.3077
2020-07-10,14.7541
2020-07-13,26.4286
2020-07-14,77.9661
2020-07-15,-17.1429
2020-07-16,-17.7778
2020-07-17,3.9143
2020-07-20,26.278
2020-07-21,-4.2614
2020-07-22,-5.2671
2020-07-23,-4.8551
2020-07-24,4.0329
2020-07-27,-8.5443
2020-07-28,1.0381
2020-07-29,-1.6267
2020-07-30,2.2628
2020-07-31,-1.1064
