ticker,CSLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-14,148.75
2014-03-17,-6.407
2014-03-18,-9.6644
2014-03-19,-6.3893
2014-03-20,1.5556
2014-03-21,-8.2526
2014-03-24,-6.8825
2014-03-25,-5.2323
2014-03-26,-4.3629
2014-03-27,-5.2887
2014-03-28,-8.6957
2014-03-31,-0.9337
2014-04-01,12.9595
2014-04-02,3.3792
2014-04-03,-9.0395
2014-04-04,-4.3035
2014-04-07,-9.643
2014-04-08,-7.1832
2014-04-09,6.5229
2014-04-10,-4.9818
2014-04-11,-6.7176
2014-04-14,-5.1522
2014-04-15,7.6543
2014-04-16,6.3647
2014-04-17,7.0081
2014-04-21,-9.0176
2014-04-22,-7.309
2014-04-23,-6.2127
2014-04-24,-10.7006
2014-04-25,0.2853
2014-04-28,4.2674
2014-04-29,5.5252
2014-04-30,-2.9089
2014-05-01,3.7949
2014-05-02,-2.0526
2014-05-05,-7.7276
2014-05-06,-1.4904
2014-05-07,-14.9856
2014-05-08,-11.0169
2014-05-09,9.9048
2014-05-12,17.5043
2014-05-13,8.8496
2014-05-14,5.6911000000000005
2014-05-15,-3.6538
2014-05-16,3.7923999999999998
2014-05-19,9.1667
2014-05-20,-1.4093
2014-05-21,3.0375
2014-05-22,3.0636
2014-05-23,-3.3651
2014-05-27,-0.6965
2014-05-28,-7.1888
2014-05-29,2.4559
2014-05-30,-6.6994
2014-06-02,-7.7734
2014-06-03,-1.4285999999999999
2014-06-04,-3.4783
2014-06-05,5.8559
2014-06-06,7.6596
2014-06-09,7.7075
2014-06-10,3.1193
2014-06-11,1.6606999999999998
2014-06-12,-1.5753
2014-06-13,1.7189999999999999
2014-06-16,1.5734
2014-06-17,-8.1469
2014-06-18,-6.4335
2014-06-19,5.8077
2014-06-20,-4.2902000000000005
2014-06-23,1.0547
2014-06-24,-1.0437
2014-06-25,-1.2525
2014-06-26,0.7343
2014-06-27,0.1988
2014-06-30,0.5291
2014-07-01,0.5263
2014-07-02,-0.9817
2014-07-03,-1.1897
2014-07-07,-5.3512
2014-07-08,-1.4134
2014-07-09,0.4301
2014-07-10,-1.2134
2014-07-11,1.8786
2014-07-14,5.6028
2014-07-15,1.0745
2014-07-16,3.1229
2014-07-17,-0.7732
2014-07-18,7.1429
2014-07-21,-9.0909
2014-07-22,-4.2
2014-07-23,1.183
2014-07-24,-2.0633
2014-07-25,0.4213
2014-07-28,-1.2587
2014-07-29,4.8867
2014-07-30,-4.7265
2014-07-31,-4.961
