ticker,VCNX US Equity
2019-01-02,15.2327
2019-01-03,-4.7619
2019-01-04,-1.25
2019-01-07,-7.1316
2019-01-08,1.682
2019-01-09,-0.2815
2019-01-10,4.8528
2019-01-11,0.0
2019-01-14,2.3077
2019-01-15,10.2506
2019-01-16,21.1639
2019-01-17,3.1895
2019-01-18,-10.3636
2019-01-22,6.4909
2019-01-23,-4.9524
2019-01-24,0.2004
2019-01-25,-0.304
2019-01-28,4.1165
2019-01-29,-3.4605
2019-01-31,-3.4009
2019-02-01,-1.8595000000000002
2019-02-04,1.6842000000000001
2019-02-05,-8.2816
2019-02-06,3.1603
2019-02-07,13.0306
2019-02-08,-2.2359999999999998
2019-02-11,-2.9703
2019-02-12,2.8571
2019-02-13,0.0992
2019-02-14,-2.8741
2019-02-15,0.0
2019-02-19,-6.5102
2019-02-20,3.9074
2019-02-21,2.855
2019-02-22,-1.7545
2019-02-25,-6.4449
2019-02-26,-0.8889
2019-02-27,-5.3812
2019-02-28,-1.1848
2019-03-01,-5.9952
2019-03-04,8.4184
2019-03-05,1.4118
2019-03-06,-0.232
2019-03-07,-3.0233
2019-03-08,10.7914
2019-03-11,-8.4416
2019-03-12,1.6548
2019-03-13,-6.9767
2019-03-14,-2.5
2019-03-15,0.0
2019-03-18,3.8462
2019-03-19,1.4815
2019-03-20,4.6229
2019-03-21,13.9535
2019-03-22,0.3878
2019-03-25,1.0368
2019-03-26,-2.4145
2019-03-27,6.8041
2019-03-28,4.0541
2019-03-29,-2.4119
2019-04-01,22.6236
2019-04-02,10.9302
2019-04-03,4.2628
2019-04-04,-15.5496
2019-04-05,10.3175
2019-04-08,7.9137
2019-04-09,-0.476
2019-04-10,-3.4069
2019-04-11,-4.1609
2019-04-12,-7.343
2019-04-15,-14.0974
2019-04-16,0.9091
2019-04-17,-0.9009
2019-04-18,-6.5455
2019-04-22,7.0039
2019-04-23,13.6364
2019-04-24,1.6
2019-04-25,3.9370000000000003
2019-04-26,2.2727
2019-04-29,-4.7407
2019-04-30,-3.4215
2019-05-01,5.6361
2019-05-02,0.0
2019-05-03,5.9451
2019-05-06,0.7194
2019-05-07,-2.5571
2019-05-08,6.1443
2019-05-09,2.2085
2019-05-10,8.1081
2019-05-13,-2.9675000000000002
2019-05-14,4.4753
2019-05-15,-4.0173
2019-05-16,-2.7517
2019-05-17,-8.8507
2019-05-20,-2.7536
2019-05-21,4.4709
2019-05-22,-3.1384
2019-05-24,-5.5965
2019-05-28,-0.156
2019-05-29,6.25
2019-05-30,-0.1471
2019-05-31,-2.2091
2019-06-03,-6.7771
2019-06-04,-2.9079
2019-06-05,-4.9917
2019-06-06,6.8301
2019-06-07,-1.8033000000000001
2019-06-10,1.0017
2019-06-11,-9.0909
2019-06-12,0.6764
2019-06-13,-2.2972
2019-06-14,2.7725999999999997
2019-06-17,-5.3957
2019-06-18,-1.7719
2019-06-19,-1.0993
2019-06-20,-4.3053
2019-06-21,8.7014
2019-06-24,-1.2322
2019-06-25,-3.6189999999999998
2019-06-26,4.6423
2019-06-27,-4.6251999999999995
2019-06-28,9.3069
2019-07-01,-0.3623
2019-07-02,-3.6364
2019-07-03,-1.866
2019-07-05,-0.0211
2019-07-08,0.1923
2019-07-09,-4.6065000000000005
2019-07-10,-11.4688
2019-07-11,-1.8091
2019-07-12,-3.9441
2019-07-15,0.0
2019-07-16,3.1325
2019-07-17,-3.972
2019-07-18,0.7299
2019-07-19,-1.1425
2019-07-22,6.0425
2019-07-23,-5.53
2019-07-24,-0.2439
2019-07-25,-1.7702
2019-07-26,20.9677
2019-07-29,0.2058
2019-07-30,-1.4374
2019-07-31,-4.1667
2019-08-01,-4.3478
2019-08-02,8.8636
2019-08-05,-1.1086
2019-08-06,5.5543
2019-08-07,-2.0
2019-08-08,0.0
2019-08-09,0.7143
2019-08-12,-0.7092
2019-08-13,1.2591999999999999
2019-08-14,-1.2556
2019-08-15,-0.1919
2019-08-16,2.045
2019-08-19,0.2004
2019-08-20,3.0
2019-08-22,9.3204
2019-08-23,1.2433
2019-08-26,-7.7193000000000005
2019-08-27,8.27
2019-08-28,0.0878
2019-08-29,0.3386
2019-08-30,0.3619
2019-09-03,-5.9233
2019-09-04,0.5
2019-09-05,10.3741
2019-09-06,-0.3172
2019-09-09,-2.8638
2019-09-10,0.6897
2019-09-11,-1.1985999999999999
2019-09-12,3.6828
2019-09-13,-0.1755
2019-09-16,1.7247
2019-09-17,-2.8807
2019-09-18,2.8814
2019-09-19,7.9077
2019-09-20,11.6031
2019-09-23,-1.6416
2019-09-24,10.2921
2019-09-25,-2.9004
2019-09-26,-0.5195
2019-09-27,-5.7440999999999995
2019-09-30,-0.6925
2019-10-01,3.9052
2019-10-02,-7.2483
2019-10-03,-2.3951000000000002
2019-10-04,-1.2529
2019-10-07,-6.3063
2019-10-08,8.9744
2019-10-10,-13.2353
2019-10-11,2.0339
2019-10-14,-0.4983
2019-10-15,-6.8447
2019-10-17,-0.3584
2019-10-18,7.7644
2019-10-21,-7.7057
2019-10-22,-5.9675
2019-10-23,-9.2308
2019-10-24,26.4831
2019-10-25,8.0402
2019-10-29,-11.7829
2019-10-30,0.0
2019-10-31,-2.4605
2019-11-01,-9.7297
2019-11-04,-4.5908
2019-11-05,4.6025
2019-11-06,0.0
2019-11-07,9.0
2019-11-11,-11.5596
2019-11-12,12.0332
2019-11-13,-15.5556
2019-11-14,4.1667
2019-11-15,5.2632
2019-11-18,-8.0
2019-11-19,0.0
2019-11-20,3.2609
2019-11-21,-3.1579
2019-11-22,0.1435
2019-11-25,5.2837
2019-11-27,-2.0619
2019-11-29,4.2105
2019-12-02,0.0
2019-12-03,1.0101
2019-12-04,-1.0
2019-12-05,0.202
2019-12-06,-3.2258
2019-12-09,1.25
2019-12-10,0.823
2019-12-11,7.551
2019-12-12,-0.3795
2019-12-13,5.1429
2019-12-16,1.4493
2019-12-17,5.0
2019-12-18,-0.5102
2019-12-19,-4.6154
2019-12-20,-4.1219
2019-12-23,-6.3551
2019-12-24,4.5908
2019-12-26,-4.2939
2019-12-27,2.4925
2019-12-30,-4.4222
2019-12-31,-1.2763
2020-01-02,3.2784
2020-01-03,-1.3775
2020-01-06,1.0162
2020-01-07,-1.8075
2020-01-08,0.2041
2020-01-09,0.8147
2020-01-10,0.1414
2020-01-13,5.9169
2020-01-14,-3.4341
2020-01-15,-1.3807
2020-01-16,1.182
2020-01-17,0.589
2020-01-21,2.5762
2020-01-22,1.5326
2020-01-23,-4.1509
2020-01-24,35.7264
2020-01-27,1.9594
2020-01-28,19.0612
2020-01-29,-11.4098
2020-01-30,1.1463
2020-01-31,-7.4
2020-02-03,3.6717
2020-02-04,-6.8917
2020-02-05,-7.2332
2020-02-06,3.3945
2020-02-07,-3.4215
2020-02-10,4.8309
2020-02-11,-0.3072
2020-02-12,-0.2311
2020-02-13,-8.5714
2020-02-14,-4.7297
2020-02-18,-4.078
2020-02-19,3.512
2020-02-20,0.3571
2020-02-21,-1.9573
2020-02-24,15.245
2020-02-25,-4.5669
2020-02-26,11.3861
2020-02-27,-2.963
2020-02-28,-18.2656
2020-03-02,-1.3748
2020-03-03,-7.9545
2020-03-04,4.9383
2020-03-05,-6.2745
2020-03-06,0.4184
2020-03-09,-3.125
2020-03-10,-3.2258
2020-03-11,-7.3333
2020-03-12,6.9544
2020-03-13,-11.2108
2020-03-16,19.697
2020-03-17,-15.4008
2020-03-18,9.7257
2020-03-19,-1.3636
2020-03-20,-2.0737
2020-03-23,5.6471
2020-03-24,-9.3541
2020-03-25,8.1081
2020-03-26,0.4545
2020-03-27,-8.1448
2020-03-30,-0.9852
2020-03-31,-0.4975
2020-04-01,-1.25
2020-04-02,-9.1139
2020-04-03,6.4067
2020-04-06,0.7853
2020-04-07,-0.7792
2020-04-08,4.1885
2020-04-09,-2.0101
2020-04-13,-3.0769
2020-04-14,-1.6322999999999999
2020-04-15,-0.1641
2020-04-16,2.9039
2020-04-17,0.2618
2020-04-20,-1.2324
2020-04-21,-6.4899000000000004
2020-04-22,2.6206
2020-04-23,-0.8264
2020-04-24,7.7778
2020-04-27,7.4742
2020-04-28,1.6787
2020-04-29,-3.1439
2020-04-30,-11.1209
2020-05-01,0.0
2020-05-04,-0.6
2020-05-05,1.7061
2020-05-06,-1.084
2020-05-07,-1.3699
2020-05-08,4.1667
2020-05-11,0.0
2020-05-12,2.6667
2020-05-13,-5.1948
2020-05-14,8.2192
2020-05-15,-3.7975
2020-05-18,0.0
2020-05-19,0.2632
2020-05-20,3.4121
2020-05-21,-0.2538
2020-05-22,-1.7812000000000001
2020-05-26,-0.2591
2020-05-27,-2.0779
2020-05-28,-1.8568
2020-05-29,3.8081
2020-06-01,-2.8872999999999998
2020-06-02,1.0724
2020-06-03,-2.122
2020-06-04,0.271
2020-06-05,-1.6216
2020-06-08,1.3736
2020-06-09,-1.897
2020-06-10,0.5525
2020-06-11,-3.5714
2020-06-12,-1.1396
2020-06-15,0.2882
2020-06-16,0.5747
2020-06-17,0.0
2020-06-18,-2.0
2020-06-19,2.0408
2020-06-22,0.0
2020-06-23,-0.2857
2020-06-24,-6.0172
2020-06-25,6.4024
2020-06-26,3.1519
2020-06-29,-5.0
2020-06-30,5.5556
2020-07-01,-3.8781
2020-07-02,-4.0346
2020-07-06,8.1081
2020-07-07,4.1667
2020-07-08,-4.0
2020-07-09,20.0
2020-07-10,-8.5648
2020-07-13,17.7215
2020-07-14,16.9892
2020-07-15,-5.1471
2020-07-16,9.6899
2020-07-17,40.2827
2020-07-20,-0.5038
2020-07-21,3.6709
2020-07-22,-5.0061
2020-07-23,-2.9563
2020-07-24,-6.755
2020-07-27,-7.8125
2020-07-28,-2.3112
2020-07-29,-8.2019
2020-07-30,7.8179
2020-07-31,0.8765
