ticker,GSHD US Equity
2018-09-13,1.0722
2018-09-14,1.7029999999999998
2018-09-17,-2.0587
2018-09-18,-0.2242
2018-09-19,-0.9831
2018-09-20,-0.6809
2018-09-21,1.3996
2018-09-24,-4.6761
2018-09-25,-5.0532
2018-09-26,-4.2328
2018-09-27,7.5073
2018-09-28,2.3881
2018-10-01,-5.7573
2018-10-02,-3.1328
2018-10-03,-7.4709
2018-10-04,1.1534
2018-10-05,2.0733
2018-10-08,-1.5234
2018-10-09,-0.3781
2018-10-10,-1.5528
2018-10-11,-0.7711
2018-10-12,-2.7199
2018-10-15,-4.321
2018-10-16,0.2277
2018-10-17,7.1564
2018-10-18,-0.4947
2018-10-19,1.7045
2018-10-22,0.1397
2018-10-23,2.4407
2018-10-24,4.0844
2018-10-25,8.6658
2018-10-26,-6.44
2018-10-29,2.541
2018-10-30,10.5709
2018-10-31,-2.7518000000000002
2018-11-01,3.2964
2018-11-02,2.1463
2018-11-05,-0.47
2018-11-06,-11.2361
2018-11-07,-0.7667
2018-11-08,-8.0732
2018-11-09,-2.8473
2018-11-12,-4.661
2018-11-13,-3.9259
2018-11-14,-4.202
2018-11-15,-9.9799
2018-11-16,-1.8328
2018-11-19,7.7869
2018-11-20,2.7461
2018-11-21,-1.1924
2018-11-23,1.4565000000000001
2018-11-26,2.2149
2018-11-27,-3.8925
2018-11-28,5.6367
2018-11-29,4.9012
2018-11-30,-4.22
2018-12-03,3.9339
2018-12-04,-3.6715
2018-12-06,4.2043
2018-12-07,-0.1131
2018-12-10,1.6987999999999999
2018-12-11,0.0371
2018-12-12,-1.3729
2018-12-13,3.1979
2018-12-14,-0.1458
2018-12-17,-3.3224
2018-12-18,-3.7387
2018-12-19,2.04
2018-12-20,-1.4224999999999999
2018-12-21,-7.5663
2018-12-24,-1.7722
2018-12-26,8.9347
2018-12-27,5.4022
2018-12-28,0.636
2018-12-31,-2.2677
2019-01-02,-4.7547
2019-01-03,-0.2796
2019-01-04,7.8895
2019-01-07,1.1507
2019-01-08,0.1468
2019-01-09,1.5024
2019-01-10,5.0542
2019-01-11,-2.0275
2019-01-14,-3.7881
2019-01-15,-0.4739
2019-01-16,2.8571
2019-01-17,0.3561
2019-01-18,1.7388
2019-01-22,-7.6735
2019-01-23,0.6422
2019-01-24,1.0135
2019-01-25,2.8242000000000003
2019-01-28,0.9396
2019-01-29,-0.2506
2019-01-30,1.3639999999999999
2019-01-31,1.7705
2019-02-01,-1.4266
2019-02-04,-0.2118
2019-02-05,0.6721
2019-02-06,-0.5973
2019-02-07,-0.1414
2019-02-08,-2.6549
2019-02-11,-3.6364
2019-02-12,4.717
2019-02-13,2.955
2019-02-14,9.188
2019-02-15,4.8565000000000005
2019-02-19,-1.0394
2019-02-20,2.5641
2019-02-21,1.6265
2019-02-22,-0.9484
2019-02-25,-4.5183
2019-02-26,0.7521
2019-02-27,2.7061
2019-02-28,-4.4518
2019-03-01,-3.5816
2019-03-04,-5.1282
2019-03-05,0.693
2019-03-06,-0.1376
2019-03-07,-1.9986000000000002
2019-03-08,-5.6962
2019-03-11,3.5794
2019-03-12,-1.9438
2019-03-13,-4.8091
2019-03-14,-4.3579
2019-03-15,10.6992
2019-03-18,2.145
2019-03-19,4.9963999999999995
2019-03-20,-1.6552
2019-03-21,1.5428
2019-03-22,-1.8300999999999998
2019-03-25,0.7035
2019-03-26,1.3273
2019-03-27,1.7925
2019-03-28,-0.3048
2019-03-29,-5.2989
2019-04-01,-1.2195
2019-04-02,-5.846
2019-04-03,7.983
2019-04-04,-1.0
2019-04-05,4.6176
2019-04-08,-3.2759
2019-04-09,4.6346
2019-04-10,1.7376
2019-04-11,-1.8418999999999999
2019-04-12,-0.9894
2019-04-15,1.1371
2019-04-16,-1.6354
2019-04-17,-1.8012000000000001
2019-04-18,-4.7619
2019-04-22,-3.5926
2019-04-23,-0.1921
2019-04-24,6.2741
2019-04-25,-0.2535
2019-04-26,-0.7262
2019-04-29,8.5955
2019-04-30,2.6271
2019-05-01,-1.6738
2019-05-02,2.5033
2019-05-03,13.774000000000001
2019-05-06,-0.601
2019-05-07,-3.6856
2019-05-08,-2.4514
2019-05-09,-2.1146
2019-05-10,3.6631
2019-05-13,-0.604
2019-05-14,7.9763
2019-05-15,-0.6895
2019-05-16,4.7039
2019-05-17,8.2544
2019-05-20,0.225
2019-05-21,-0.0249
2019-05-22,-5.0399
2019-05-23,-3.1266
2019-05-24,-1.4646
2019-05-28,-1.0735
2019-05-29,1.9477
2019-05-30,-1.2282
2019-05-31,1.2158
2019-06-03,-4.2315
2019-06-04,0.4276
2019-06-05,5.9041
2019-06-06,-1.0989
2019-06-07,5.9350000000000005
2019-06-10,2.1233
2019-06-11,-1.3277
2019-06-12,0.1269
2019-06-13,-1.2424
2019-06-14,5.1091
2019-06-17,0.5129
2019-06-18,-0.3402
2019-06-19,4.2673
2019-06-20,2.9467
2019-06-21,0.5679
2019-06-24,-0.9939
2019-06-25,0.3879
2019-06-26,2.0909
2019-06-27,4.9199
2019-06-28,1.4216
2019-07-01,0.8159
2019-07-02,2.0129
2019-07-03,1.5255999999999998
2019-07-05,-1.5428
2019-07-08,-1.1396
2019-07-09,-3.1289
2019-07-10,0.4462
2019-07-11,-1.904
2019-07-12,-0.7979
2019-07-15,-0.3478
2019-07-16,-0.6981
2019-07-17,-1.8453
2019-07-18,-1.5219
2019-07-19,0.8409
2019-07-22,1.5551
2019-07-23,2.7741
2019-07-24,0.0432
2019-07-25,1.3166
2019-07-26,-1.2569
2019-07-29,-0.7551
2019-07-30,-1.5434999999999999
2019-07-31,-0.6182
2019-08-01,0.0222
2019-08-02,-3.6873
2019-08-05,1.0839
2019-08-06,0.0684
2019-08-07,-0.8664
2019-08-08,5.5888
2019-08-09,0.6317
2019-08-12,-2.7489
2019-08-13,-0.1113
2019-08-14,-1.7602
2019-08-15,-1.4062000000000001
2019-08-16,0.069
2019-08-19,-0.3908
2019-08-20,0.1154
2019-08-21,0.0461
2019-08-22,0.6452
2019-08-23,0.3205
2019-08-26,5.5682
2019-08-27,3.6749
2019-08-28,-3.9199
2019-08-29,0.7812
2019-08-30,-0.4307
2019-09-03,0.1298
2019-09-04,-0.7127
2019-09-05,1.3921999999999999
2019-09-06,1.6949
2019-09-09,-3.7975
2019-09-10,-4.9123
2019-09-11,3.0443
2019-09-12,4.2525
2019-09-13,-0.1932
2019-09-16,-6.1088
2019-09-17,0.8477
2019-09-18,2.1354
2019-09-19,3.403
2019-09-20,5.8077
2019-09-23,0.183
2019-09-24,-1.8466
2019-09-25,0.062
2019-09-26,1.1777
2019-09-27,-0.4288
2019-09-30,1.21
2019-10-01,-9.5846
2019-10-02,-2.9583
2019-10-03,1.0162
2019-10-04,5.6699
2019-10-07,1.1251
2019-10-08,-1.7758
2019-10-09,0.7624
2019-10-10,0.3026
2019-10-11,1.4009
2019-10-14,0.7439
2019-10-15,1.6456
2019-10-16,-0.8302
2019-10-17,1.0883
2019-10-18,-0.1035
2019-10-21,2.0104
2019-10-22,-0.2641
2019-10-23,0.3667
2019-10-24,0.4465
2019-10-25,-1.1315
2019-10-28,1.1649
2019-10-29,-2.3232
2019-10-30,3.3092
2019-10-31,2.4625
2019-11-01,-12.2118
2019-11-04,-5.3862
2019-11-05,0.4705
2019-11-06,2.5521000000000003
2019-11-07,-1.1416
2019-11-08,-0.7852
2019-11-11,2.3743
2019-11-12,-0.9322
2019-11-13,2.6624
2019-11-14,-0.2683
2019-11-15,-2.69
2019-11-18,2.9256
2019-11-19,0.0895
2019-11-20,1.4758
2019-11-21,-3.4156
2019-11-22,3.1029
2019-11-25,-0.6639
2019-11-26,-0.7574
2019-11-27,-7.2952
2019-11-29,-1.8885999999999998
2019-12-02,-1.0859
2019-12-03,-1.1477
2019-12-04,1.2872
2019-12-05,-0.3239
2019-12-06,-0.5
2019-12-09,0.201
2019-12-10,-2.0562
2019-12-11,0.8449
2019-12-12,-0.5077
2019-12-13,2.0158
2019-12-16,2.001
2019-12-17,3.0162
2019-12-18,1.095
2019-12-19,2.4959
2019-12-20,-2.7797
2019-12-23,0.1654
2019-12-24,1.7929
2019-12-26,-4.0093
2019-12-27,1.7141
2019-12-30,0.4747
2019-12-31,0.1654
2020-01-02,4.1038
2020-01-03,0.4984
2020-01-06,1.5329000000000002
2020-01-07,-0.9991
2020-01-08,0.1346
2020-01-09,-0.8287
2020-01-10,0.3613
2020-01-13,-0.6526
2020-01-14,0.9287
2020-01-15,1.3914
2020-01-16,1.151
2020-01-17,0.4158
2020-01-21,0.5448
2020-01-22,-0.2384
2020-01-23,0.2607
2020-01-24,-1.6251
2020-01-27,7.7313
2020-01-28,4.13
2020-01-29,2.5525
2020-01-30,0.4021
2020-01-31,-0.4958
2020-02-03,-4.5036000000000005
2020-02-04,4.2143
2020-02-05,-1.4443
2020-02-06,1.3873
2020-02-07,0.9828
2020-02-10,3.8167999999999997
2020-02-11,-1.3418999999999999
2020-02-12,0.8385
2020-02-13,3.0303
2020-02-14,-0.7353
2020-02-18,-0.9395
2020-02-19,0.1459
2020-02-20,0.4917
2020-02-21,0.1087
2020-02-24,1.231
2020-02-25,-0.0894
2020-02-26,-0.4206
2020-02-27,-0.5123
2020-02-28,-2.0054
2020-03-02,8.278
2020-03-03,-2.2476
2020-03-04,8.6919
2020-03-05,-3.2372
2020-03-06,0.414
2020-03-09,-20.2045
2020-03-10,-1.0335
2020-03-11,-5.848
2020-03-12,-12.3558
2020-03-13,16.0719
2020-03-16,-7.8936
2020-03-17,12.1686
2020-03-18,-9.4555
2020-03-19,7.1096
2020-03-20,-2.0675
2020-03-23,-5.7111
2020-03-24,3.2524
2020-03-25,1.8717000000000001
2020-03-26,7.3269
2020-03-27,-4.3215
2020-03-30,-0.2837
2020-03-31,-2.3414
2020-04-01,-8.4024
2020-04-02,1.6145
2020-04-03,-5.7535
2020-04-06,2.3244
2020-04-07,-2.022
2020-04-08,-1.0446
2020-04-09,8.0844
2020-04-13,-1.2863
2020-04-14,5.1158
2020-04-15,-4.5225
2020-04-16,-0.4088
2020-04-17,3.9112
2020-04-20,1.6032
2020-04-21,-0.2287
2020-04-22,3.0025
2020-04-23,7.4544
2020-04-24,3.7068
2020-04-27,2.8355
2020-04-28,4.835
2020-04-29,6.4827
2020-04-30,-2.3482
2020-05-01,2.3513
2020-05-04,-2.1754
2020-05-05,3.6115
2020-05-06,-2.9018
2020-05-07,3.6074
2020-05-08,4.9667
2020-05-11,-1.2195
2020-05-12,-2.3374
2020-05-13,-4.3148
2020-05-14,-0.3347
2020-05-15,2.8809
2020-05-18,1.7694999999999999
2020-05-19,-2.4139
2020-05-20,1.0898
2020-05-21,2.6865
2020-05-22,0.05
2020-05-26,-1.8488
2020-05-27,3.852
2020-05-28,-2.8268
2020-05-29,0.8071
2020-06-01,-0.5838
2020-06-02,3.1376
2020-06-03,7.3694
2020-06-04,4.0455
2020-06-05,1.8494000000000002
2020-06-08,-2.016
2020-06-09,1.4592
2020-06-10,-2.4306
2020-06-11,-2.1669
2020-06-12,-3.3449
2020-06-15,5.4248
2020-06-16,6.506
2020-06-17,-2.0686
2020-06-18,3.2889
2020-06-19,-0.7823
2020-06-22,-0.4565
2020-06-23,2.3763
2020-06-24,1.3437999999999999
2020-06-25,-1.0179
2020-06-26,-1.1773
2020-06-29,-0.4245
2020-06-30,3.3553
2020-07-01,0.5322
2020-07-02,0.0132
2020-07-06,3.0303
2020-07-07,-2.0036
2020-07-08,7.8899
2020-07-09,-3.1463
2020-07-10,2.7342
2020-07-13,1.3796
2020-07-14,-1.8666
2020-07-15,1.6076000000000001
2020-07-16,-0.1691
2020-07-17,0.6533
2020-07-20,-0.4928
2020-07-21,-2.1621
2020-07-22,0.037
2020-07-23,0.8886
2020-07-24,1.8471
2020-07-27,1.5493999999999999
2020-07-28,-0.8634
2020-07-29,1.3004
2020-07-30,-1.2013
2020-07-31,23.1732
