ticker,FAMI US Equity
2018-07-12,-10.0836
2018-07-13,5.0328
2018-07-16,0.0
2018-07-17,-8.5417
2018-07-18,-9.1116
2018-07-19,5.2632
2018-07-20,-4.5238
2018-07-23,-0.2494
2018-07-24,5.75
2018-07-25,2.5981
2018-07-26,-2.5323
2018-07-27,0.0
2018-07-30,-2.1277
2018-07-31,4.8309
2018-08-01,-1.8433000000000002
2018-08-02,-10.0939
2018-08-03,-8.6162
2018-08-06,-10.857099999999999
2018-08-07,-13.461500000000001
2018-08-08,3.3333
2018-08-09,5.8065
2018-08-10,-3.4417
2018-08-13,5.95
2018-08-14,17.2185
2018-08-15,3.9548
2018-08-16,0.5435
2018-08-17,0.5405
2018-08-20,2.6882
2018-08-21,3.1414
2018-08-22,-0.7614
2018-08-23,3.3247999999999998
2018-08-24,3.2178
2018-08-27,-1.4388
2018-08-28,2.6764
2018-08-29,0.0
2018-08-30,-2.1327
2018-08-31,2.9055999999999997
2018-09-04,0.9412
2018-09-05,-0.4662
2018-09-06,5.1522
2018-09-07,0.6682
2018-09-10,0.0
2018-09-11,1.5487
2018-09-12,-1.5251000000000001
2018-09-13,1.7699
2018-09-14,-3.2609
2018-09-17,-1.1236
2018-09-18,-2.2727
2018-09-19,4.6512
2018-09-20,2.6667
2018-09-21,5.8442
2018-09-24,1.4315
2018-09-25,2.2177
2018-09-26,3.3531
2018-09-27,2.0992
2018-09-28,-1.1215
2018-10-01,-0.7561
2018-10-02,1.9048
2018-10-03,4.8598
2018-10-04,-0.8913
2018-10-05,-5.2158
2018-10-08,5.1233
2018-10-09,-0.722
2018-10-10,1.8182
2018-10-11,-8.9286
2018-10-12,2.3529
2018-10-15,3.2567
2018-10-16,2.0408
2018-10-17,2.9091
2018-10-18,-4.7703
2018-10-19,-4.4527
2018-10-22,-0.9709
2018-10-23,4.7059
2018-10-24,3.3708
2018-10-25,0.0
2018-10-26,0.3623
2018-10-29,1.9856
2018-10-30,0.0
2018-10-31,-6.0177
2018-11-01,2.8249
2018-11-02,0.1832
2018-11-05,-1.2797
2018-11-06,-1.2963
2018-11-07,-1.5947
2018-11-08,4.0991
2018-11-09,0.3663
2018-11-12,-0.5474
2018-11-13,-4.2202
2018-11-14,-1.341
2018-11-15,-0.7767
2018-11-16,-1.3699
2018-11-19,-2.5794
2018-11-20,-5.0916
2018-11-21,1.2876
2018-11-23,3.3898
2018-11-26,-1.8443
2018-11-27,-3.1315
2018-11-28,-1.7241
2018-11-29,0.6579
2018-11-30,-3.9215999999999998
2018-12-03,-1.3605
2018-12-04,-1.6092
2018-12-06,0.4673
2018-12-07,6.5116
2018-12-10,-1.31
2018-12-11,0.0
2018-12-12,-3.0973
2018-12-13,-0.4566
2018-12-14,-6.6514
2018-12-17,-5.8968
2018-12-18,8.3551
2018-12-19,1.6867
2018-12-20,0.237
2018-12-21,-4.4917
2018-12-24,-2.4752
2018-12-26,1.7766
2018-12-27,4.4888
2018-12-28,-5.7279
2018-12-31,2.7848
2019-01-02,3.9409
2019-01-03,4.0284
2019-01-04,5.467
2019-01-07,3.4557
2019-01-08,-2.714
2019-01-09,2.5751
2019-01-10,-2.0921
2019-01-11,-10.2564
2019-01-14,-7.619
2019-01-15,4.3814
2019-01-16,-3.7037
2019-01-17,4.359
2019-01-18,10.3194
2019-01-22,-9.3541
2019-01-23,-0.4914
2019-01-24,0.7407
2019-01-25,2.6961
2019-01-28,7.6372
2019-01-29,3.3259
2019-01-30,-3.2189
2019-01-31,0.2217
2019-02-01,-11.2832
2019-02-04,-4.4888
2019-02-05,0.2611
2019-02-06,-1.8229
2019-02-07,-1.061
2019-02-08,0.5362
2019-02-11,-4.0
2019-02-12,-2.2222
2019-02-13,-6.25
2019-02-14,-17.2727
2019-02-15,10.6227
2019-02-19,-2.3179
2019-02-20,5.4237
2019-02-21,-3.2154
2019-02-22,2.6578
2019-02-25,-1.2945
2019-02-26,1.6393
2019-02-27,0.9677
2019-02-28,0.9585
2019-03-01,2.8481
2019-03-04,2.1538
2019-03-05,4.8193
2019-03-06,-3.7356
2019-03-07,-2.9851
2019-03-08,-1.2308
2019-03-11,0.3115
2019-03-12,-0.9317
2019-03-13,-0.9404
2019-03-14,1.2658
2019-03-15,17.1875
2019-03-18,7.7333
2019-03-19,7.9208
2019-03-20,0.4587
2019-03-21,-0.6849
2019-03-22,2.7586
2019-03-25,-2.9083
2019-03-26,0.2304
2019-03-27,0.2299
2019-03-28,0.6881
2019-03-29,-0.4556
2019-04-01,-11.2128
2019-04-02,-3.0928
2019-04-03,0.133
2019-04-04,-9.429
2019-04-05,1.173
2019-04-08,0.2899
2019-04-09,-1.4451
2019-04-10,1.4663
2019-04-11,-36.1272
2019-04-12,-3.1673999999999998
2019-04-15,-2.8037
2019-04-16,-2.4038
2019-04-17,3.9409
2019-04-18,5.6872
2019-04-22,-0.4484
2019-04-23,-0.4505
2019-04-24,4.5249
2019-04-25,-6.0606
2019-04-26,1.8433000000000002
2019-04-29,5.4299
2019-04-30,-2.5751
2019-05-01,1.3216
2019-05-02,0.4348
2019-05-03,-0.8658
2019-05-06,-2.6201
2019-05-07,0.8969
2019-05-08,-0.8889
2019-05-09,2.2422
2019-05-10,-3.9474
2019-05-13,2.7397
2019-05-14,-2.6667
2019-05-15,-0.4566
2019-05-16,0.0
2019-05-17,0.9174
2019-05-20,-2.7273
2019-05-21,0.9346
2019-05-22,-0.463
2019-05-23,1.3953
2019-05-24,-1.3716
2019-05-28,-0.9348
2019-05-29,0.0
2019-05-30,-1.4038
2019-05-31,2.3761
2019-06-03,-0.4651
2019-06-04,-4.2056000000000004
2019-06-05,-3.4146
2019-06-06,-5.0505
2019-06-07,-0.5319
2019-06-10,-1.6042999999999998
2019-06-11,0.5435
2019-06-12,-2.1568
2019-06-13,3.8617
2019-06-14,-1.5904
2019-06-17,0.0
2019-06-18,10.2643
2019-06-19,-10.2941
2019-06-20,8.7432
2019-06-21,-7.5377
2019-06-24,-4.8913
2019-06-25,2.8571
2019-06-26,-2.7778
2019-06-27,5.7143
2019-06-28,-1.6216
2019-07-01,-1.0989
2019-07-02,-2.7778
2019-07-03,-1.1429
2019-07-05,1.1561
2019-07-08,-0.5714
2019-07-09,3.4483
2019-07-10,-4.4444
2019-07-11,0.5814
2019-07-12,-1.7341
2019-07-15,-20.0
2019-07-16,22.7941
2019-07-17,-1.1976
2019-07-18,-11.5152
2019-07-19,-0.6849
2019-07-22,0.0
2019-07-23,-3.6552
2019-07-24,9.5204
2019-07-25,-8.4967
2019-07-26,0.0
2019-07-29,0.5
2019-07-30,-0.4975
2019-07-31,-4.2857
2019-08-01,4.8507
2019-08-06,-17.4377
2019-08-07,10.7069
2019-08-08,-12.0075
2019-08-09,15.0442
2019-08-12,2.6923
2019-08-13,-5.7978
2019-08-14,4.0076
2019-08-15,-12.0795
2019-08-16,6.087
2019-08-19,-4.918
2019-08-20,22.2759
2019-08-21,-13.2826
2019-08-22,17.8862
2019-08-23,-14.8276
2019-08-26,-2.834
2019-08-27,-3.3333
2019-08-28,1.7241
2019-08-29,11.0169
2019-08-30,-2.2901
2019-09-03,13.2813
2019-09-04,-6.8966
2019-09-05,-3.7037
2019-09-06,5.3846
2019-09-09,1.4599
2019-09-10,-5.7554
2019-09-11,3.0534
2019-09-12,3.7037
2019-09-13,-2.1429
2019-09-16,2.9196999999999997
2019-09-17,4.2553
2019-09-18,1.3605
2019-09-19,-2.0134
2019-09-20,-4.7945
2019-09-23,4.8417
2019-09-24,-1.8733
2019-09-25,0.0
2019-09-26,3.4965
2019-09-27,6.0811
2019-09-30,-0.6369
2019-10-01,12.8205
2019-10-02,4.5455
2019-10-03,0.0
2019-10-04,-2.1739
2019-10-07,-3.3333
2019-10-08,-4.023
2019-10-09,2.3952
2019-10-10,-11.1111
2019-10-11,5.9211
2019-10-14,-5.5901
2019-10-15,6.9079
2019-10-16,1.5385
2019-10-17,2.4242
2019-10-18,9.8521
2019-10-21,1.8045
2019-10-22,-9.5238
2019-10-23,2.3392
2019-10-24,-2.2857
2019-10-25,-7.0175
2019-10-28,4.3208
2019-10-29,-2.936
2019-10-30,11.8012
2019-10-31,-7.7778
2019-11-01,3.0361
2019-11-04,-9.3779
2019-11-05,-2.5806
2019-11-06,-7.2848
2019-11-07,-5.0
2019-11-08,0.0
2019-11-11,3.0075
2019-11-12,-9.4891
2019-11-13,4.5806000000000004
2019-11-14,-2.8378
2019-11-15,1.5873
2019-11-18,-11.7188
2019-11-19,4.4248
2019-11-20,4.661
2019-11-21,-1.2146
2019-11-22,-0.8197
2019-11-25,-3.2975
2019-11-26,1.7006999999999999
2019-11-27,0.0
2019-11-29,3.3613
2019-12-02,-2.439
2019-12-03,-2.9167
2019-12-04,-2.1459
2019-12-05,-3.5088
2019-12-06,0.9091
2019-12-09,-7.2072
2019-12-10,1.932
2019-12-11,0.0095
2019-12-12,-2.8571
2019-12-13,-9.8039
2019-12-16,0.0
2019-12-17,-6.2826
2019-12-18,-1.8789
2019-12-19,-5.4374
2019-12-20,3.75
2019-12-23,-2.4096
2019-12-24,0.0741
2019-12-26,-1.5544
2019-12-27,-2.2556
2019-12-30,1.1538
2019-12-31,-4.943
2020-01-02,7.2267
2020-01-03,0.7088
2020-01-06,-6.1613
2020-01-07,5.2632
2020-01-08,-2.5
2020-01-09,7.5641
2020-01-10,11.4422
2020-01-13,-6.1497
2020-01-14,-4.7407
2020-01-15,-0.7058
2020-01-16,-1.1865999999999999
2020-01-17,-4.8956
2020-01-21,-0.7436
2020-01-22,0.7621
2020-01-23,-3.9737999999999998
2020-01-24,0.0934
2020-01-27,1.6004
2020-01-28,4.0299
2020-01-29,0.0505
2020-01-30,-4.1493
2020-01-31,-1.5789
2020-02-03,9.6257
2020-02-04,-10.3537
2020-02-05,4.7477
2020-02-06,11.5584
2020-02-07,-9.1851
2020-02-10,-12.7676
2020-02-11,8.1558
2020-02-12,-4.7011
2020-02-13,-0.3422
2020-02-14,1.5737
2020-02-18,1.0423
2020-02-19,-0.1737
2020-02-20,-1.4039
2020-02-21,3.3848
2020-02-24,0.3151
2020-02-25,-4.4108
2020-02-26,2.3
2020-02-27,0.5586
2020-02-28,4.1522
2020-03-02,-2.6
2020-03-03,-2.9979
2020-03-04,6.4917
2020-03-05,-0.6626
2020-03-06,-3.802
2020-03-09,-7.0864
2020-03-10,1.4925
2020-03-11,-8.1428
2020-03-12,-3.943
2020-03-13,0.0167
2020-03-16,-23.3294
2020-03-17,4.586
2020-03-18,-4.1355
2020-03-19,-3.7503
2020-03-20,-2.2973
2020-03-23,8.2988
2020-03-24,2.0647
2020-03-25,14.7445
2020-03-26,-0.3999
2020-03-27,-3.2482
2020-03-30,-3.3949
2020-03-31,8.0047
2020-04-01,-6.0918
2020-04-02,1.9827
2020-04-03,-4.681
2020-04-06,4.0
2020-04-07,3.4082
2020-04-08,1.2337
2020-04-09,3.383
2020-04-13,0.2815
2020-04-14,-1.7894999999999999
2020-04-15,0.2144
2020-04-16,-0.1783
2020-04-17,-0.1786
2020-04-20,-8.7657
2020-04-21,-0.7843
2020-04-22,0.1976
2020-04-23,6.3116
2020-04-24,-6.308
2020-04-27,4.7524999999999995
2020-04-28,-4.1588
2020-04-29,-1.7751000000000001
2020-04-30,0.6024
2020-05-01,-2.1955999999999998
2020-05-04,-1.8163
2020-05-05,-0.2286
2020-05-06,-2.0833
2020-05-07,6.383
2020-05-08,4.0
2020-05-11,0.1923
2020-05-12,6.929
2020-05-13,-7.5748999999999995
2020-05-14,-5.807
2020-05-15,3.0928
2020-05-18,0.2
2020-05-19,5.5888
2020-05-20,-3.5917
2020-05-21,2.6667
2020-05-22,-6.0351
2020-05-26,-1.3415
2020-05-27,3.4817
2020-05-28,-3.7229
2020-05-29,-0.5583
2020-06-01,2.7241
2020-06-02,5.0202
2020-06-03,-4.414
2020-06-04,4.8599
2020-06-05,-1.5962
2020-06-08,17.0412
2020-06-09,0.1837
2020-06-10,1.6667
2020-06-11,19.5738
2020-06-12,-16.5753
2020-06-15,-8.4634
2020-06-16,-3.07
2020-06-17,5.5565999999999995
2020-06-18,58.3787
2020-06-19,-8.0434
2020-06-22,-10.5422
2020-06-23,-0.3367
2020-06-24,-4.0541
2020-06-25,-0.0141
2020-06-26,-4.5077
2020-06-29,-6.3284
2020-06-30,10.2362
2020-07-01,-0.1571
2020-07-02,-2.7042
2020-07-06,5.8824
2020-07-07,-0.2778
2020-07-08,1.6713
2020-07-09,-0.1644
2020-07-10,-1.2212
2020-07-13,-0.4306
2020-07-14,-3.7388
2020-07-15,1.4493
2020-07-16,5.6857
2020-07-17,-2.9467
2020-07-20,7.2423
2020-07-21,1.2987
2020-07-22,-3.8462
2020-07-23,-1.88
2020-07-24,-4.4435
2020-07-27,1.351
2020-07-28,-0.3788
2020-07-29,4.5211
2020-07-30,-4.4873
2020-07-31,-2.6947
