ticker,NEW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-15,23.5294
2018-06-18,37.1429
2018-06-19,4.1667
2018-06-20,-12.9667
2018-06-21,-18.1923
2018-06-22,-12.2191
2018-06-25,8.96
2018-06-26,10.7195
2018-06-27,-7.9576
2018-06-28,1.9693
2018-06-29,0.8008
2018-07-02,-3.6916
2018-07-03,-2.8627000000000002
2018-07-05,-5.045
2018-07-06,0.1578
2018-07-09,-0.4202
2018-07-10,2.8481
2018-07-11,-2.5128
2018-07-12,6.4177
2018-07-13,0.0494
2018-07-16,-5.9783
2018-07-17,-0.0525
2018-07-18,0.6309
2018-07-19,-0.3135
2018-07-20,-0.7862
2018-07-23,0.3698
2018-07-24,2.0526
2018-07-25,2.3724
2018-07-26,-4.2821
2018-07-27,-0.3684
2018-07-30,-1.5848
2018-07-31,-9.9302
2018-08-01,1.3111
2018-08-02,-3.3529
2018-08-03,-2.4346
2018-08-06,-1.4348
2018-08-07,2.7848
2018-08-08,-2.9557
2018-08-09,-0.3807
2018-08-10,-1.4013
2018-08-13,-1.4858
2018-08-14,-3.8033
2018-08-15,-5.5215
2018-08-16,2.3088
2018-08-17,-0.2116
2018-08-20,-0.5654
2018-08-21,-7.6048
2018-08-22,22.3077
2018-08-23,-8.805
2018-08-24,0.0
2018-08-27,-4.0
2018-08-28,0.5747
2018-08-29,-5.7143
2018-08-30,-1.4394
2018-08-31,0.3075
2018-09-04,-4.3678
2018-09-05,-2.1635
2018-09-06,-3.7674
2018-09-07,-1.2766
2018-09-10,-5.0
2018-09-11,-6.1706
2018-09-12,-1.354
2018-09-13,-2.0588
2018-09-14,-2.4024
2018-09-17,-7.3846
2018-09-18,-8.0842
2018-09-19,-9.2771
2018-09-20,10.3586
2018-09-21,9.5066
2018-09-24,2.8571
2018-09-25,-8.2265
2018-09-26,-3.9581
2018-09-27,5.697
2018-09-28,0.2294
2018-10-01,1.0297
2018-10-02,0.3398
2018-10-03,1.5800999999999998
2018-10-04,0.0
2018-10-05,1.0
2018-10-08,-5.3905
2018-10-09,2.3256
2018-10-10,-9.0909
2018-10-11,-10.625
2018-10-12,8.2517
2018-10-15,0.7752
2018-10-16,7.9487
2018-10-17,0.1188
2018-10-18,-0.8304
2018-10-19,8.8517
2018-10-22,1.6484
2018-10-23,-3.2432
2018-10-24,-4.4693
2018-10-25,3.1579
2018-10-26,-1.3605
2018-10-29,-4.3678
2018-10-30,-11.2981
2018-10-31,-0.271
2018-11-01,2.8533
