ticker,SOLU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,0.0
2000-09-07,0.0
2000-12-29,-50.0
2001-02-09,0.0
2002-09-27,-50.0
2002-12-12,0.0
2002-12-18,0.0
2003-03-27,0.0
2003-07-10,0.0
2003-08-13,0.0
2003-10-02,0.0
2003-12-05,0.0
2005-04-11,900.0
2005-08-31,-98.0
2005-10-14,0.0
2005-11-11,0.0
2006-03-31,0.0
2006-06-29,0.0
2006-07-31,0.0
2006-08-02,0.0
2006-08-29,0.0
2006-12-08,0.0
2007-01-04,0.0
2007-02-23,4900.0
2007-03-06,-80.0
2007-03-26,102.0
2007-07-03,23.7624
2007-07-09,100.0
2007-08-01,140.0
2007-08-21,4.1667
2007-09-05,-16.0
2007-09-06,9.5238
2007-09-25,-4.3478
2007-09-26,4.5455
2007-11-09,-13.0435
2007-11-14,1.0
2007-11-21,-49.505
2007-11-23,0.0
2007-12-05,66.6667
2007-12-14,0.0
2007-12-18,-40.0
2007-12-20,-80.3922
2007-12-21,410.0
2008-01-31,-90.1961
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,60.0
2008-02-11,12.5
2008-02-12,-72.2222
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,140.0
2008-02-19,-50.0
2008-02-20,-26.6667
2008-02-22,104.5455
2008-02-25,-44.4444
2008-02-26,-76.0
2008-02-27,233.3333
2008-02-28,-60.0
2008-02-29,75.0
2008-03-03,-53.5714
2008-03-04,53.8462
2008-03-05,-10.0
2008-03-06,11.1111
2008-03-07,-20.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,0.0
2008-03-17,-37.5
2008-03-18,-60.0
2008-03-19,0.0
2008-03-20,50.0
2008-03-24,-39.5833
2008-03-25,0.0
2008-03-26,3.4483
2008-03-27,-26.6667
2008-04-01,22.7273
2008-04-03,-3.7037
2008-04-04,-15.3846
2008-04-07,0.0
2008-04-09,0.0
2008-04-10,-13.6364
2008-04-11,-15.7895
2008-04-14,50.0
2008-04-21,-8.3333
2008-04-29,-36.3636
2008-04-30,-21.4286
2008-05-01,45.4545
2008-05-02,-18.75
2008-05-06,23.0769
2008-05-07,100.0
2008-05-08,0.0
2008-05-12,-25.0
2008-05-13,0.0
2008-05-27,-20.8333
2008-05-28,-15.7895
2008-06-02,0.0
2008-06-03,0.0
2008-06-06,31.25
2008-06-27,-23.8095
2008-07-10,18.75
2008-07-16,-5.2632
2008-07-18,-11.1111
2008-07-23,0.0
