ticker,VRDR US Equity
2014-05-27,0.0
2014-05-28,-28.985500000000002
2014-05-29,0.0
2014-06-05,0.0
2014-06-13,-8.1633
2014-06-16,-1.125
2014-06-23,-38.1936
2014-06-24,16.3636
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,9.375
2014-06-30,-6.7411
2014-07-01,-15.7492
2014-07-03,1.8182
2014-07-07,-7.1429
2014-07-08,19.2308
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,-4.8387
2014-07-14,0.0
2014-07-16,1.6949
2014-07-17,-3.3333
2014-07-18,0.0216
2014-07-22,1.7022
2014-07-23,0.0
2014-07-24,-1.6949
2014-07-25,1.7241
2014-07-29,0.0
2014-07-30,-5.9322
2014-07-31,-0.9009
2014-08-01,0.0
2014-08-04,-0.2159
2014-08-05,0.2164
2014-08-06,14.5455
2014-08-07,-6.3492
2014-08-08,-6.7797
2014-08-11,14.5227
2014-08-13,-17.4638
2014-08-14,0.0
2014-08-19,-7.6701
2014-08-20,4.1667
2014-08-21,3.975
2014-08-22,-1.8995
2014-08-25,3.9215999999999998
2014-08-26,0.0
2014-08-27,-3.7736
2014-08-28,0.0
2014-08-29,11.7647
2014-09-02,-1.7544
2014-09-03,5.3571
2014-09-04,3.3898
2014-09-05,4.918
2014-09-08,1.5625
2014-09-09,3.0769
2014-09-10,-5.9701
2014-09-11,6.3492
2014-09-12,0.0
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,5.9701
2014-09-18,2.1127
2014-09-19,-0.6897
2014-09-22,-9.7222
2014-09-23,-15.3846
2014-09-24,9.0909
2014-09-25,0.0
2014-09-29,4.9792
2014-09-30,19.0514
2014-10-01,-25.3209
2014-10-02,-10.7143
2014-10-03,-2.0
2014-10-06,-42.8571
2014-10-07,-49.5759
2014-10-08,101.7707
2014-10-09,-29.7938
2014-10-10,-23.5
2014-10-14,-5.2288
2014-10-15,-3.4483
2014-10-16,0.0
2014-10-17,-35.7143
2014-10-20,122.2222
2014-10-21,0.0
2014-10-24,-40.0
2014-10-27,0.0
2014-10-28,1.9792
2014-10-31,-33.2993
2014-11-14,120.3675
2014-11-18,-11.1188
2014-11-19,-68.7256
2014-11-20,0.0
2014-11-24,0.0
2014-11-25,100.0
2014-12-04,-20.0
2014-12-08,27.5
2014-12-09,194.1176
2014-12-11,-63.3333
2014-12-19,-7.2727
2014-12-23,27.451
2014-12-30,-91.5385
2014-12-31,900.0
2015-01-09,-50.0
2015-01-12,0.0
2015-01-27,0.0
2015-01-28,263.6364
2015-01-29,0.0
2015-01-30,0.0
2015-02-02,25.0
2015-02-03,20.0
2015-02-04,6.6667
2015-02-05,9.375
2015-02-06,-77.1429
2015-02-25,0.0
2015-03-17,0.0
2015-03-20,0.0
2015-04-08,0.0
2015-04-13,87.5
2015-04-14,13.3333
2015-04-17,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-05-04,-5.8824
2015-05-08,0.0
2015-05-12,-43.75
2015-05-14,-22.2222
2015-05-15,0.0
2015-05-18,14.2857
2015-06-01,-12.5
2015-06-10,0.0
2015-06-16,0.0
2015-06-30,114.2857
2015-08-05,-55.3333
2015-09-09,0.0
2015-10-21,0.0
2015-11-17,0.0
2015-11-23,0.0
2015-11-30,0.0
2015-12-04,-2.9851
2015-12-07,-7.6923
2015-12-10,-11.4583
2015-12-22,-4.0
2015-12-28,-1.9607999999999999
2015-12-30,0.0
2015-12-31,0.0
2016-01-07,0.0
2016-01-21,0.0
2016-01-25,10.0
2016-01-26,9.0909
2016-02-10,21.6667
2016-02-16,-23.2877
2016-02-19,-1.7856999999999998
2016-03-04,0.0
2016-03-17,0.0
2016-03-30,-9.0909
2016-04-15,0.0
2016-04-28,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-16,0.0
2016-05-23,-10.0
2016-05-31,0.0
2016-06-06,-8.8889
2016-07-26,21.9512
2016-08-16,0.0
2016-08-30,-20.0
2016-09-27,37.5
2016-09-28,-1.8182
2016-11-21,0.9259
2016-12-12,-26.6055
2016-12-15,0.0
2016-12-19,-25.0
2016-12-30,0.0
2017-01-13,-16.6667
2017-01-17,77.0
2017-01-24,-32.2034
2017-01-25,0.0
2017-02-13,38.3333
2017-02-15,-51.8072
2017-02-16,0.0
2017-02-17,5.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,171.4286
2017-02-24,-56.1404
2017-02-27,34.75
2017-03-08,-2.9685
2017-03-14,45.3155
2017-03-30,-46.9737
2017-04-12,0.0
2017-05-19,-0.7444
2017-06-01,0.0
2017-06-13,-9.6
2017-06-23,296.4602
2017-06-27,11.607099999999999
2017-06-28,0.0
2017-06-29,43.0
2017-06-30,11.8881
2017-07-03,-6.25
2017-07-05,0.0
2017-07-06,-6.6667
2017-07-07,0.0
2017-07-10,35.7143
2017-07-11,-21.0526
2017-07-12,0.0
2017-07-13,13.3333
2017-07-14,0.0
2017-07-17,-17.647100000000002
2017-07-18,-14.2857
2017-07-19,-25.0
2017-07-20,6.0
2017-07-24,4.8218
2017-07-25,0.0
2017-07-26,0.0
2017-07-27,20.0
2017-07-28,-25.0
2017-07-31,-6.1111
2017-08-01,6.5089
2017-08-02,0.0
2017-08-04,-11.1111
2017-08-07,1.9375
2017-08-10,0.0
2017-08-14,4.1079
2017-08-15,6.0071
2017-08-16,0.0
2017-08-18,-14.4444
2017-08-22,11.6883
2017-08-23,-1.1628
2017-08-24,1.3059
2017-08-25,-4.773
2017-08-28,-35.3659
2017-08-29,69.8113
2017-08-30,-11.1111
2017-08-31,28.125
2017-09-01,2.439
2017-09-06,4.7619
2017-09-07,-4.5455
2017-09-08,-4.7619
2017-09-11,24.0
2017-09-12,-11.2903
2017-09-14,-9.0909
2017-09-15,5.0
2017-09-18,0.0
2017-09-19,-6.6667
2017-09-20,2.0408
2017-09-22,-20.0
2017-09-26,0.0
2017-09-29,0.0
2017-10-03,-31.25
2017-10-04,-36.0
2017-10-05,-14.7727
2017-10-11,38.6667
2017-10-12,89.9038
2017-11-03,-8.2278
2017-11-17,-70.2069
2017-11-20,38.8889
2017-12-01,-26.6667
2017-12-07,-1.8182
2017-12-08,-30.5556
2017-12-20,-16.0
2017-12-26,58.730199999999996
2017-12-27,42.85
2017-12-28,1.5051
2017-12-29,-13.7931
2018-02-09,188.0
2018-02-13,-31.9444
2018-02-15,-59.1837
2018-02-20,0.0
2018-02-22,-5.0
2018-02-26,-23.6842
2018-02-27,31.0345
2018-03-14,73.1579
2018-03-16,-48.3283
2018-03-20,-35.2941
2018-03-29,0.0
2018-04-02,0.0
2018-04-04,0.0
2018-04-09,-9.0909
2018-04-12,70.0
2018-04-23,25.8824
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,35.514
2018-04-27,-61.3793
2018-05-10,-10.7143
2018-05-15,-20.0
2018-05-16,25.0
2018-05-17,29.0
2018-05-30,-22.4806
2018-06-20,29.0
2018-06-22,-26.3566
2018-06-25,35.7895
2018-06-26,-6.6667
2018-06-27,7.1429
2018-06-28,0.0
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,-23.2558
2018-07-10,0.0
2018-07-20,-1.1111
2018-07-24,-10.1124
2018-07-25,12.5
2018-07-26,-11.1111
2018-08-14,-8.6364
2018-08-16,60.4478
2018-08-17,0.0
2018-08-21,-14.7287
2018-08-22,13.6364
2018-08-28,-20.0
2018-08-29,0.0
2018-08-30,0.0
2018-09-05,0.0
2018-09-12,10.0
2018-09-13,0.0
2018-09-14,-9.0909
2018-09-21,10.0
2018-09-25,-25.4545
2018-09-27,34.1463
2018-10-02,-4.5455
2018-10-03,3.8095
2018-10-04,-8.2569
2018-10-09,0.0
2018-10-11,9.0
2018-10-12,-54.1284
2018-10-16,116.2
2018-11-02,0.8326
2018-12-12,-6.422
2018-12-14,0.0
2018-12-18,-1.9607999999999999
2018-12-27,-40.0
2018-12-31,66.6667
2019-02-22,-72.0
2019-03-05,202.8571
2019-03-14,-63.4434
2019-03-19,254.8387
2019-03-20,36.3636
2019-03-21,201.3333
2019-03-28,-0.4425
2019-04-01,-2.2222
2019-04-02,-31.8182
2019-04-04,50.0
2019-04-05,7.5556
2019-04-26,3.3058
2019-05-09,-14.0
2019-05-10,-16.2791
2019-05-14,1.3889
2019-05-24,-1.3699
2019-05-31,-38.8889
2019-06-24,72.7273
2019-07-08,-7.8947
2019-07-22,-37.1429
2019-07-23,54.0364
2019-07-29,3.2814
2019-08-06,0.0
2019-08-09,-20.0
2019-08-13,-28.5714
2019-08-19,-25.0
2019-08-20,-3.3333
2019-09-10,-31.0345
2019-09-16,0.0
2019-09-19,0.0
2019-09-25,0.0
2019-09-30,-45.0
2019-10-01,81.8182
2019-10-10,0.0
2019-10-11,6.0
2019-10-16,41.5094
2019-10-17,-6.6667
2019-10-22,-7.1429
2019-11-05,-23.0769
2019-11-06,20.0
2019-11-08,-15.625
2019-11-14,23.4568
2019-12-04,-12.0
2019-12-06,9.0909
2019-12-10,-16.6667
2019-12-11,0.0
2019-12-16,0.0
2019-12-30,0.0
2020-01-03,10.0
2020-01-10,0.0
2020-01-24,-9.0909
2020-02-03,10.0
2020-02-11,9.0
2020-02-19,0.0834
2020-02-25,0.0
2020-02-26,0.0
2020-03-17,0.0
2020-03-25,-8.3333
2020-03-27,9.0909
2020-05-19,0.0
2020-05-29,0.0
2020-06-10,8.3333
2020-06-15,0.0
2020-06-16,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-23,0.0
2020-06-25,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-28,0.0
2020-07-30,-23.0769
2020-07-31,30.0
