ticker,VRDR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-18,19.6
2013-10-24,-16.388
2013-11-01,-30.0
2013-11-06,0.0
2013-11-11,0.0
2013-11-12,-0.5714
2013-11-19,-25.2874
2013-11-20,-1.5385
2013-11-21,-2.3438
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,4.0
2013-12-02,-32.3077
2013-12-09,47.7273
2013-12-12,-11.538499999999999
2013-12-16,0.0
2013-12-17,-0.8696
2013-12-18,0.8772
2013-12-20,0.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-26,0.8696
2013-12-27,0.0
2013-12-30,1.7241
2013-12-31,0.0
2014-01-06,0.0
2014-01-07,1.6949
2014-01-08,-0.8333
2014-01-14,0.0
2014-01-15,5.042
2014-01-16,0.0
2014-01-17,4.0
2014-01-21,-2.3077
2014-01-22,2.3622
2014-01-23,0.0
2014-01-24,0.0
2014-01-27,-3.8462
2014-01-28,4.0
2014-01-29,-11.538499999999999
2014-01-30,6.087
2014-01-31,0.0
2014-02-03,-0.8197
2014-02-04,-0.8264
2014-02-05,0.0
2014-02-06,0.0
2014-02-07,-11.6667
2014-02-10,13.2075
2014-02-12,1.6667
2014-02-13,0.0
2014-02-14,0.0
2014-02-19,4.918
2014-02-20,-0.7813
2014-02-21,-1.5748
2014-02-24,4.8
2014-02-25,-0.7634
2014-02-26,-33.8462
2014-02-27,51.1628
2014-02-28,-0.7692
2014-03-03,4.6512
2014-03-04,2.2222
2014-03-05,-0.7246
2014-03-06,-5.1095
2014-03-07,3.8462
2014-03-10,0.0
2014-03-11,-3.7037
2014-03-12,6.1538
2014-03-13,-2.1739
2014-03-14,2.963
2014-03-17,0.0
2014-03-18,-18.705
2014-03-19,10.6195
2014-03-20,-11.2
2014-03-21,17.1171
2014-03-25,3.8462
2014-03-26,-15.5556
2014-03-27,9.6491
2014-03-28,11.2
2014-03-31,5.7554
2014-04-01,-14.966
2014-04-02,0.0
2014-04-04,3.2
2014-04-16,-14.7287
2014-04-17,-9.0909
2014-04-21,45.0
2014-04-22,-17.2414
2014-04-23,22.5
2014-04-24,-0.6803
2014-04-25,-27.3973
2014-04-28,37.7358
2014-04-29,-3.4247
2014-04-30,0.0
2014-05-01,0.0
2014-05-02,1.4184
2014-05-05,-5.5944
2014-05-07,2.963
2014-05-08,1.4388
2014-05-09,-14.8936
2014-05-14,-8.3333
2014-05-15,-1.8182
2014-05-16,-6.4815
2014-05-20,-75.2475
2014-05-21,300.0
2014-05-22,38.0
