ticker,DAVA US Equity
2018-12-17,1.4327
2018-12-18,8.9588
2018-12-19,-1.8519
2018-12-20,-5.7358
2018-12-21,-7.3659
2018-12-24,-0.8211
2018-12-26,0.2179
2018-12-27,2.4783
2018-12-28,2.4608
2018-12-31,0.0
2019-01-02,-1.6562999999999999
2019-01-03,-6.0211
2019-01-04,6.6756
2019-01-07,1.3860000000000001
2019-01-08,1.6984
2019-01-09,-2.1385
2019-01-10,1.4567999999999999
2019-01-11,-4.4103
2019-01-14,-0.6438
2019-01-15,-0.6479
2019-01-16,1.6303999999999998
2019-01-17,0.107
2019-01-18,1.1538
2019-01-22,-1.5632000000000001
2019-01-23,2.1459
2019-01-24,0.8403
2019-01-25,-1.25
2019-01-28,0.8439
2019-01-29,-4.1841
2019-01-30,2.1834
2019-01-31,0.4274
2019-02-01,0.5532
2019-02-04,1.9889999999999999
2019-02-05,2.9046
2019-02-06,-3.2258
2019-02-07,0.125
2019-02-08,0.3329
2019-02-11,-0.2903
2019-02-12,-0.7488
2019-02-13,-1.4668999999999999
2019-02-14,2.0417
2019-02-15,-1.0004
2019-02-19,1.0105
2019-02-20,3.168
2019-02-21,-1.0101
2019-02-22,-1.2245
2019-02-25,8.843
2019-02-26,2.5057
2019-02-27,-1.4815
2019-02-28,11.1278
2019-03-01,1.8268
2019-03-04,-1.2957
2019-03-05,-0.8751
2019-03-06,-4.0068
2019-03-07,-0.9551
2019-03-08,-0.9286
2019-03-11,0.036
2019-03-12,-2.1622
2019-03-13,-0.5525
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,-1.1852
2019-03-19,-0.8996
2019-03-20,0.7943
2019-03-21,-3.3771
2019-03-22,-1.7476
2019-03-25,1.0672
2019-03-26,0.7039
2019-03-27,-1.0874
2019-03-28,4.8292
2019-03-29,2.9962999999999997
2019-04-01,0.2909
2019-04-02,-2.2843
2019-04-03,-3.0427
2019-04-04,4.0949
2019-04-05,1.1029
2019-04-08,-0.6364
2019-04-09,0.6404
2019-04-10,-0.8
2019-04-11,0.2566
2019-04-12,0.5484
2019-04-15,1.6364
2019-04-16,-2.4329
2019-04-17,2.3102
2019-04-18,7.5269
2019-04-22,14.5
2019-04-23,-1.8923
2019-04-24,-3.5608
2019-04-25,-0.7692
2019-04-26,-2.7287
2019-04-29,6.8537
2019-04-30,-1.3425
2019-05-01,0.4536
2019-05-02,1.776
2019-05-03,0.2958
2019-05-06,-3.5683
2019-05-07,-2.2324
2019-05-08,1.4076
2019-05-09,1.6965
2019-05-10,0.3033
2019-05-13,-1.8446
2019-05-14,4.3746
2019-05-15,-0.2656
2019-05-16,-1.7461
2019-05-17,-1.3554
2019-05-20,0.458
2019-05-21,10.0608
2019-05-22,-0.0276
2019-05-23,1.0497
2019-05-24,-2.0776
2019-05-28,0.6979
2019-05-29,2.0793
2019-05-30,0.7061
2019-05-31,0.9709
2019-06-03,1.1752
2019-06-04,-3.8543
2019-06-05,5.0522
2019-06-06,-1.3591
2019-06-07,3.0737
2019-06-10,-0.5141
2019-06-11,-2.6098
2019-06-12,-0.9021
2019-06-13,-0.6693
2019-06-14,-2.3989
2019-06-17,2.2646
2019-06-18,-0.7831
2019-06-19,2.2591
2019-06-20,-1.7833
2019-06-21,0.3794
2019-06-24,1.5119
2019-06-25,1.9947
2019-06-26,0.3911
2019-06-27,3.7662
2019-06-28,0.7259
2019-07-01,4.3738
2019-07-02,-1.2381
2019-07-03,-2.2903000000000002
2019-07-05,-0.6908
2019-07-08,-0.2981
2019-07-09,0.1744
2019-07-10,2.5124
2019-07-11,-1.2861
2019-07-12,1.1308
2019-07-15,-0.2917
2019-07-16,-1.2677
2019-07-17,-4.1481
2019-07-18,2.7048
2019-07-19,-2.2072
2019-07-22,-2.4109
2019-07-23,0.2891
2019-07-24,1.5461
2019-07-25,-0.3871
2019-07-26,-0.7513
2019-07-29,0.7831
2019-07-30,-2.9008000000000003
2019-07-31,-1.307
2019-08-01,0.1622
2019-08-02,-0.8635
2019-08-05,-2.4224
2019-08-06,1.2273
2019-08-07,2.3147
2019-08-08,6.0867
2019-08-09,-4.0619
2019-08-12,-1.9053
2019-08-13,-0.4046
2019-08-14,-4.9567
2019-08-15,-0.6555
2019-08-16,2.6677999999999997
2019-08-19,0.2794
2019-08-20,-0.6408
2019-08-21,2.636
2019-08-22,0.1639
2019-08-23,0.0273
2019-08-26,3.6542
2019-08-27,-1.105
2019-08-28,-0.2394
2019-08-29,0.9067
2019-08-30,-0.6607
2019-09-03,-3.3254
2019-09-04,2.2289
2019-09-05,0.2153
2019-09-06,-1.2893
2019-09-09,-0.1361
2019-09-10,0.2725
2019-09-11,2.8261
2019-09-12,2.4577
2019-09-13,0.6964
2019-09-16,0.666
2019-09-17,2.9262
2019-09-18,0.0
2019-09-19,1.2854999999999999
2019-09-20,0.8299
2019-09-23,-5.0835
2019-09-24,-3.9531
2019-09-25,2.496
2019-09-26,2.9793
2019-09-27,-5.761
2019-09-30,1.0411
2019-10-01,-1.0568
2019-10-02,-2.1362
2019-10-03,2.4284
2019-10-04,0.7725
2019-10-07,-0.185
2019-10-08,-0.9534
2019-10-09,-0.107
2019-10-10,0.2409
2019-10-11,1.9493
2019-10-14,-0.4191
2019-10-15,3.5244999999999997
2019-10-16,0.5081
2019-10-17,0.7078
2019-10-18,-0.6024
2019-10-21,4.596
2019-10-22,-0.7484
2019-10-23,-1.8244
2019-10-24,1.0406
2019-10-25,0.2207
2019-10-28,0.4894
2019-10-29,6.4524
2019-10-30,0.3431
2019-10-31,-1.9603000000000002
2019-11-01,-4.5338
2019-11-04,-0.8281
2019-11-05,-2.6031
2019-11-06,-2.8996
2019-11-07,2.5708
2019-11-08,1.2152
2019-11-11,0.9255
2019-11-12,1.9331
2019-11-13,4.4979
2019-11-14,2.2569
2019-11-15,0.0683
2019-11-18,0.0682
2019-11-19,-0.1136
2019-11-20,4.2766
2019-11-21,-0.938
2019-11-22,1.2332
2019-11-25,-0.7614
2019-11-26,0.5042
2019-11-27,2.072
2019-11-29,1.7521
2019-12-02,-3.6539
2019-12-03,0.7193
2019-12-04,-0.2597
2019-12-05,-0.1953
2019-12-06,2.0435
2019-12-09,-0.6817
2019-12-10,-0.2789
2019-12-11,0.3011
2019-12-12,-0.2788
2019-12-13,0.172
2019-12-16,-0.4079
2019-12-17,-0.5174
2019-12-18,0.9751
2019-12-19,0.6652
2019-12-20,2.7499000000000002
2019-12-23,0.2075
2019-12-24,0.766
2019-12-26,0.4109
2019-12-27,-0.4092
2019-12-30,-3.4313000000000002
2019-12-31,-0.8511
2020-01-02,1.6953
2020-01-03,0.0422
2020-01-06,-0.2953
2020-01-07,-1.8616000000000001
2020-01-08,0.194
2020-01-09,0.3873
2020-01-10,-1.5645
2020-01-13,-1.4805
2020-01-14,-0.9945
2020-01-15,3.4821
2020-01-16,-0.5177
2020-01-17,-0.6505
2020-01-21,-0.4147
2020-01-22,0.9204
2020-01-23,-0.1086
2020-01-24,2.2174
2020-01-27,-0.8294
2020-01-28,0.6005
2020-01-29,-1.0232
2020-01-30,1.2277
2020-01-31,-1.766
2020-02-03,-0.8014
2020-02-04,2.7729
2020-02-05,1.3597000000000001
2020-02-06,-0.7336
2020-02-07,0.8446
2020-02-10,1.0469
2020-02-11,-0.9532
2020-02-12,1.0669
2020-02-13,13.8067
2020-02-14,-3.0193
2020-02-18,0.1313
2020-02-19,3.4463
2020-02-20,0.3621
2020-02-21,0.1263
2020-02-24,-6.3063
2020-02-25,-3.7115
2020-02-26,7.4695
2020-02-27,2.4345
2020-02-28,-3.7554
2020-03-02,-0.0377
2020-03-03,1.2257
2020-03-04,-1.1923
2020-03-05,-0.132
2020-03-06,-4.7952
2020-03-09,-9.4983
2020-03-10,-3.3523
2020-03-11,-1.5415999999999999
2020-03-12,-7.4142
2020-03-13,0.0995
2020-03-16,-18.1118
2020-03-17,6.1893
2020-03-18,-13.6286
2020-03-19,1.7863
2020-03-20,-3.5749
2020-03-23,-0.3033
2020-03-24,12.1028
2020-03-25,0.8142
2020-03-26,10.3799
2020-03-27,-5.6098
2020-03-30,-0.2584
2020-03-31,1.209
2020-04-01,-4.0671
2020-04-02,2.7275
2020-04-03,-2.5974
2020-04-06,6.7852
2020-04-07,6.9645
2020-04-08,4.358
2020-04-09,-6.7363
2020-04-13,0.08
2020-04-14,6.5245999999999995
2020-04-15,-3.15
2020-04-16,0.2581
2020-04-17,2.5747
2020-04-20,3.7902
2020-04-21,-5.0544
2020-04-22,0.8151
2020-04-23,1.3138
2020-04-24,0.0249
2020-04-27,0.1247
2020-04-28,-1.0956
2020-04-29,4.4814
2020-04-30,5.4699
2020-05-01,0.7768
2020-05-04,3.6273
2020-05-05,-3.7629
2020-05-06,2.5915
2020-05-07,4.8748000000000005
2020-05-08,-0.4859
2020-05-11,-1.741
2020-05-12,-3.5220000000000002
2020-05-13,-2.5308
2020-05-14,-0.9881
2020-05-15,2.1814999999999998
2020-05-18,7.2905
2020-05-19,1.376
2020-05-20,-0.2923
2020-05-21,-2.4503
2020-05-22,-1.8033000000000001
2020-05-26,5.5969
2020-05-27,0.3106
2020-05-28,-1.259
2020-05-29,0.5017
2020-06-01,-0.6864
2020-06-02,2.9737999999999998
2020-06-03,0.6711
2020-06-04,0.1212
2020-06-05,-0.9282
2020-06-08,0.7128
2020-06-09,-2.2851
2020-06-10,-0.476
2020-06-11,-4.3668
2020-06-12,0.8915
2020-06-15,5.3664
2020-06-16,1.2272
2020-06-17,0.4041
2020-06-18,-1.3282
2020-06-19,-2.5087
2020-06-22,2.887
2020-06-23,1.5453000000000001
2020-06-24,-2.1025
2020-06-25,0.9818
2020-06-26,2.4509
2020-06-29,-4.2902000000000005
2020-06-30,-0.2272
2020-07-01,-1.8634
2020-07-02,4.0084
2020-07-06,1.359
2020-07-07,-0.1401
2020-07-08,4.1884
2020-07-09,0.6347
2020-07-10,0.5161
2020-07-13,-0.9317
2020-07-14,-1.2284
2020-07-15,-0.4469
2020-07-16,2.0886
2020-07-17,3.3461
2020-07-20,0.9251
2020-07-21,-0.2933
2020-07-22,-2.0224
2020-07-23,-1.5575
2020-07-24,-0.3431
2020-07-27,0.4782
2020-07-28,-1.7513999999999998
2020-07-29,-0.2131
2020-07-30,-0.7961
2020-07-31,1.0961
