ticker,CCFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-09,20.0
2003-01-10,1.0833
2003-01-13,2.6381
2003-01-14,0.0
2003-01-15,-1.1245
2003-01-16,-0.0812
2003-01-17,1.2195
2003-01-21,-0.8032
2003-01-22,-1.6194
2003-01-23,-0.4115
2003-01-27,0.0
2003-01-28,0.0
2003-01-29,3.8017
2003-01-30,0.0
2003-02-04,0.7166
2003-02-07,-1.1858
2003-02-11,1.04
2003-02-12,-0.2375
2003-02-13,-0.3175
2003-02-14,0.0
2003-02-20,-0.0796
2003-02-24,-0.7968
2003-02-25,1.2048
2003-02-26,0.0
2003-02-27,0.7937
2003-02-28,0.3937
2003-03-03,-0.3922
2003-03-04,-0.7874
2003-03-10,0.0
2003-03-11,0.0
2003-03-12,-0.7937
2003-03-13,0.8
2003-03-17,-1.1905000000000001
2003-03-18,0.4016
2003-03-19,-0.4
2003-03-20,0.0
2003-03-21,0.0
2003-03-27,0.4016
2003-04-01,-0.4
2003-04-02,0.0
2003-04-03,0.0
2003-04-07,-0.4016
2003-04-08,0.8065
2003-04-09,0.0
2003-04-10,0.0
2003-04-14,-0.4
2003-04-15,0.4016
2003-04-16,-0.4
2003-04-21,0.0
2003-04-25,0.0
2003-04-28,-0.4016
2003-04-30,0.9677
2003-05-01,0.2396
2003-05-02,0.3984
2003-05-06,1.5873
2003-05-09,0.0
2003-05-13,0.0
2003-05-19,-0.3906
2003-05-27,0.7843
2003-06-02,0.856
2003-06-03,2.1605
2003-06-09,0.0
2003-06-10,-1.8127
2003-06-11,0.0
2003-06-12,1.8462
2003-06-16,-1.0574
2003-06-19,0.0
2003-06-20,0.0763
2003-06-23,0.0
2003-07-02,-0.0763
2003-07-07,0.0
2003-07-08,0.0
2003-07-09,3.0534
2003-07-10,-2.5926
2003-07-11,0.0
2003-07-17,2.6616
2003-07-21,-1.3333
2003-07-28,0.2252
2003-07-29,-0.2247
2003-07-31,0.6006
2003-08-01,-0.5224
2003-08-04,0.5251
2003-08-06,-0.7463
2003-08-07,0.7519
2003-08-11,-1.8657
2003-08-18,1.1407
2003-08-19,0.3759
2003-08-22,-0.6742
2003-09-08,0.3017
2003-09-10,0.0
2003-09-15,1.5038
2003-09-19,0.3704
2003-09-22,-0.369
2003-09-23,1.8519
2003-09-25,-0.7273
2003-09-26,2.5641
2003-09-29,0.0
2003-10-02,0.0
2003-10-03,-1.0714
2003-10-09,0.1444
2003-10-14,8.1471
2003-10-23,-5.0
2003-10-24,-0.3509
