ticker,DS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-10-10,-3.8462
2002-10-11,-0.96
2002-10-14,2.5848
2002-10-15,2.3622
2002-10-16,1.9231
2002-10-17,-1.5093999999999999
2002-10-18,0.0
2002-10-21,0.3065
2002-10-22,-0.6875
2002-10-23,0.4615
2002-10-24,0.6126
2002-10-25,0.4566
2002-10-28,0.3788
2002-10-29,0.0
2002-10-30,-0.3774
2002-10-31,1.5152
2002-11-01,-0.7463
2002-11-04,0.0
2002-11-05,0.0
2002-11-06,0.3759
2002-11-07,1.1985000000000001
2002-11-08,-0.074
2002-11-11,-0.8148
2002-11-12,0.4481
2002-11-13,0.3717
2002-11-14,0.0
2002-11-15,0.0
2002-11-18,1.4815
2002-11-19,0.365
2002-11-20,0.0
2002-11-21,0.0
2002-11-22,0.3636
2002-11-25,1.3043
2002-11-26,0.1431
2002-11-27,0.0714
2002-11-29,-0.4283
2002-12-02,0.3584
2002-12-03,0.3571
2002-12-04,0.0712
2002-12-05,-1.138
2002-12-06,0.7194
2002-12-09,0.0
2002-12-10,0.0714
2002-12-11,1.7130999999999998
2002-12-12,1.193
2002-12-13,3.3287
2002-12-16,0.0
2002-12-17,0.0
2002-12-18,1.1409
2002-12-19,0.5309
2002-12-20,3.9604
2002-12-23,1.0159
2002-12-24,1.4456
2002-12-26,0.7619
2002-12-27,-0.063
2002-12-30,-1.0088
2002-12-31,1.7197
2003-01-02,-1.0019
2003-01-03,-0.0633
2003-01-06,0.0
2003-01-07,-0.0633
2003-01-08,-0.2533
2003-01-09,-0.254
2003-01-10,0.2546
2003-01-13,0.7619
2003-01-14,-1.3862999999999999
2003-01-15,1.853
2003-01-16,-0.8783
2003-01-17,-0.6962
2003-01-21,0.0
2003-01-22,1.1472
2003-01-23,-1.0712
2003-01-24,0.6369
2003-01-27,-0.3165
2003-01-28,0.9524
2003-01-29,-0.6289
2003-01-30,0.2532
2003-01-31,1.0732
2003-02-03,-0.0625
2003-02-04,0.0
2003-02-05,0.0
2003-02-06,0.0
2003-02-07,0.625
2003-02-10,-0.1242
2003-02-11,-0.1866
2003-02-12,0.0
2003-02-13,-0.3115
2003-02-14,1.25
2003-02-18,0.0
2003-02-19,-0.1235
2003-02-20,-0.1854
2003-02-21,-0.6192
2003-02-24,-1.8692
2003-02-25,0.6349
2003-02-26,0.9464
2003-02-27,-0.0625
2003-02-28,-0.2502
2003-03-03,0.1881
2003-03-04,-0.2503
2003-03-05,0.3137
2003-03-06,-0.3752
