ticker,HLOC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-02,50.0
2015-10-05,100.0
2015-10-08,-32.6667
2015-10-09,13.8614
2015-10-12,-4.3478
2015-10-13,0.0
2015-10-14,-8.1818
2015-10-16,0.0
2015-10-19,37.6238
2015-10-20,-56.1151
2015-10-21,1.6393
2015-10-22,-9.6774
2015-10-23,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,-19.6429
2015-10-29,-11.1111
2015-11-02,12.5
2015-11-03,0.0
2015-11-06,-11.1111
2015-11-09,-12.5
2015-11-12,-14.2857
2015-11-13,-16.6667
2015-11-16,20.0
2015-11-17,0.0
2015-11-18,-16.6667
2015-11-19,0.0
2015-11-24,-20.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,-12.5
2015-12-14,0.0
2015-12-16,0.0
2015-12-21,-2.8571
2015-12-28,-5.8824
2015-12-29,-37.5
2015-12-31,-20.0
2016-01-04,25.0
2016-01-05,-10.0
2016-01-08,-11.1111
2016-01-12,12.5
2016-01-19,11.1111
2016-01-20,160.0
2016-01-21,0.0
2016-01-28,96.1538
2016-02-03,-76.4706
2016-02-22,-16.6667
2016-02-24,50.0
2016-02-25,0.0
2016-03-10,84.6667
2016-03-14,66.065
2016-03-15,4.3478
2016-03-16,1.849
2016-03-17,-9.9974
2016-03-18,11.108
2016-03-21,0.0
2016-03-22,22.7308
2016-03-23,7.5
2016-03-28,24.031
2016-03-29,75.0
2016-03-30,92.8571
2016-03-31,-25.5556
2016-04-01,9.4527
2016-04-04,-13.6364
2016-04-05,5.2632
2016-04-06,-10.0
2016-04-07,5.5556
2016-04-08,3.1579
2016-04-11,21.4286
2016-04-12,34.4538
2016-04-13,-0.3125
2016-04-14,2.1944
2016-04-15,26.9479
2016-04-18,37.0062
2016-04-19,20.2822
2016-04-20,1.9062000000000001
2016-04-21,-16.5468
2016-04-22,-5.1724
2016-04-25,0.9091
2016-04-26,4.3243
2016-04-27,-4.8359
2016-04-28,0.363
2016-04-29,-14.8282
2016-05-02,-3.3970000000000002
2016-05-03,-1.0989
2016-05-04,-4.0222
2016-05-05,-0.0116
2016-05-06,-2.7439999999999998
2016-05-09,-20.4762
2016-05-10,-13.1737
2016-05-12,0.0
2016-05-13,-6.8966
2016-05-16,7.4074
2016-05-17,19.1034
2016-05-18,27.3885
2016-05-19,2.2727
2016-05-20,-0.2222
2016-05-24,-2.0045
2016-05-25,-20.4545
